condid,siteindex,site_baseage,stand_age,ba,df_ba,tpa,bdft,tcuft,topht,df_pctba,siteclass,qmd
12832258010497,105,100,8,6.776166413,6.776166413,81.11919184,210.9867049,96.04217881,29.5,1,4,3.913510702
15014185010497,107,100,85,307.1535948,277.6278102,287.5832626,42737.7014,12865.24061,119.7857143,0.903872899,4,13.99369164
15015351010497,94,100,25,47.42984763,45.22541818,378.2331041,,528.8753597,40.54545455,0.953522316,5,4.794931399
15019263010497,71,100,20,57.31715433,50.54516128,904.9301993,,308.3564427,34.65217391,0.881850501,5,3.407776246
15019264010497,71,100,106,55.79676425,55.79676425,241.2074746,3400.568938,1153.836621,72.75,1,5,6.512465388
15020097010497,87,100,130,297.274733,274.472157,274.1333115,43170.62678,10424.18168,99.38461538,0.923294604,5,14.10049616
15021161010497,141,100,85,255.3227687,240.6449138,198.3107506,65565.79796,13669.73115,168.9230769,0.94251255,3,15.36412902
15021942010497,101,100,117,274.4772926,246.4812817,130.9202239,45169.73338,11468.0534,131.5,0.898002452,4,19.60587109
15022134010497,104,100,80,176.9654304,144.5406442,1129.575123,26031.88203,5645.902413,71.25,0.816773332,4,5.359483777
15023045010497,102,100,25,73.97802254,69.05618222,440.8262945,476.8972708,1013.685784,41.40625,0.933468885,4,5.546945709
15023311010497,69,100,255,302.6279971,277.3466741,171.5899158,38266.27847,9600.983822,109.625,0.916460726,5,17.982289
15023520010497,100,100,44,126.896969,111.9510315,195.8013703,11085.01517,3792.817124,79.95454545,0.882219901,4,10.90069185
15035347010497,89,100,28,100.8680322,87.53476983,1428.923043,941.966977,865.3826179,40.57692308,0.867814787,5,3.597565056
15039448010497,88,100,81,266.8988795,241.2888631,343.4452682,31771.67621,8433.148387,90.9,0.904045995,5,11.93660736
15039866010497,123,100,45,56.2953783,50.34562901,119.2096607,440.287258,1258.495486,39.06666667,0.894311941,4,9.3050122
15041798010497,102,100,38,179.8733138,152.1049606,308.6688388,14653.25724,4452.923974,74.9375,0.845622719,4,10.33649445
15042328010497,92,100,60,382.2740333,361.2964398,206.6124092,20871.24242,15383.49061,99.66666667,0.9451242,5,18.41812857
15042575010497,103,100,115,50.35603398,50.35603398,14.24477099,9619.535429,1955.749797,124.25,1,4,25.45858872
15043582010497,97,100,135,96.48057362,96.48057362,13.988632,23293.01438,4575.824126,159.6153846,1,4,35.56056214
15043769010497,89,100,60,191.7617587,177.8963142,879.8424688,8883.245358,4350.145215,67.44736842,0.927694423,5,6.321422872
15044092010497,118,100,91,140.8800039,116.8781421,39.42388989,13670.04709,5113.945565,158.1666667,0.829629038,4,25.59653876
15059556010497,125,100,27,140.4632936,123.9458738,233.5335175,8126.20658,3904.64775,70.82758621,0.882407572,3,10.5013012
15061281010497,120,100,1,32.74069442,29.32584971,30.09023,3314.349737,983.6585435,79.2,0.895700297,4,14.12431815
15061472010497,126,100,20,166.0194558,162.5342926,554.952522,1080.231687,3751.079149,48.7,0.979007502,3,7.406071153
15061873010497,118,100,43,159.2985085,159.2985085,103.3550384,24145.01728,5838.289594,102.25,1,4,16.81033353
15062772010497,121,100,23,185.1854447,182.7900541,287.7272141,6585.112088,5136.766457,58.02272727,0.987064909,4,10.8629869
15063031010497,126,100,29,160.1967813,151.0141343,303.9854071,11899.93909,4707.281258,77.31707317,0.942678955,3,9.82962222
15067896010497,142,100,38,201.1458214,201.1458214,138.9851036,32819.82089,7553.180732,103.5,1,3,16.28949729
15068121010497,132,100,15,123.2934365,117.648163,273.5868663,4669.480575,2676.199398,57.30232558,0.9542127,3,9.089890637
15073667010497,107,100,45,100.8904392,99.42081354,266.8797451,11411.65864,3230.76424,84.94117647,0.985433449,4,8.325369185
15080143010497,122,100,26,122.7721813,117.467448,261.4274501,6409.13802,2908.907298,62.475,0.956792058,4,9.2792034
15082288010497,116,100,13,102.8297168,40.35587638,382.5428783,6470.822042,3207.005491,44.76470588,3207.005491,4,7.02029822
15082770010497,70,100,170,218.2547386,166.028167,1187.871967,27315.29814,6308.604135,109.6923077,6308.604135,5,5.804079147
15082771010497,70,100,45,2.970450459,2.970450459,12.27489409,,43.30489347,47,43.30489347,5,6.660986935
15083000010497,103,100,20,80.77167811,22.20835049,1292.865927,141.15104,578.4811978,34.26666667,578.4811978,4,3.38445785
15083002010497,103,100,10,6.506437167,6.506437167,6.086561608,,297.7886969,,297.7886969,4,13.99980256
15084785010497,123,100,12,105.578907,78.36586896,756.0539004,698.7618755,1460.934247,44.95555556,1460.934247,4,5.059976544
15085147010497,94,100,75,65.93183,65.93183,20.2566203,12121.30998,2519.906942,129.5,2519.906942,5,24.42870096
15085149010497,94,100,12,2.727264055,0.862340593,12.15775427,,24.24054382,29,24.24054382,5,6.413176842
15092405010497,120,100,2,38.73638387,21.09582953,30.21415295,5860.863606,1703.015051,105.3333333,1703.015051,4,15.33171113
15092406010497,120,100,59,48.26112852,28.18138273,36.25698354,8117.844414,2041.317809,129,2041.317809,4,15.62209245
15092829010497,115,100,15,110.9916121,103.7452338,404.533116,695.236112,1436.709313,39.41176471,1436.709313,4,7.092581609
15097236010497,99,100,20,26.67984425,22.7653284,115.4986655,,314.0538074,36.61111111,314.0538074,4,6.507878912
15098038010497,109,100,62,150.7659276,147.5805757,104.7353201,21234.0203,5834.850189,104.8571429,5834.850189,4,16.24580821
15098248010497,82,100,80,54.78834307,50.34043458,24.24290871,8512.364692,1913.303896,113.5,1913.303896,5,20.35579283
15100178010497,122,100,85,277.5971217,221.6695082,212.5026707,56209.9956,12097.21438,140.0769231,12097.21438,4,15.47610205
15101253010497,83,100,92,354.5477537,334.9678566,180.3519775,67310.83047,14600.21386,117.5357143,14600.21386,5,18.98511432
15101704010497,96,100,62,275.8353942,274.5898402,281.292169,31186.25022,9864.197786,101,9864.197786,4,13.40857042
15101987010497,89,100,175,201.9514448,188.4581021,1038.38036,39285.21339,9001.945496,156.3846154,9001.945496,5,5.971474079
15102870010497,81,100,95,231.8529736,167.1481012,229.1283615,32689.12238,8225.223473,98.90909091,8225.223473,5,13.6208187
15104426010497,65,100,62,63.57085885,58.17242111,137.300605,3409.943487,1459.685551,64.69230769,1459.685551,5,9.21359495
15104518010497,107,100,17,70.33054016,64.18635608,611.470184,,610.3632205,41.40540541,610.3632205,4,4.592198324
15106260010497,98,100,23,114.3554644,95.73022314,1131.726594,531.8637964,1373.560897,43.15555556,1373.560897,4,4.304215451
15110516010497,110,100,80,155.5223066,117.0647467,60.43193669,28948.44892,6041.600798,126.3333333,6041.600798,4,21.72197903
15124382010497,111,100,105,378.5569821,343.1533901,261.2070764,91841.54657,18752.23088,137.1395349,18752.23088,4,16.30082042
15124694010497,128,100,140,306.8861339,199.9375211,112.4130585,57794.19645,12747.86959,159.5909091,12747.86959,3,22.37260488
15124971010497,107,100,40,119.2383094,113.3661753,498.2662819,7080.872011,3016.007098,69.92307692,3016.007098,4,6.623895271
15125231010497,114,100,35,177.0347613,177.0347613,171.5223196,18986.76286,5241.55223,78.69565217,5241.55223,4,13.75641459
15125613010497,124,100,44,214.2038957,177.1168804,236.4419838,31366.76247,8092.498709,102.4230769,8092.498709,4,12.88806409
15128557010497,89,100,200,255.0042208,200.8786412,179.3225879,60979.59572,11187.90537,174.1052632,11187.90537,5,16.14702388
15128951010497,101,100,175,327.4136532,308.0645762,392.217039,62419.4995,12535.85188,146.08,12535.85188,4,12.37147456
15128952010497,101,100,95,47.32824954,47.32824954,25.7891731,10113.11558,2030.019963,137.3333333,2030.019963,4,18.34331459
15130203010497,115,100,90,320.1290217,231.742864,513.8520446,47307.45617,11964.50671,135.5294118,11964.50671,4,10.68758991
15133524010497,114,100,22,98.66549178,98.66549178,254.9023796,1510.530065,1721.331426,47.0952381,1721.331426,4,8.424264604
15133718010497,98,100,80,104.6280958,71.41584314,475.6326511,13222.66741,3239.864924,112.8333333,3239.864924,4,6.350744378
15133922010497,75,100,30,114.9856776,60.88007447,707.2064966,4308.476023,1751.999689,47.89285714,1751.999689,5,5.459904614
15133923010497,75,100,85,22.10112872,1.391095232,18.11074331,3318.978925,794.897862,92,794.897862,5,14.95806414
15134430010497,82,100,400,264.0827727,262.8789399,445.4699633,43893.12233,11845.02698,165.6,11845.02698,5,10.42550556
15134431010497,82,100,30,29.01625371,29.01625371,108.9213252,2781.293732,874.1158237,82,874.1158237,5,6.988766227
15134696010497,129,100,40,53.33165789,52.06148264,50.07014272,6774.390332,1751.823579,88.14285714,1751.823579,3,13.97460141
15134698010497,129,100,17,3.767173791,3.767173791,25.03507136,,33.95961741,37.5,33.95961741,3,5.252544168
15134898010497,75,100,40,61.64422939,58.26172398,301.8872871,1617.055037,1026.446453,44.76923077,1026.446453,5,6.118713289
15135164010497,84,100,150,207.2945953,86.32956786,263.335283,32993.82414,7443.313064,111.3888889,7443.313064,5,12.01367186
15135389010497,82,100,21,36.31123885,31.51039655,260.4676016,270.0590996,404.4283825,33.55555556,404.4283825,5,5.05568468
15135541010497,100,100,35,160.0674139,71.57855781,361.9358001,5584.037823,4211.215492,52.07142857,4211.215492,4,9.004756943
15135779010497,75,100,40,45.17532425,19.80503338,132.81732,565.1875332,759.1103047,46.27272727,759.1103047,5,7.896953573
15135976010497,92,100,180,283.2729614,144.8056631,606.9379484,31326.00767,9814.21196,107.9130435,9814.21196,5,9.250532156
15136244010497,133,100,22,108.16301,78.31196145,306.2378248,2893.771411,1828.839539,47.16666667,1828.839539,3,8.047227301
15136402010497,108,100,50,250.3933185,139.5763102,404.0085878,32055.65474,8404.457659,95.11111111,8404.457659,4,10.65988137
15136616010497,127,100,50,244.9995582,240.2408572,403.9668722,41535.93327,10073.21518,115.76,10073.21518,3,10.54498768
15136863010497,71,100,215,352.5739961,155.5084525,380.2758814,66337.55407,14670.26443,151.8571429,14670.26443,5,13.03803222
15137177010497,94,100,250,126.1410299,60.17862447,40.84514863,22057.21601,5451.500033,149,5451.500033,5,23.79546784
15137178010497,94,100,45,55.37563855,29.74938346,67.44367207,5737.103659,1674.374641,82.6,1674.374641,5,12.26944933
15137675010497,84,100,110,235.4930955,151.1451547,449.6925229,42405.46214,8711.97081,128.5625,8711.97081,5,9.798679613
15138629010497,109,100,400,461.198928,322.931939,176.40712,75126.36046,20246.60562,167.75,20246.60562,4,21.89386277
15140107010497,132,100,40,159.7886937,159.7886937,256.2644422,20750.90575,5592.67913,93.23809524,5592.67913,3,10.69215264
15147510010497,117,50,250,78.17004658,78.17004658,12.03214714,5042.779928,3158.288524,143.3333333,3158.288524,2,34.51317552
15148884010497,84,50,110,218.7723169,109.8795613,240.2164608,26884.66077,6709.190356,70.80769231,6709.190356,4,12.92204065
15149839010497,99,50,45,253.7979403,146.7564605,1288.52176,13583.9554,5618.63441,72.32608696,5618.63441,3,6.009446455
15150159010497,74,50,175,264.5105825,219.050566,527.9801636,37868.76705,8977.788634,98.15384615,8977.788634,5,9.584048983
15150459010497,72,50,250,433.6478341,259.0401535,269.5559914,49752.32,15600.33012,114.8387097,15600.33012,5,17.17435351
15151140010497,83,50,35,185.892003,87.99254715,347.4747342,12752.43094,4930.065988,62.25925926,4930.065988,4,9.903872475
15152795010497,119,50,40,143.9119754,72.55400724,818.4903911,8791.826747,3401.708629,61.8,3401.708629,2,5.677772363
15154300010497,92,50,62,184.6994233,162.9692848,191.5065446,23310.23653,6312.328134,94.75,6312.328134,4,13.29772237
15154444010497,88,50,225,360.8767724,221.7507673,729.9212635,70093.4101,14662.27181,123.9259259,14662.27181,4,9.520894639
15154979010497,80,50,125,414.9970679,190.5338599,311.7723862,45905.6494,12874.6806,94.89285714,12874.6806,4,15.62212083
15154980010497,80,50,25,12.45146386,0,7.159643747,1059.952511,313.9660954,101,313.9660954,4,17.85668352
15165180010497,73,100,21,13.47629779,7.30250196,467.84583,,31.25073795,23.33333333,31.25073795,5,2.298106865
15165381010497,96,100,450,441.1137954,314.8510895,138.884509,93742.25161,18385.30335,156.2903226,18385.30335,4,24.13152221
15165384010497,96,100,39,0.96625882,0,6.30705465,,7.879453831,,7.879453831,4,5.299925203
15165700010497,92,100,19,82.69720676,80.38125666,397.669638,81.22309946,1439.762772,36.07142857,1439.762772,5,6.174766016
15165970010497,98,100,22,12.63896559,8.915080908,55.6110787,,170.4283749,40.55555556,170.4283749,4,6.455225352
15166270010497,92,100,205,212.6539043,185.4348325,65.77149174,32090.97036,8237.717947,127.8125,8237.717947,5,24.34748664
15166273010497,92,100,52,79.9068454,75.19104191,209.2506825,6161.162425,2257.224944,83.875,2257.224944,5,8.367483278
15167057010497,120,100,39,203.1845254,180.1407441,259.5873208,21954.22359,6531.762198,83.28571429,6531.762198,4,11.97953273
15167229010497,99,100,150,381.1714318,369.9800403,218.0012499,89047.47161,19205.91885,168.25,19205.91885,4,17.90469725
15167603010497,108,100,27,170.0300024,135.6838659,937.8232602,3858.736845,3574.125912,50.60606061,3574.125912,4,5.765521319
15167901010497,118,100,80,209.1133955,205.7042262,89.85990311,52106.94234,10147.91605,148.9333333,10147.91605,4,20.65590635
15168331010497,124,100,48,8.929042865,8.929042865,12.09392703,1022.380511,300.2720112,88,300.2720112,4,11.63469717
15168402010497,88,100,21,45.49688123,45.49688123,162.9966898,68.1017496,529.0345891,34.44444444,529.0345891,5,7.153815299
15168664010497,90,100,130,284.1955441,255.4258471,250.9425674,61897.71677,12223.08584,150.3478261,12223.08584,5,14.40979378
15168933010497,91,100,375,482.3464958,211.2422186,723.27879,73727.13356,18904.70431,147.2666667,18904.70431,5,11.05765411
15169353010497,130,100,52,250.721,206.3675868,403.6360542,38138.17552,10320.4007,110.75,10320.4007,3,10.67177553
15169642010497,128,100,250,127.3826697,98.14561726,28.23952992,34293.02993,6158.510203,179.6666667,6158.510203,3,28.75826913
15173833010497,87,100,292,350.8641042,285.4648822,185.168791,73024.99696,15155.40499,142.3333333,15155.40499,5,18.63896857
15174059010497,105,100,125,403.4672798,283.3369969,247.9947216,78221.90179,17500.49515,144.9047619,17500.49515,4,17.27106996
15174328010497,89,100,50,241.7412715,151.4971532,298.1247403,18925.17817,6052.993272,79,6052.993272,5,12.19305952
15174618010497,83,100,36,68.03617521,39.83657447,258.255392,3339.305726,1337.116229,51.38461538,1337.116229,5,6.949947892
15174821010497,119,100,75,207.9409539,133.728125,84.37174963,32539.63131,9020.335737,149.2222222,9020.335737,4,21.25728475
15174822010497,119,100,75,102.714149,66.57376974,304.2616744,16735.481,3496.22397,156.5,3496.22397,4,7.867338068
15175351010497,91,100,40,93.13516773,91.49972511,201.344248,6124.559835,2149.660968,64.4,2149.660968,5,9.209234648
15175839010497,98,100,32,94.96196254,93.62332247,351.2234175,4610.028747,2164.161248,58.84375,2164.161248,4,7.040757888
15176047010497,60,100,105,231.5592575,228.4082736,351.8354816,18944.40179,6214.634497,74.91428571,6214.634497,5,10.9849367
15176362010497,67,100,107,316.8664086,310.1088738,451.620578,28799.98198,9175.634122,86.45454545,9175.634122,5,11.34194512
15176963010497,101,100,27,61.20947786,57.86126233,273.5608,860.3453386,1042.775446,45.75757576,1042.775446,4,6.404993698
15177938010497,114,100,40,180.1349819,178.6422329,498.9058987,16933.25092,4758.762021,78.65217391,4758.762021,4,8.136282374
15177939010497,114,100,40,34.99929457,33.36987368,48.77665801,3339.363139,1046.661984,84.8,1046.661984,4,11.4699078
15187368010497,87,100,700,94.45276914,35.91440778,69.35800844,14171.20234,3315.931164,64.92307692,3315.931164,5,15.80139182
15187370010497,87,100,27,8.460201504,5.795830144,18.09321935,159.3034445,112.1049116,34,112.1049116,5,9.259099076
15187549010497,116,100,90,290.330032,247.171674,702.1640627,60769.03423,12060.95382,154.48,12060.95382,4,8.706888517
15187822010497,80,100,25,21.96734076,12.47015102,578.919388,80.43487385,164.5971328,40,164.5971328,5,2.637642902
15187823010497,80,100,230,139.2559084,109.4728415,25.025536,37368.80968,7110.701083,177.6666667,7110.701083,5,31.94121434
15188395010497,98,100,30,57.31791841,36.40604117,586.3159298,461.8628531,655.1522166,52.61538462,655.1522166,4,4.233656905
15188692010497,104,100,42,189.6228167,185.1524357,342.8906255,15621.92244,5158.387538,69.62790698,5158.387538,4,10.06940462
15189237010497,117,100,32,164.3398303,72.86346876,452.2761593,10142.59013,4042.554639,71.5,4042.554639,4,8.162174421
15189548010497,98,100,40,198.9578047,125.5222073,734.9656948,12255.75899,4194.954268,72.57894737,4194.954268,4,7.045036666
15189844010497,98,100,250,235.7444964,175.6965308,80.187138,47518.35839,10381.17497,154.4375,10381.17497,4,23.21692651
15190338010497,92,100,200,154.9515019,122.2935027,102.988382,39647.35024,7084.335376,177.8571429,7084.335376,5,16.60886975
15190833010497,87,100,200,205.880428,173.3786864,303.0386306,34777.05594,7751.787866,137.2142857,7751.787866,5,11.16078741
15191040010497,71,100,250,247.3445524,230.2058803,112.3465118,45545.06637,10229.52345,161.2,10229.52345,5,20.09128343
15191300010497,105,100,28,179.5417741,108.7256491,1245.815003,1844.325227,2003.139299,48.4375,2003.139299,4,5.140345138
15191638010497,72,100,150,194.8248439,186.955456,79.68827541,,9092.310192,,9092.310192,5,21.17196934
15192139010497,113,100,45,165.4345395,152.8736919,126.7801691,25116.05485,6070.742455,104.5454545,6070.742455,4,15.46762848
15192322010497,96,100,180,247.7114463,240.1541817,442.6528736,43528.49072,9276.169154,151,9276.169154,4,10.12925945
15192845010497,110,100,25,179.9596644,88.59709721,151.3593058,19099.0204,5268.56305,78,5268.56305,4,14.76451976
15207414010497,126,50,175,165.2308154,139.2508844,270.8183722,27852.40163,6463.124518,115.9230769,6463.124518,2,10.57651923
15207570010497,88,50,50,167.0690124,102.9445655,578.1449124,20635.32277,5499.758589,65.65384615,5499.758589,4,7.278902473
15207847010497,66,50,280,323.4243769,149.7482545,363.4785143,43615.96885,11336.62929,100.7419355,11336.62929,5,12.77271744
15208249010497,113,50,200,244.9800787,146.4664834,380.2794088,48708.25038,10514.76547,126.7083333,10514.76547,3,10.86801632
15208446010497,112,50,100,425.7454633,312.234203,211.1011412,99526.4823,20296.37044,140.8181818,20296.37044,3,19.22941294
15208646010497,92,50,300,256.0165385,249.4731397,229.34251,46244.44017,10558.98202,117.3103448,10558.98202,4,14.30632319
15209024010497,107,50,250,254.1236364,145.1022449,129.5714198,49773.91394,12797.62601,157.3333333,12797.62601,3,18.96287681
15209551010497,48,50,90,72.23677363,51.11060909,240.5710374,1542.813851,1543.142453,59.05263158,1543.142453,5,7.419827378
15211072010497,80,50,120,177.2594131,161.3463757,365.4063009,18708.34017,5183.712905,91.46666667,5183.712905,4,9.430895649
15212095010497,87,50,225,467.1714312,431.2972128,100.9616054,101421.5022,20724.86384,169.6774194,20724.86384,4,29.12703759
15212336010497,102,50,42,136.1751274,70.63324189,721.013929,5952.271236,2710.96099,51.3902439,2710.96099,3,5.884551521
15228278010497,94,100,30,87.69136331,68.38210455,313.2978779,2462.008141,1662.653694,52.40740741,1662.653694,5,7.163676841
15228280010497,94,100,100,12.38686966,12.38686966,13.71908814,1526.379662,368.4338142,72.33333333,368.4338142,5,12.86632338
15229176010497,84,100,80,194.7202173,120.1198108,193.3368919,22309.07417,6027.898391,116.9230769,6027.898391,5,13.58890487
15229384010497,92,100,250,219.4984801,143.9693919,143.9899732,43365.28964,8894.946474,122.125,8894.946474,5,16.71806214
15229828010497,107,100,115,402.0843764,258.048693,419.8217239,83821.12113,18531.36548,148.2,18531.36548,4,13.25142086
15231295010497,94,100,18,40.39350305,20.73606964,160.4582297,,1486.450845,35.14285714,1486.450845,5,6.793773486
15231296010497,94,100,250,88.69376668,50.90956443,47.93137507,20740.90887,3917.611728,172.4,3917.611728,5,18.41929092
15231510010497,97,100,550,313.6620243,226.4107161,75.8629517,33921.48688,14805.53491,182,14805.53491,4,27.53292832
15231914010497,92,100,400,623.7791529,493.2402905,528.1274356,98715.75485,25157.70387,138,25157.70387,5,14.71574879
15232204010497,120,100,35,205.9245368,205.9245368,397.5615113,17291.55985,5923.678081,75.08,5923.678081,4,9.745142283
15232461010497,133,100,20,65.00990315,65.00990315,168.145909,1356.625797,1680.019152,47,1680.019152,3,8.419434231
15232674010497,104,100,250,550.5684245,489.6618612,119.3348971,122981.8191,26304.99397,191.78125,26304.99397,4,29.08427355
15232968010497,109,100,120,253.7546221,248.4421373,107.2841458,65667.99427,12912.72121,163.4444444,12912.72121,4,20.82454441
15233393010497,98,100,200,229.6034272,139.8020761,589.2833384,30235.72856,8294.28068,152.9,8294.28068,4,8.452076207
15233394010497,98,100,36,51.71634048,43.61871287,293.6521901,2628.968069,911.5690826,54.18181818,911.5690826,4,5.682423174
15233670010497,135,100,22,85.19240105,79.8751297,90.92046935,17731.40076,3530.668833,95.85,3530.668833,3,13.10707838
15233857010497,105,100,45,121.9125035,119.9362659,165.0218033,8341.388887,3275.043843,64.36,3275.043843,4,11.63830575
15234236010497,110,100,300,218.7041235,179.9474194,969.0244484,54916.50051,9599.570543,136.0384615,9599.570543,4,6.432761063
15235148010497,99,100,42,125.6287715,104.1469752,677.7350212,5142.146429,2741.009562,53.91666667,2741.009562,4,5.829762931
15235361010497,68,100,100,381.1617766,330.8285438,863.6304064,20015.07595,11220.28464,64.08695652,11220.28464,5,8.995535275
15235875010497,131,100,35,165.0433279,145.1158518,530.2248026,13033.98903,4278.124897,74.95,4278.124897,3,7.554492048
15236388010497,110,100,45,257.8180174,254.7116964,267.279886,27199.71752,7744.916214,78.51219512,7744.916214,4,13.29871857
15236873010497,111,100,130,313.320372,313.320372,85.69932127,79787.80934,15029.87777,172.9642857,15029.87777,4,25.89058882
15237086010497,84,100,500,227.1711099,176.7224446,293.0141132,49976.88003,11000.92512,148.1428571,11000.92512,5,11.92253435
15237324010497,108,100,34,167.6400297,127.6254019,339.0448451,9343.129044,4190.36058,66.85,4190.36058,4,9.521307549
15237575010497,109,100,14,56.94876029,43.60148793,158.2676925,930.3859012,926.2895072,44.46153846,926.2895072,4,8.122361298
15237576010497,109,100,140,67.36266077,51.0526571,17.22780248,8921.472367,3068.918117,133,3068.918117,4,26.77509229
15237792010497,128,100,45,161.2545157,157.899298,96.86995573,24099.08366,5779.786225,98.33333333,5779.786225,3,17.47019264
15237794010497,128,100,72,60.01831154,42.9155451,183.1184591,7853.77864,1702.081311,79.22222222,1702.081311,3,7.751970762
15237951010497,135,100,150,417.3168492,382.9079044,67.60169178,103699.3087,20582.43404,197.68,20582.43404,3,33.64267184
15238240010497,110,100,60,133.6504213,127.0303669,123.2670596,17956.95011,4596.435583,113.4285714,4596.435583,4,14.09931293
15238517010497,149,100,155,315.6617413,265.4488947,714.2235961,101226.3315,17843.34438,181.625,17843.34438,3,9.00181698
15238856010497,92,100,45,195.3503549,183.6446661,230.8326288,19911.62665,5774.947868,82.16,5774.947868,5,12.45646481
15239394010497,90,100,375,515.6822887,283.3078399,288.4025173,92773.0954,21907.9276,139.2571429,21907.9276,5,18.10622389
15239699010497,95,100,170,326.3277386,213.1151912,720.2759792,51155.07783,12919.08842,170.7333333,12919.08842,4,9.114100891
15239700010497,95,100,24,21.76888624,13.70719276,125.3702572,,186.6872867,40.125,186.6872867,4,5.642312661
15240005010497,121,100,31,185.2558032,185.2558032,218.6835431,16116.80361,5036.641112,74.28571429,5036.641112,4,12.46275799
15240237010497,96,100,220,273.5424352,194.927349,216.2310973,38230.00671,10800.66822,132.3125,10800.66822,4,15.22963799
15240665010497,97,100,350,331.8185233,127.1895339,194.6078764,42084.42984,11118.96526,115.2380952,11118.96526,4,17.68098307
15241710010497,98,100,100,409.8581214,408.847168,220.576306,78535.07129,17466.92047,133.8181818,17466.92047,4,18.45753263
15241961010497,79,100,285,514.6267307,314.6374013,741.1365317,73047.18685,18885.93731,129.8181818,18885.93731,5,11.28322794
15242596010497,96,100,60,138.8846204,129.4029862,139.7144859,14712.33515,4848.671144,96.88888889,4848.671144,4,13.50027644
15244220010497,119,100,30,122.4944681,96.01627538,402.8356712,5552.365447,2803.327425,58.93103448,2803.327425,4,7.466732277
15244416010497,124,100,78,101.1800023,101.1800023,56.5781943,18728.82731,4220.293655,138.3333333,4220.293655,4,18.1075254
15244579010497,120,100,60,192.8547834,136.5319132,170.7607639,27237.42632,7668.547416,97.73684211,7668.547416,4,14.3898897
15255846010497,95,100,65,178.3567058,106.7461536,480.0422665,17377.2001,5055.485694,70.75,5055.485694,4,8.253559459
15257681010497,129,100,31,67.11995741,57.55101485,296.4186564,5968.436175,1782.496931,75.66666667,1782.496931,3,6.443315107
15257859010497,112,100,25,119.9730642,79.06792871,1655.304153,2221.812119,1626.040566,52.33333333,1626.040566,4,3.645350359
15258650010497,73,100,40,72.75967579,64.37055133,141.0173177,1717.151265,1046.689555,38.41666667,1046.689555,5,9.72625059
15259334010497,87,100,60,248.1278659,209.4255688,252.2302491,29798.54125,7935.887688,84.625,7935.887688,5,13.42998376
15260598010497,128,100,21,71.05967094,71.05967094,163.736238,2604.901086,1521.964651,57.90909091,1521.964651,3,8.920218531
15260767010497,100,100,40,63.72732637,32.86707977,185.6506658,4373.423804,1866.727622,64.75,1866.727622,4,7.933245526
15261046010497,135,100,19,85.53699733,74.81695974,400.0569999,902.5715337,1343.180997,44.63414634,1343.180997,3,6.261124871
15262115010497,113,100,110,234.7349087,234.7349087,59.1938454,58163.99559,11699.13898,163.7727273,11699.13898,4,26.96415812
15262363010497,139,100,31,215.852693,177.3206035,731.4032784,18856.86288,5695.407774,83.40625,5695.407774,3,7.355913036
15262773010497,110,100,48,170.5573102,110.9322053,297.0282641,18807.73925,5333.175241,82.19047619,5333.175241,4,10.26059587
15264302010497,56,50,60,45.94255233,21.45273586,177.272064,304.9877107,528.9622434,32.35714286,528.9622434,5,6.893244938
15264779010497,78,50,55,59.25589786,37.56421946,139.5893983,1386.606991,1138.552334,54.16666667,1138.552334,4,8.822179213
15264976010497,86,50,40,112.7295166,44.99974483,400.6087714,7055.322368,2462.552166,58.81818182,2462.552166,4,7.182818577
15264978010497,86,50,35,1.20276353,0,6.125797128,,9.381817572,26,9.381817572,4,5.99991534
15265182010497,59,50,85,265.6160135,81.19155164,1229.569793,9835.739505,4647.879611,57.84,4647.879611,5,6.293421746
15266421010497,106,50,45,240.6260333,210.1463354,532.0899458,21388.97122,6525.346134,73.66666667,6525.346134,3,9.105736559
15269108010497,96,100,36,86.76340294,73.74482304,121.9435169,8221.714629,2618.169484,78.91666667,2618.169484,4,11.42155492
15269345010497,101,100,45,171.7061332,135.1266219,214.5702552,23776.23981,6279.750027,105.2,6279.750027,4,12.11279723
15269347010497,101,100,12,12.442002,2.202173061,82.45800887,325.0843954,155.4305057,33,155.4305057,4,5.259748925
15269555010497,108,100,13,22.29548557,16.90968909,193.7074545,,553.1219227,26.42857143,553.1219227,4,4.593794912
15269690010497,124,100,17,11.46909898,11.46909898,99.5444537,,34.01647365,27.6,34.01647365,4,4.596131211
15270083010497,111,100,26,92.69401816,92.69401816,213.3670855,3117.664609,1982.304221,57.23529412,1982.304221,4,8.924798997
15270405010497,121,100,155,90.96698012,88.31842929,24.23160405,20677.58565,4002.921686,146.375,4002.921686,4,26.23536488
15270406010497,121,100,17,29.92630914,29.92630914,12.12524824,2834.080207,758.7299211,60.5,758.7299211,4,21.27245245
15270630010497,120,100,17,38.6753023,37.12060293,382.3536391,,683.8297334,33.26666667,683.8297334,4,4.306461276
15271390010497,123,100,100,302.0776475,295.4156803,103.214298,85578.91341,16895.11364,184.3333333,16895.11364,4,23.16464588
15271608010497,136,100,52,236.3194971,236.3194971,188.6910495,47315.84243,10773.88782,126.9545455,10773.88782,3,15.15341191
15272141010497,122,100,13,44.04790601,44.04790601,348.2176724,,261.615434,34.73913043,261.615434,4,4.815856431
15272609010497,116,100,120,313.8426865,216.0934227,96.19394717,81269.91551,15444.2641,179.25,15444.2641,4,24.45785891
