Source,origin,ID,si100,si50,siteclass,age,tcuft,bdft,topht,ba,tpa,qmd
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_125,,125,,95,18310,,169,318,138,20.6
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_125,,125,,100,18965,,174,324,131,21.3
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,15,506,,34,39,400,4.2
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,20,1709,,52,86,397,6.3
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,25,3371,,69,130,378,7.9
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,30,5172,,84,165,334,9.5
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,35,7019,,98,194,296,11
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,40,8872,,111,218,264,12.3
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,45,10687,,123,239,239,13.5
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,50,12424,,133,257,218,14.7
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,55,14000,,143,271,198,15.8
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,60,15426,,152,282,181,16.9
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,65,16734,,160,292,167,17.9
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,70,17946,,168,301,155,18.9
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,75,19074,,175,309,144,19.8
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,80,20128,,182,316,135,20.7
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,85,21112,,188,323,127,21.6
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,90,22034,,194,329,120,22.4
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,95,22896,,200,335,114,23.2
Curtis_et_al_1982,planted,Curtis_et_al_1982_planted_145,,145,,100,23704,,205,341,109,24
