"CaseID","Stand_CN","StandID","MgmtID","RunTitle","KeywordFile","SamplingWt","Variant","Version","RV","Groups","RunDateTime"
"2e3f4652-6b4b-4ea0-8771-3023241f7ad9","","1200841010803900966620001","NONE","Stand 1200841010803900966620001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:44:09"
"2e5b8473-10a5-48b2-8669-9ca72453a22f","","1201141060201100744740001","NONE","Stand 1201141060201100744740001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:21:09"
"2e5f2cb4-2ea3-4033-a5b2-20529e1e38dd","","1201041060100700521410001","NONE","Stand 1201041060100700521410001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:20:02"
"2e60c066-6800-425c-ae46-695f158b65ea","","1201453060304900899910002","NONE","Stand 1201453060304900899910002 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:29:28"
"2e65e58b-5ace-4691-aaab-23b65b443fdb","","1200953050805700678810001","NONE","Stand 1200953050805700678810001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:48:13"
"2e66b477-5d9d-49ad-a25d-460587e081ee","","1201441060503900759760001","NONE","Stand 1201441060503900759760001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:27:56"
"2e678f5a-00aa-4e66-ab62-06f86fe92ce6","","1201541020504700851870002","NONE","Stand 1201541020504700851870002 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-16:01:28"
"2e6ba4e2-0b99-4615-a5a2-3c4b632d20b2","","1200841050903900731570001","NONE","Stand 1200841050903900731570001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:45:09"
"2e6ef1d9-5298-487a-aeee-d5ebfe721617","","1201341020305700881940001","NONE","Stand 1201341020305700881940001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:23:47"
"2e6f078b-7e64-4905-af63-6374f438758e","","1201353020305900825530001","NONE","Stand 1201353020305900825530001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:57:27"
"2e7f387a-b344-41c2-8cac-59993737ca95","","1201341060404700783170001","NONE","Stand 1201341060404700783170001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:24:25"
"2ea231c7-d92d-47f2-a514-51cbe06a0b46","","1200641010603900957900001","NONE","Stand 1200641010603900957900001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:16:04"
"2ea39f7d-4916-450f-a708-25df29257e18","","1201253020205900616570001","NONE","Stand 1201253020205900616570001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:54:52"
"2eab9a7d-66bd-41ea-a037-653b2d703488","","1200853050705300666460001","NONE","Stand 1200853050705300666460001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:45:50"
"2eae1781-2d1f-40a0-a21a-59148abf886c","","1201053050905900718000001","NONE","Stand 1201053050905900718000001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:50:46"
"2eb50f93-0c99-4cd0-a5f8-19863eb47d23","","1201241020203900669630001","NONE","Stand 1201241020203900669630001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:53:41"
"2ebf5730-f45a-4706-a542-4e4faf7cbbed","","1201241060300700856340001","NONE","Stand 1201241060300700856340001 at WC","SDI",1.00,"PN","1969    ","20170619  ","All, All_Stands, variant=PN","2017-07-19-15:22:12"
"2ec5a2f3-69a0-42ee-a080-41f6a61ae4fa","","1201041011003900684120001","NONE","Stand 1201041011003900684120001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:48:54"
"2ed2228a-56c8-4c7c-a252-19fbf34f6e9e","","1200841050902900817090002","NONE","Stand 1200841050902900817090002 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:45:02"
"2ed8593d-9213-465f-aded-7437fe7fe3e4","","1200953010905900532840001","NONE","Stand 1200953010905900532840001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-15:47:37"
"2edbb0a6-f2c5-4fb1-a0e1-d3d7e48a5031","","1201553020506100871460001","NONE","Stand 1201553020506100871460001 at WC","SDI_WC",1.00,"WC","1969    ","20170619  ","All, All_Stands, variant=WC","2017-07-19-16:02:41"
