"CaseID","StandID","Year","SP1","SP2","BA_FT1","BA_FT2","PERBA1","PREBA2"
"708795de-9f0d-4106-b093-1e29bcbdc808","1201553060400900835030001",2014,22.00,0.00,39.13,148.42,0.26,0.99
"5b874985-bf15-45aa-8510-122266eac000","1201553060400900892620001",2014,4.00,0.00,310.98,311.90,0.99,1.00
"c7ecccf3-f45b-4a5f-9602-89c30ed14e93","1201553060400900966080001",2014,19.00,0.00,139.72,356.11,0.39,0.99
"99ef5540-6203-46e4-9308-3644b3b9e927","1201553060400900995910001",2014,16.00,19.00,114.35,171.45,0.40,0.59
"506ec466-63fc-4cba-ba81-2888e4747ccd","1201553060400900995910002",2014,19.00,19.00,40.68,40.68,1.00,1.00
"ddd3829a-3d21-4754-98a6-bb6b79a3610f","1201553060401100543920001",2014,19.00,19.00,14.59,14.59,0.90,0.90
"1ff71e45-3b2a-4dd7-8737-467aae382c64","1201553060401100730730001",2014,16.00,21.00,100.35,43.78,0.65,0.28
"3cb79d8e-d1aa-477e-8624-1a7b7a6e375f","1201553060401100965130001",2014,16.00,19.00,168.55,0.69,0.98,4.02857828885317e-03
"94147d64-b5db-4f1a-9c8f-a82e780110ba","1201553060401100984170002",2014,16.00,16.00,98.60,98.60,1.00,1.00
"54b85b38-71ff-4925-b438-07bec51ce52e","1201553060401500623140001",2014,16.00,22.00,91.25,21.00,0.72,0.16
"ac73dca2-56b7-4204-9e1b-16a97c739649","1201553060401500643030001",2014,16.00,21.00,204.29,11.60,0.87,0.04
"4a6dca5b-8e3b-41a5-811e-3fb2e17cd3be","1201553060401500944620001",2014,16.00,16.00,142.08,142.08,0.96,0.96
"05cd4f6c-783e-4b40-a200-0109c5907a16","1201553060402700588990001",2014,16.00,0.00,2.75,2.75,0.99,0.99
"0a47ec47-36a4-4994-85f0-0458621f3766","1201553060402700635830001",2014,19.00,0.00,251.77,300.84,0.83,0.99
"e749a90a-34be-4f19-93b4-2ff1dc3360a3","1201553060402700730230001",2014,16.00,0.00,195.84,199.18,0.98,1.00
"b7e763f3-7232-4d67-9016-dfa347a7ec8e","1201553060402700774450001",2014,16.00,0.00,197.40,205.41,0.96,0.99
"8de8b1b6-c04f-44dd-96a6-619f3c032371","1201553060402700774700001",2014,22.00,0.00,241.41,291.15,0.82,1.00
"9dbf9fb7-ad21-4c2f-93d0-df427bc49a33","1201553060402700817210001",2014,19.00,0.00,148.49,222.41,0.66,1.00
"75023845-a5ca-478e-81c8-578f5cdc4c35","1201553060402700854550001",2014,16.00,0.00,171.99,229.39,0.74,0.99
"52ee3f74-b0dd-476e-b840-862483c190b3","1201553060402700863140001",2014,19.00,6.00,232.52,133.20,0.63,0.36
"215d6d5e-b57d-4e92-ada5-10cb6b6aa012","1201553060402700917540001",2014,18.00,6.00,206.89,0.83,0.75,3.03612160496414e-03
"d921e06e-2531-4d0e-920a-5f4dd8b5164c","1201553060402700921780001",2014,16.00,0.00,140.65,145.77,0.96,1.00
"245b6cde-5687-435d-a25a-7534cd944690","1201553060402700934000001",2014,16.00,0.00,1.63,2.55,0.64,1.00
"e1526c7d-612a-468f-8103-0cf00dc3c61a","1201553060402700940680001",2014,16.00,0.00,191.77,204.09,0.93,1.00
"7ddb8604-a231-4ac5-b244-06249b3a529b","1201553060402700962580001",2014,21.00,0.00,107.71,153.91,0.69,0.99
"50e9977f-a804-4e1e-b26c-60e149d7446d","1201553060402700989890001",2014,16.00,0.00,54.97,90.39,0.60,1.00
"bdd7c3a4-d3a2-4499-82c4-ce012a700c42","1201553060402700990230001",2014,19.00,0.00,187.86,206.36,0.91,0.99
"d116c326-1fcb-4cd2-94bc-64b2092c9dcb","1201553060403100516110001",2014,19.00,19.00,196.28,196.28,0.80,0.80
"977ed26d-36e7-489d-9c98-d1552ef30acd","1201553060403100602140001",2014,19.00,1.00,243.88,109.42,0.57,0.25
"3432abd3-5d38-4a04-a765-2da0af175a76","1201553060403100618410001",2014,4.00,4.00,251.86,251.86,0.99,0.99
"9a4f62df-25c1-47d5-82be-705c3ab32206","1201553060403100637390001",2014,16.00,18.00,189.76,34.38,0.78,0.14
"30bd5fae-6b3a-4c8d-a55b-66e3723ec0a3","1201553060403100680750001",2014,19.00,0.00,75.98,115.81,0.65,0.99
"7d1a7b9d-6d74-42b7-8315-6af37af20504","1201553060403100748070001",2014,19.00,19.00,363.81,363.81,0.84,0.84
"43e0e6bb-09c2-442f-b8cb-7abebc9f2af4","1201553060403100748070002",2014,19.00,19.00,322.43,322.43,0.70,0.70
"1e064d46-700f-46ed-87e8-0fd516398834","1201553060403100757050001",2014,19.00,0.00,172.59,172.59,0.99,0.99
"0ac56eaa-6a45-42a9-a622-b811fd6173b1","1201553060403100799340001",2014,19.00,18.00,97.44,8.30,0.53,0.04
"42024417-4743-44d8-b713-c6d6f1f33439","1201553060403100832430001",2014,22.00,0.00,21.07,68.97,0.30,0.99
"cc23cbe1-8177-436d-903f-53dffe1b593d","1201553060403100903270001",2014,1.00,19.00,219.81,118.36,0.50,0.27
"77e6703c-134a-4d93-b4c1-a63fd31c8cdb","1201553060403100975470001",2014,11.00,0.00,159.42,159.42,1.00,1.00
"1717e643-ac84-4694-a989-86269aebec51","1201553060403300505600002",2014,22.00,0.00,66.67,89.72,0.74,1.00
"44b9c431-685b-4f14-876a-1526d0763d65","1201553060403300581770001",2014,19.00,0.00,210.77,267.52,0.78,0.99
"81f0c844-98b7-48eb-991f-316d10e121b7","1201553060403300618650001",2014,22.00,22.00,62.25,62.25,0.68,0.68
"d29ffcbd-6d79-4d08-84e1-208a78fb15b2","1201553060403300760850001",2014,19.00,16.00,6.59,8.94,0.42,0.57
"567b770d-d7eb-4661-b63f-fef40df46428","1201553060403500532270001",2014,16.00,0.00,193.86,240.19,0.80,1.00
"540754d7-79dc-40d8-b216-36483ce0a748","1201553060403500598650001",2014,16.00,16.00,41.29,41.29,0.57,0.57
"3d303105-4c9e-4162-848b-5ef07d581d7d","1201553060403500634910001",2014,16.00,18.00,382.09,32.66,0.89,0.07
"db880c9d-3835-4667-926f-245cc0384bb6","1201553060403500682930001",2014,19.00,0.00,107.53,355.24,0.30,1.00
"42532eee-4f22-4194-be4d-74a062d863ea","1201553060403500869660001",2014,16.00,16.00,117.47,117.47,0.83,0.83
"f5282491-67ce-4784-9db2-20cdf35f3f19","1201553060404100681550001",2014,16.00,0.00,202.55,236.63,0.85,0.99
"972e0cd3-1fae-4e7b-9597-89b9cd7f14e0","1201553060404100746050001",2014,22.00,0.00,73.62,189.21,0.38,0.99
"18495966-c66c-46e5-8524-6d2f61b55e30","1201553060404100746050002",2014,22.00,0.00,13.33,13.33,1.00,1.00
"268c989a-5f10-4c3d-aa5d-6e3356da2c0c","1201553060404100750770001",2014,16.00,22.00,11.82,51.07,0.13,0.59
"22059ab0-a30a-4eb8-8fbd-c549c969cb20","1201553060404100795680001",2014,0.00,0.00,0.00,0.00,,
"63cad187-4701-4c61-b124-706e5db3f9b9","1201553060404100803640001",2014,16.00,0.00,88.59,108.63,0.81,1.00
"b17f99d4-3e91-4399-9e10-369880c0c339","1201553060404100805220001",2014,16.00,0.00,37.30,37.30,1.00,1.00
"39dd03d3-4f4f-4f44-a17b-dc2a796fbef5","1201553060404100823700001",2014,16.00,0.00,78.74,91.85,0.85,0.99
"c4ddf65c-7a08-47f2-84b5-9f963c843c10","1201553060404100889360001",2014,22.00,0.00,79.96,230.08,0.34,1.00
"8a20accc-01f8-40ee-968b-054df0616fd0","1201553060404100893350001",2014,16.00,0.00,44.43,56.80,0.78,1.00
"4c5d843e-65a0-4fd3-b684-0e0dbdf40edc","1201553060404100948740001",2014,16.00,0.00,178.16,199.32,0.89,1.00
"a76d513a-c5ab-4765-94ec-78f182505054","1201553060404100949420001",2014,16.00,0.00,49.65,49.65,1.00,1.00
"377e2d1d-3104-4391-a05f-732b47a6587a","1201553060404500501700002",2014,16.00,6.00,133.23,4.94,0.93,0.03
"640bd487-9174-4863-b661-5460997979d2","1201553060404500605840001",2014,16.00,0.00,93.79,106.74,0.87,1.00
"93031c58-8995-4f87-925a-644263f92d9a","1201553060404500715340001",2014,18.00,18.00,109.22,109.22,0.42,0.42
"afab6b88-7405-4935-9d26-236f2d397f36","1201553060404500756210001",2014,16.00,0.00,281.54,370.67,0.75,0.99
"4f234dd8-588e-4b6c-be60-2c518c4e8fc5","1201553060404500864160001",2014,21.00,19.00,30.86,31.49,0.25,0.25
"21389902-cfa0-4f87-8f9a-80ab961cbcd2","1201553060404500885010001",2014,16.00,0.00,35.54,35.54,1.00,1.00
"63350f33-10eb-4cac-83e0-1f5ef67b5e25","1201553060404500935110001",2014,16.00,3.00,364.23,7.19,0.91,0.01
"00530638-4709-4ae1-a29f-7a47e61079ac","1201553060404500975500001",2014,16.00,19.00,52.17,2.03,0.92,0.03
"51267c16-0fad-4f81-8fed-efaf32924355","1201553060404900575840001",2014,16.00,0.00,7.77,9.92,0.78,1.00
"5190bad9-c9bf-42e4-814e-0abe41144781","1201553060404900584290001",2014,16.00,16.00,37.70,37.70,0.96,0.96
"755b7420-8232-4635-bae5-31e4cc4b6db7","1201553060404900636600001",2014,22.00,0.00,144.74,144.74,1.00,1.00
"73a1cec5-5a04-4f6a-8dc5-79504a602530","1201553060404900636600002",2014,16.00,0.00,142.75,171.79,0.83,1.00
"72c7e4c2-3c9f-4a7b-b706-116ffbe35d18","1201553060404900675170001",2014,16.00,0.00,125.72,191.95,0.65,0.99
"51de3beb-76bb-4a81-b269-8c24bde9aef0","1201553060404900803680001",2014,16.00,0.00,51.96,58.06,0.89,0.99
"36b1377c-3ef9-44ef-a279-620d02bc690b","1201553060404900829160001",2014,16.00,0.00,107.32,121.13,0.88,1.00
"40fa7511-644f-4518-b457-4149caafa519","1201553060404900927950001",2014,16.00,0.00,74.76,78.45,0.95,1.00
"4a48d50a-1f47-47d0-b1d0-5fbda3d20918","1201553060404900981890001",2014,0.00,0.00,0.00,0.00,,
"c7da8db0-0e4c-485b-92c3-6f4e19785dfb","1201553060404900994860001",2014,16.00,0.00,8.18,8.18,1.00,1.00
"0b400236-f694-4039-a11e-f91e75431de6","1201553060405300879250001",2014,18.00,19.00,7.07,22.13,0.08,0.25
"1fa396aa-0510-494d-a9e1-0379e0ef111f","1201553060405300921470002",2014,18.00,0.00,44.15,69.49,0.63,1.00
"934993f3-c2fb-4f21-84ea-3d8d0c3c35b4","1201553060405500543060001",2014,16.00,21.00,155.81,19.03,0.48,0.05
"04f5e23c-33ba-4e93-a18e-d126a011ca0d","1201553060405500658970001",2014,16.00,18.00,78.33,68.97,0.50,0.44
"59af5b84-221f-4f4f-bffe-3bc79189e3b1","1201553060405500803990001",2014,16.00,0.00,137.45,141.96,0.96,1.00
"0cfb5849-70b4-43d5-a465-52da2b5bc89d","1201553060406700526340001",2014,16.00,0.00,83.10,85.26,0.97,1.00
"ca0e7919-0aa3-40f3-9284-2d27c3c3327b","1201553060406700696340001",2014,19.00,19.00,251.36,251.36,0.61,0.61
"ef16fcea-eba8-4971-93e7-6f9b4844334c","1201553060406700700680001",2014,16.00,0.00,282.47,293.19,0.96,1.00
"cc981ecb-69e5-4848-9dad-1eba3912a85a","1201553060406900766220001",2014,16.00,0.00,2.80,2.80,1.00,1.00
"f6bff76f-15da-42b5-9f61-34bceb853716","1201553060406900934880001",2014,22.00,0.00,106.32,251.59,0.42,1.00
"472c0017-016d-40ae-8501-3859aa4e5c54","1201553060407300573330001",2014,19.00,18.00,50.93,37.38,0.35,0.26
"62766fd9-45b4-4685-b354-07dd8a4d18d0","1201553060407300573330002",2014,22.00,0.00,123.26,166.63,0.73,1.00
"880b8541-7027-40ce-9a0b-750e6f9d4b41","1200453050305700853420001",2014,20.00,20.00,21.15,21.15,0.56,0.56
"313a757d-4f00-4245-aaa6-9c89dca27850","1200453050305700870980001",2014,20.00,20.00,68.33,68.33,0.24,0.24
"65f598fc-3af4-4629-8146-7af2d6d6aea8","1200541050603900648710001",2014,16.00,20.00,242.24,17.01,0.79,0.05
"2168128a-3f85-48e0-a30f-96ccf11792bc","1200541050604300897250001",2014,19.00,0.00,18.20,240.46,0.07,1.00
"11063cc2-b7ae-4391-a06c-163a05c22744","1200541050604300961940001",2014,16.00,19.00,219.80,8.29,0.96,0.03
"942e3382-d1df-4cf2-8cc5-3fb4a3f1d302","1200553050403300579350001",2014,20.00,1.00,158.71,188.82,0.45,0.54
"ba8fa9f1-cfa0-4868-90fa-74fdc7b86b78","1200553050407300649260001",2014,1.00,0.00,92.79,113.73,0.81,0.99
"333df7bc-8788-411a-a3c9-ee61379d7b7d","1200553050407300859900001",2014,19.00,1.00,163.15,165.02,0.49,0.50
"437c0490-1772-4086-be5c-d240d8d73888","1200553050407300983270001",2014,16.00,19.00,286.27,9.36,0.95,0.03
"5b47a6d8-c05d-46ca-b6ae-70a96a086e32","1200641010600500661370001",2014,19.00,19.00,212.09,212.09,0.53,0.53
"7939865d-374a-4226-b67b-ea9783970082","1200641010600500661370002",2014,22.00,0.00,35.93,35.93,1.00,1.00
"d69e0993-f24a-4ed9-910a-12b664649431","1200641010600500760950001",2014,16.00,0.00,53.21,98.04,0.54,0.99
"42e56d7e-a311-46a0-89e8-e51a6dfcdc23","1200641010600500884090001",2014,16.00,0.00,22.54,22.54,0.99,0.99
"ba29f7e9-1e54-4722-9f5a-36ef5f3c6a3a","1200641010600500914230001",2014,1.00,1.00,53.85,53.85,0.34,0.34
"35fd9314-b437-47e7-a3e5-2ec2b8d249c1","1200641010600500932430001",2014,16.00,0.00,81.54,122.40,0.66,0.99
"09a4e880-3703-48ba-a1e3-81eaf37f77db","1200641010600500970700001",2014,19.00,0.00,51.92,85.85,0.60,1.00
"3a115cb6-58c0-4544-a8d5-3d761e1d4437","1200641010600500971120001",2014,1.00,18.00,68.85,1.08,0.47,7.4858171865344e-03
"59f4cb0a-ae89-4c17-b31a-613001315945","1200641010601900511280001",2014,16.00,2.00,158.27,25.71,0.78,0.12
"aaee9bf9-0638-43c4-9527-35e849bbabd7","1200641010601900524250001",2014,16.00,2.00,44.30,18.97,0.46,0.19
"2be06929-6383-4c4b-86f9-a69b8972a191","1200641010601900551220001",2014,2.00,25.00,114.44,20.56,0.55,0.09
"705fc42d-4447-45e9-b9d3-af31bcd84a3c","1200641010601900568380001",2014,16.00,2.00,117.91,43.59,0.41,0.15
"a70acd2e-9569-4b95-91d1-a4c432f0177f","1200641010601900593350001",2014,16.00,16.00,24.99,24.99,0.93,0.93
"71eab251-548a-4156-bc28-fa674b64d44b","1200641010601900671620001",2014,19.00,19.00,94.83,94.83,0.71,0.71
"fdb1d3fc-c9af-4354-96b7-1548b180e7c5","1200641010601900672340001",2014,20.00,0.00,84.31,191.58,0.44,0.99
"238fcc01-ac9a-477f-a433-670b9e91189c","1200641010601900677140001",2014,16.00,0.00,210.61,243.22,0.86,1.00
"558470e1-a1b5-4378-b030-5eb034323ca6","1200641010601900709380001",2014,11.00,0.00,48.06,89.32,0.53,1.00
"e2989955-6531-4f0a-915c-29482f44ef29","1200641010601900739620001",2014,20.00,20.00,11.84,11.84,0.05,0.05
"7327139b-dea6-4f01-b4e6-190f588951cb","1200641010601900740500001",2014,25.00,25.00,27.89,27.89,0.32,0.32
"76ee439d-4630-4043-86c5-38db9578621e","1200641010601900763950001",2014,20.00,20.00,87.81,87.81,0.75,0.75
"72a20956-e0b1-4f81-b050-fd5924f1ff63","1200641010601900768160001",2014,19.00,0.00,68.91,312.61,0.22,1.00
"8a900605-f7a0-4d8c-84ee-1ed23d46703a","1200641010601900782540001",2014,19.00,0.00,43.17,349.39,0.12,1.00
"2845eb6f-7975-41be-a08b-08dcb199d366","1200641010601900814360001",2014,16.00,16.00,76.54,76.54,0.60,0.60
"ffe63a8f-ee3d-4263-8a29-88d244ab2f05","1200641010601900814360002",2014,18.00,0.00,108.48,302.78,0.35,1.00
"36728d7a-7d58-4b81-aca6-8989708b1d41","1200641010601900824490001",2014,16.00,16.00,161.00,161.00,0.88,0.88
"4a0fc84e-bb96-473c-ba8a-7be8e3f9d90b","1200641010601900831330001",2014,16.00,16.00,218.19,218.19,0.84,0.84
"f32c4118-36c2-47c9-9422-648e67fe7ffd","1200641010601900858940001",2014,16.00,9.00,110.96,101.87,0.49,0.45
"7a68dd6a-276e-46df-b7cd-4aaa854b60ca","1200641010601900858940002",2014,16.00,2.00,4.48,2.64,0.47,0.28
"4f7abeef-1058-47e3-bc21-62ec6f5666e0","1200641010601900864440001",2014,16.00,2.00,229.68,93.41,0.67,0.27
"afbc2d7b-af81-452c-8d26-051920b41e6e","1200641010601900897570001",2014,16.00,19.00,143.17,18.79,0.86,0.11
"e38ea594-706d-4a3c-9c1d-3504bd4335b5","1200641010601900897570003",2014,16.00,0.00,34.58,45.08,0.76,1.00
"1e92c4a9-9c62-467e-a90d-b13440160e38","1200641010601900909120001",2014,16.00,0.00,248.88,301.97,0.82,0.99
"3ff5eed4-3253-4c31-a60a-09c269609237","1200641010601900944740001",2014,16.00,9.00,207.69,13.65,0.84,0.05
"2865d8bd-7a28-455e-862c-03f56ebe718c","1200641010602900513870001",2014,16.00,2.00,125.51,39.39,0.69,0.21
"1c998f80-d746-4d40-8ee7-1321f0887fcc","1200641010602900581620001",2014,16.00,0.00,30.19,44.03,0.68,0.99
"f1cf9cd6-1691-4322-9977-76dc7227eb13","1200641010602900600990001",2014,11.00,0.00,45.29,57.67,0.78,0.99
"19181b26-7a1c-4aec-a096-22bb1a0a6bd3","1200641010602900625420001",2014,2.00,2.00,102.26,102.26,0.58,0.58
"7bf83f30-ec2e-4a59-b115-63d247776dcb","1200641010602900659100001",2014,2.00,25.00,43.53,46.25,0.48,0.51
"2e0a4448-03c9-4c0d-8e4d-f7a3ced90a04","1200641010602900862630001",2014,11.00,0.00,53.94,119.41,0.45,1.00
"8cbc2829-a3ea-452a-9416-f2c8705adff7","1200641010602900869440001",2014,20.00,0.00,57.05,272.47,0.20,0.99
"3f3c4e89-53f4-4588-a674-3cbe859af5db","1200641010602900892650001",2014,16.00,0.00,148.66,207.59,0.71,1.00
"b3abea55-d76e-4796-9142-295c799b8fcc","1200641010602900938730001",2014,22.00,0.00,21.99,272.95,0.08,1.00
"8875070d-5506-4417-9d15-173f95fe534d","1200641010603900522240001",2014,16.00,33.00,260.59,1.32,0.83,4.22206008806825e-03
"9c161d54-510f-4930-882b-28bac8722243","1200641010603900592290001",2014,0.00,0.00,18.04,18.04,1.00,1.00
"51b16639-7603-4888-b2b8-2433633b63ca","1200641010603900597240001",2014,16.00,0.00,45.19,66.13,0.68,1.00
"7060b491-3ee0-44b6-85fe-83b2c4e56147","1200641010603900605130001",2014,19.00,0.00,82.32,393.03,0.20,1.00
"babc63cf-c6ab-4e04-9744-810788116a64","1200641010603900646050001",2014,19.00,0.00,114.46,320.69,0.35,0.99
"385b6b08-0bbd-4c12-a587-76d1145b7fc9","1200641010603900672790001",2014,1.00,0.00,111.90,198.60,0.56,1.00
"9e006ac0-6c05-4cb8-974c-ec7e70ad5e6e","1200641010603900682440001",2014,19.00,19.00,103.77,103.77,0.34,0.34
"43273940-9ef7-4e66-865d-434485966883","1200641010603900687990001",2014,16.00,9.00,68.33,47.76,0.58,0.41
"9d68ad74-4432-40f5-966a-fa7ab3241769","1200641010603900712380001",2014,16.00,0.00,306.10,323.24,0.94,1.00
"7a74e2f3-f228-4ad7-baad-fa49873621fd","1200641010603900727420001",2014,16.00,19.00,183.81,49.06,0.78,0.20
"3d09b03a-291d-43ed-a135-c0ad25a16e3b","1200641010603900791090001",2014,16.00,0.00,83.40,92.22,0.90,1.00
"58fb8fd9-8312-4b3c-b1ec-18d4323a4e86","1200641010603900796250001",2014,16.00,21.00,281.70,3.84,0.93,0.01
"5c337b01-e3f7-4b88-b773-4a8338f5f646","1200641010603900797570001",2014,16.00,0.00,264.83,264.83,0.99,0.99
"552df213-4559-4195-b271-5136128e1f65","1200641010603900831140001",2014,20.00,0.00,165.26,171.32,0.96,1.00
"47938031-be8a-4124-b0e6-52a29c742c68","1200641010603900850570001",2014,16.00,1.00,64.70,18.17,0.62,0.17
"401b6761-77f6-40da-8708-b5df1052683c","1200641010603900856570001",2014,16.00,19.00,197.43,2.36,0.81,9.7231101244688e-03
"745e8c3f-262e-4ccf-b279-68500c69241c","1200641010603900860960001",2014,16.00,3.00,276.24,5.27,0.85,0.01
"511ebcf7-5172-4b57-80a5-5e63b331ab44","1200641010603900864700001",2014,16.00,0.00,139.70,158.47,0.88,1.00
"2b0220ef-4a93-4146-a6f7-c4bf42814a32","1200641010603900864700002",2014,19.00,19.00,114.69,114.69,0.48,0.48
"06e6dfa0-30dc-4068-8211-60f1f16d2cdf","1200641010603900867950001",2014,16.00,19.00,314.60,29.89,0.85,0.08
"20877d1f-2d30-4e82-a34a-3931d9d3cccd","1200641010603900881660001",2014,16.00,18.00,67.96,30.62,0.59,0.26
"4513fd37-11a7-4c7c-b63e-d2de68ce79fb","1200641010603900899180001",2014,19.00,1.00,84.00,27.65,0.32,0.10
"c2ded452-593a-4c0c-928d-35d4e867219a","1200641010603900902180002",2014,16.00,0.00,395.14,450.16,0.87,0.99
"6b5ba571-02f7-4305-b755-8dc2233e8cf1","1200641010603900914250001",2014,19.00,33.00,103.33,5.04,0.57,0.02
"b1cfc646-4f62-4229-8381-20210021db6f","1200641010603900939780001",2014,16.00,18.00,247.32,60.38,0.69,0.17
"0a84c4ca-0b77-4244-a752-876bd30a3db7","1200641010603900948930001",2014,16.00,0.00,247.31,247.31,1.00,1.00
"d7f91209-b23d-43ff-8582-25c159cc90f6","1200641010603900995390001",2014,18.00,19.00,111.11,81.93,0.32,0.24
"498e3d53-104c-4855-b623-9eb55f6b584e","1200641010603900995390002",2014,16.00,0.00,97.63,129.63,0.75,0.99
"21f10d0a-448b-4082-aea5-aa7ea3623f52","1200641010604300528100001",2014,19.00,19.00,65.12,65.12,0.92,0.92
"4aeb764d-5e58-428f-802d-bf65c45ed23e","1200641010604300586170001",2014,1.00,0.00,56.74,196.50,0.28,0.99
"47960331-d132-4917-b8f1-3bfea5646dd8","1200641010604300667930001",2014,16.00,16.00,158.08,158.08,0.89,0.89
"433f9de2-298c-4adb-b526-1666c12b3979","1200641010604300713340001",2014,16.00,19.00,185.22,29.01,0.43,0.06
"75d5ba39-ec20-40a9-b57a-d3c42686ac0d","1200641010604300776930001",2014,7.00,1.00,153.94,61.56,0.44,0.17
"de70b7b2-463b-4814-9464-09e3d6a41c6f","1200641010604300840790001",2014,16.00,16.00,49.79,49.79,0.95,0.95
"852906b2-b4b1-4c0a-94d9-8f14f910ed06","1200641010604300845060001",2014,19.00,0.00,93.11,388.87,0.23,0.99
"b958ddae-4a3a-4b28-924a-ec31296e7c94","1200641010604300940180001",2014,16.00,19.00,244.46,27.39,0.89,0.10
"7104d6ad-73b2-40b7-86d0-4361b1951bf4","1200641010604300945950001",2014,19.00,0.00,90.38,170.99,0.52,1.00
"7db94758-7137-4ed2-b0c1-03f653b9b5af","1200641010604300959560001",2014,16.00,16.00,253.79,253.79,0.94,0.94
"03651931-9a89-4f80-845d-12d67d7046d2","1200641010604300965570001",2014,0.00,0.00,0.00,0.00,,
"0a0033ee-b094-4757-a62c-6d47eccf48f5","1200641010604700541240001",2014,16.00,19.00,291.81,51.75,0.81,0.14
"e1389374-2299-4860-9abb-952e6f4005e9","1200641010604700541240002",2014,0.00,0.00,0.00,0.00,,
"05e77d23-f518-44c9-8430-2c79326070e9","1200641010604700589880001",2014,16.00,0.00,53.38,69.29,0.77,1.00
"f529317d-85e3-40db-9b0e-468bcd74d8a1","1200641010604700857290001",2014,16.00,16.00,28.06,28.06,0.94,0.94
"aef62a56-5fb2-4e7f-930e-6895c1db11ba","1200641010605100993760001",2014,1.00,0.00,4.70,4.70,1.00,1.00
"3b831637-d89c-42fd-8358-14e145e33ef9","1200641010605100993760002",2014,19.00,19.00,34.20,34.20,0.29,0.29
"1fc8e336-9ac8-4e59-a2c9-08539dbc7eff","1200641050700500547020001",2014,19.00,1.00,147.40,113.52,0.36,0.28
"ebf84c6b-12ca-44d5-947e-e540ee7bfc30","1200641050700500551890001",2014,22.00,0.00,25.04,53.50,0.46,1.00
"7f3fd505-13ea-4930-b4c4-16f16a35f25f","1200641050700500607590001",2014,16.00,0.00,235.46,235.46,1.00,1.00
"6064a901-4d70-4705-82d7-119d5842665d","1200641050700500621930001",2014,22.00,0.00,54.61,109.31,0.49,1.00
"7bed5766-a7fa-4981-b881-274b828a48e7","1200641050700500621930002",2014,0.00,0.00,0.00,0.00,,
"261684cd-c8ed-4e4e-a1cf-5a2443c607a0","1200641050700500700450001",2014,19.00,19.00,122.18,122.18,0.41,0.41
"70e6c473-5bed-4010-87e5-316e21046045","1200641050700500730220001",2014,16.00,0.00,116.13,118.03,0.98,1.00
"c4cfed35-0651-435e-93bd-0546fecd301a","1200641050700500739400001",2014,19.00,0.00,179.49,347.17,0.51,0.99
"89cab2e2-079f-4f00-9f26-06428146605b","1200641050700500808780001",2014,16.00,19.00,11.22,0.80,0.63,0.04
"684f04e2-e5a6-455c-87bd-0435b96b5198","1200641050700500883990001",2014,16.00,19.00,133.23,34.25,0.69,0.17
"67d1898c-a44c-485f-8e85-01266215eb2d","1200641050700500893610001",2014,18.00,0.00,38.99,217.87,0.17,1.00
"8ea39134-e3fc-4a3b-9a21-508a662354e4","1200641050700500930780001",2014,1.00,19.00,42.56,11.99,0.43,0.12
"3950ade7-813c-4c37-aa33-6e75f1962a4f","1200641050700500937010001",2014,19.00,0.00,47.32,96.33,0.49,1.00
"4fd9595e-6c26-40e6-b3ec-2e87b5c84a42","1200641050701900500070001",2014,16.00,20.00,300.42,10.63,0.82,0.02
"f8f78e8e-364b-476f-908d-679040ffab32","1200641050701900501760001",2014,16.00,0.00,185.18,240.07,0.77,1.00
"03e4482a-1eed-40de-a0dd-89bfba115509","1200641050701900532260001",2014,19.00,0.00,81.43,242.97,0.33,0.99
"03704d28-4477-4b9d-84be-db36397e0050","1200641050701900552510001",2014,16.00,0.00,56.19,64.09,0.87,0.99
"378afedc-0472-411e-aa2a-ba841c35decb","1200641050701900563940001",2014,16.00,21.00,371.34,2.59,0.99,6.93208910524845e-03
"156f59f1-30bf-4a24-8173-84b646391517","1200641050701900611920001",2014,16.00,2.00,158.42,44.15,0.64,0.17
"09057c58-0855-479e-afb4-f1f893c50146","1200641050701900624790001",2014,16.00,9.00,145.56,21.73,0.75,0.11
"a1621ffe-2d9b-4133-9594-983ee0c29965","1200641050701900723640001",2014,20.00,0.00,87.10,208.38,0.41,0.99
"4443e176-7349-4eea-b5db-b920843a0c59","1200641050701900747190001",2014,16.00,0.00,103.11,141.34,0.72,0.99
"81ebe8f5-3287-4757-9d8a-51374c2b358e","1200641050701900757340001",2014,16.00,0.00,291.83,355.04,0.82,1.00
"f2c7a082-1009-4e6a-8628-00ab87624cc7","1200641050701900796100001",2014,25.00,0.00,2.13,2.13,1.00,1.00
"f96dee78-65ae-43b4-8794-66d47431d9fd","1200641050701900810230001",2014,16.00,19.00,84.53,54.29,0.50,0.32
"652c2c39-4c45-41ca-8b2d-49af8d123b99","1200641050701900851490001",2014,0.00,0.00,0.00,0.00,,
"7f05bd32-6218-4eb5-b7b4-9a9ccbda5ff4","1200641050701900862180001",2014,1.00,0.00,127.31,251.36,0.50,1.00
"1c4c5780-6d86-4bf8-a1e6-0b2bc3cc20c7","1200641050701900898650001",2014,16.00,3.00,232.28,53.84,0.64,0.15
"2e2f843c-44d0-45a6-a3d6-2446710a4cba","1200641050701900908810001",2014,16.00,19.00,55.84,28.63,0.61,0.31
"080e2c58-a67c-4df3-a736-f5d1f9e1c62a","1200641050701900983680001",2014,16.00,0.00,61.82,61.82,1.00,1.00
