"CaseID","StandID","Year","SP1","SP2","BA_FT1","BA_FT2","PERBA1","PREBA2"
"1aeb12c3-32ee-46bd-808e-4545f5d83d43","1200453050303100826970001",2014,20.00,20.00,148.65,148.65,0.33,0.33
"5a35691a-4086-4c34-b2a6-72021703a4cd","1200453050303100826970002",2014,20.00,0.00,40.33,255.30,0.15,1.00
"f737b133-d78c-4e4e-954a-3b82a00b42ff","1200453050306900574110001",2014,22.00,16.00,18.70,10.52,0.63,0.36
"3cd19d81-3ef9-46cc-a073-3a51d5cd4435","1200541050600900672630001",2014,22.00,0.00,44.89,57.39,0.78,1.00
"8cd4786e-4d8d-48a1-917b-c034f77fe284","1200541050600900672630002",2014,18.00,0.00,176.84,395.19,0.44,0.99
"686d1e2e-8f7e-4249-bade-4d3d2c3fe285","1200541050601900763680001",2014,16.00,0.00,37.15,40.16,0.92,1.00
"b0d081e1-a8b8-4ac6-86aa-f4984deb2a3e","1200541050601900763680002",2014,16.00,21.00,53.59,28.41,0.65,0.34
"3f723902-b8e5-49a1-8d7c-6297f66b0b84","1200541050603900529790001",2014,21.00,0.00,37.49,37.49,1.00,1.00
"7e9738fd-54d3-4fc7-b2b6-5997e75734a5","1200541050603900789500001",2014,16.00,0.00,201.51,216.16,0.93,0.99
"749b06fa-7698-46cb-85e6-ca6920e30a8d","1200541050604100561960001",2014,19.00,19.00,148.76,148.76,0.61,0.61
"22b60f76-d6ba-4ed0-a275-7b8b7e4469cb","1200553050403100567870001",2014,20.00,0.00,288.45,376.46,0.76,1.00
"3358546c-b7bc-4e41-ab39-ebb1cc733282","1200553050403100588900001",2014,1.00,1.00,186.86,186.86,0.47,0.47
"9ddacd9a-cc60-4f86-90c8-405f3530555f","1200553050403100607310001",2014,1.00,20.00,332.10,37.79,0.89,0.10
"ea7bc4e1-56a2-4011-9775-2c4e80082a0a","1200553050403100731790001",2014,19.00,19.00,134.28,134.28,0.32,0.32
"52a73038-6daa-47cb-b6cf-cf58c7d89c91","1200553050404500595540001",2014,16.00,0.00,251.25,331.27,0.75,1.00
"3a8518cd-6537-4ffd-ac90-b4742e7d7b28","1200641010601900791340001",2014,21.00,21.00,71.03,71.03,0.31,0.31
"7c88c147-a654-40b6-804c-573b5418726f","1200641010601900895600001",2014,19.00,19.00,97.17,97.17,0.30,0.30
"243c2e1e-8347-46fb-8036-6a3b852ea6c8","1200641010601900895600002",2014,16.00,19.00,298.73,60.35,0.83,0.16
"2078abea-5b4e-4ae9-84d5-5c7eb17dd61f","1200641010601900917760001",2014,6.00,19.00,239.65,0.49,0.99,2.06103827804327e-03
"80e37095-ad32-49f9-9bdc-00142a7e915e","1200641010603900513640001",2014,16.00,22.00,144.09,8.71,0.92,0.05
"41f3f034-0696-4a8d-bb6a-6caa51c80310","1200641010603900563890001",2014,16.00,21.00,39.54,35.30,0.40,0.36
"47d23030-0add-4a78-bb26-7ecd292e6ae8","1200641010603900563890002",2014,19.00,19.00,238.71,238.71,0.37,0.37
"6a3ad586-4a45-4f26-b6f5-f408379dd691","1200641010603900723440001",2014,22.00,0.00,54.37,133.03,0.40,1.00
"3f45fab5-40d9-40a3-85eb-7363a32a1040","1200641010603900724460001",2014,16.00,0.00,561.39,561.39,1.00,1.00
"7b1aaa28-942a-41a2-bb1d-921fdcaf4a8e","1200641010603900741010001",2014,16.00,16.00,441.10,441.10,0.98,0.98
"9c14387a-653f-4d07-97b3-71e9ac92f107","1200641010603900760000001",2014,16.00,0.00,173.08,224.75,0.77,1.00
"1bd2c066-5e1c-41ef-850d-2d0c84f160c8","1200641010603900797820001",2014,16.00,0.00,173.49,177.59,0.97,1.00
"2ea231c7-d92d-47f2-a514-51cbe06a0b46","1200641010603900957900001",2014,16.00,0.00,156.35,245.76,0.63,0.99
"3c545b04-da1f-47ad-a3c1-83332b733218","1200641010603900967300001",2014,16.00,0.00,280.75,280.75,1.00,1.00
"7d4f7c78-c7bd-49ff-b5e3-f57b222f5dd0","1200641010604100648170001",2014,19.00,0.00,146.37,186.19,0.78,1.00
"2ad33419-032d-4e8b-a0aa-059faecb7502","1200641010604100778670001",2014,16.00,0.00,56.20,74.83,0.75,1.00
"560031d1-cf82-466f-bb37-7d2ea3a24ad1","1200641010604100849540001",2014,6.00,0.00,42.16,87.61,0.48,1.00
"2076d9b2-60d2-43ce-aba4-37bab8528d2d","1200641010604100973740001",2014,16.00,0.00,74.75,98.12,0.76,1.00
"f5d278f5-1bb4-4b59-90e1-30f073f11e14","1200641010605700773660001",2014,16.00,16.00,221.31,221.31,1.00,1.00
"5150858e-15e2-4515-bb94-980cfadd65c1","1200641010605700773660002",2014,22.00,0.00,66.00,66.00,1.00,1.00
"408a2418-7d2d-46ae-8773-a531a4bab29f","1200641050700300587890001",2014,16.00,16.00,16.37,16.37,0.71,0.71
"5666db33-6777-47f1-b221-79a3c7c6f486","1200641050700300653020001",2014,16.00,0.00,31.68,31.68,0.99,0.99
"e16947f3-4f31-477d-87ba-6ba320e71422","1200641050700300703960001",2014,16.00,0.00,167.59,206.35,0.81,0.99
"1b85d807-0315-43c1-896a-551d13564f29","1200641050700300909870001",2014,16.00,21.00,194.47,43.53,0.76,0.17
"daa12cdf-2512-4304-9712-467bda1b4e4d","1200641050700300911000001",2014,16.00,0.00,192.86,222.85,0.86,1.00
"78c940f9-37c0-4277-852f-0dcded5f5a8a","1200641050700300973590001",2014,39.00,0.00,99.65,103.67,0.96,1.00
"616c2905-655b-4bd5-b0cc-0f0bccc14502","1200641050700700609140001",2014,7.00,0.00,111.57,168.91,0.66,0.99
"f85d06b7-6e6a-4e60-9484-ee5a4e0b306d","1200641050700700616240001",2014,16.00,0.00,57.52,81.37,0.70,1.00
"2c748bf8-8fc4-4522-acbb-4b4cd79b55e8","1200641050700700661320001",2014,16.00,0.00,58.43,86.99,0.67,0.99
"9abc7c26-0ed9-425c-84af-de403f3d6286","1200641050700700761360001",2014,19.00,0.00,206.18,208.17,0.99,1.00
"6a8092bb-009e-4319-bc0e-39150492aae7","1200641050700700832580002",2014,19.00,22.00,75.66,47.20,0.61,0.38
"34b8c4fa-eafd-4bdc-a64a-7b1201211923","1200641050700700846170001",2014,19.00,19.00,135.89,135.89,0.74,0.74
"bb478a58-ba25-4f0c-9f7f-def60fe10cb8","1200641050700700918510001",2014,16.00,0.00,150.27,159.79,0.94,1.00
"0bda7ce5-4e5d-4d9c-a75c-65c619275e67","1200641050700700918510002",2014,22.00,0.00,172.78,180.37,0.95,1.00
"3f04f1b1-33ff-4d38-a4ac-f8fedfe09bd8","1200641050700700929370001",2014,19.00,19.00,159.46,159.46,0.72,0.72
"7c4742b6-b0f9-40a2-b5f6-037054a4264d","1200641050700900507400001",2014,16.00,0.00,74.69,92.68,0.80,1.00
"58d13bd5-0810-4085-8122-3aa7d6513178","1200641050700900519260001",2014,16.00,0.00,181.40,181.40,1.00,1.00
"e934a301-74ea-44a6-9733-9b375ac95867","1200641050700900613120001",2014,22.00,0.00,80.51,90.43,0.89,0.99
"c0e86817-2b34-4b62-9b60-48488aef6236","1200641050700900613120002",2014,16.00,0.00,46.34,46.34,0.99,0.99
"74e79f71-60b6-4325-b17a-f329080c3cb8","1200641050700900696920001",2014,0.00,0.00,0.00,0.00,,
"da546aa1-48e0-4a00-8fc6-398c6f13e91c","1200641050701100547500001",2014,16.00,0.00,200.41,276.33,0.72,0.99
"2e38ac88-dcbd-4338-a475-0b73fc21a892","1200641050701100630320002",2014,16.00,0.00,23.61,23.61,0.99,0.99
"65d121c2-44f6-4488-befa-fbfea4d70900","1200641050701100633290001",2014,16.00,19.00,172.47,106.83,0.61,0.38
"114f6972-81c5-4559-86f9-1603d5a59851","1200641050701100691540002",2014,16.00,0.00,131.36,144.76,0.90,1.00
"1d05d31d-8680-42fa-a141-ddee2ab8f4d4","1200641050701100695430001",2014,16.00,0.00,103.64,214.03,0.48,1.00
"88cb3b35-8a36-4ced-929e-99d051c8d31d","1200641050701100695430003",2014,16.00,21.00,92.30,37.09,0.65,0.26
"a76128ec-78f3-45f4-9267-0b67f25bd093","1200641050701100700320001",2014,11.00,0.00,93.26,111.19,0.83,1.00
"322b83a9-1c16-4452-a7ab-314ba5be1259","1200641050701100752660001",2014,18.00,16.00,11.09,64.06,0.12,0.70
"72442ac1-a7ed-475e-b6d1-460d7dfb1dbc","1200641050701100757670001",2014,16.00,0.00,1.41,1.41,1.00,1.00
"95fb92b0-255e-4541-9625-653432b105e0","1200641050701100761390001",2014,19.00,22.00,1.43,8.32,0.12,0.75
"cbd3f24f-fdb5-4f97-935d-c5241b92329d","1200641050701100854460001",2014,16.00,0.00,72.67,84.84,0.85,0.99
"b91874a0-1753-40df-9070-58b7fcb4307d","1200641050701100987270001",2014,22.00,0.00,45.21,88.77,0.50,1.00
"9b538f0c-2946-4bbb-9325-e665e40828bf","1200641050701100987270002",2014,16.00,0.00,171.02,171.02,1.00,1.00
"2c2116b3-0f86-43e2-80dc-7de9844f7049","1200641050701900564570001",2014,23.00,0.00,28.78,89.81,0.32,1.00
"1a505da1-f5a0-4932-a1d3-dd0cb6027bf3","1200641050701900598210001",2014,16.00,21.00,213.43,12.39,0.87,0.05
"f096dc2b-39ae-4b6b-8042-3648cb735011","1200641050701900611630002",2014,16.00,0.00,1.38,1.38,1.00,1.00
"3675c4d5-74a0-45c5-a610-18071ed07d1a","1200641050701900627150001",2014,16.00,3.00,263.72,20.88,0.89,0.07
"e1caeaa6-01d9-451f-94b2-06596fa4a486","1200641050701900663520001",2014,22.00,0.00,39.79,97.57,0.40,1.00
"d7f34641-b118-40fe-93d0-270ec7640032","1200641050701900679840001",2014,16.00,0.00,184.68,186.24,0.99,1.00
"62006b31-9a60-4717-b8a3-b97b9f1b10d8","1200641050701900763690001",2014,16.00,0.00,30.27,30.27,1.00,1.00
"31e0e093-122b-4deb-a623-ac11e6603914","1200641050701900763690002",2014,16.00,0.00,218.76,218.76,1.00,1.00
"e1b70aaf-e093-4982-89b7-223f27a67bf3","1200641050701900806100001",2014,16.00,0.00,31.87,33.34,0.95,0.99
"513155e3-42e9-431d-bee5-42c1092e941d","1200641050701900813310001",2014,16.00,22.00,309.97,22.48,0.91,0.06
"52c59e35-35d2-4fbb-b3ff-79ccf68f765e","1200641050701900828880001",2014,22.00,19.00,90.88,31.74,0.72,0.25
"6aa2417f-9be1-46b4-8073-73db8c7c1bb4","1200641050701900828880002",2014,19.00,22.00,220.44,18.61,0.92,0.07
"eee67d0c-6e5f-4cb6-8685-8706ca18198e","1200641050701900844180001",2014,23.00,0.00,133.35,216.57,0.61,0.99
"e3ed4d6c-958d-4431-9118-0f860c9bd8bb","1200641050701900976760001",2014,16.00,19.00,386.95,0.49,0.93,1.19966734200716e-03
"0d837c01-08d6-4de3-ad44-11c2c0ee1ef1","1200641050703900521360001",2014,16.00,19.00,149.23,18.52,0.88,0.11
"d9d328fe-cc4e-43fc-8e54-dd09aaa17c3a","1200641050703900676780001",2014,0.00,0.00,0.00,0.00,,
"22f1f77c-34c9-4308-adc8-f0f7baf503a4","1200641050703900681040001",2014,16.00,22.00,123.98,15.22,0.89,0.10
"c57ba8f7-ed43-430c-94cb-66138f051a17","1200641050703900711760001",2014,16.00,16.00,199.93,199.93,0.91,0.91
"e623f6e7-5435-4021-951a-4dd8d6168f7d","1200641050703900832040001",2014,16.00,11.00,97.30,74.52,0.47,0.36
"13015a5e-bbb0-401f-a1ca-8f769806adbd","1200641050703900890210001",2014,16.00,0.00,22.44,22.44,1.00,1.00
"eb1e6b4d-edd0-4b49-9cd9-8e7545f1e9d5","1200641050703900913350001",2014,25.00,0.00,3.02,3.43,0.88,1.00
"75d00b94-7530-4943-82aa-59fb789e15bc","1200641050703900925870001",2014,16.00,19.00,188.82,26.28,0.87,0.12
"4a13eabc-9f68-4e69-b552-0499d37b9fc2","1200641050703900994230001",2014,16.00,0.00,70.50,70.50,1.00,1.00
"fd8df234-d362-4a33-967f-3f9fbe643188","1200641050704100558600001",2014,16.00,0.00,37.16,40.10,0.92,1.00
"f4ac76ad-8eed-4993-854e-6535d3a2b32e","1200641050704100658810001",2014,0.00,0.00,0.00,0.00,,
"b132db78-6c1b-4e96-937f-ce0eb9a32a33","1200641050704100661130001",2014,16.00,0.00,56.11,94.09,0.59,0.99
"3a4a909a-99d0-4e55-a68d-34b79fec2097","1200641050704100709920001",2014,22.00,0.00,81.81,90.21,0.90,1.00
"66cf2d12-e23f-418c-b702-e0c3c269bcb0","1200641050704100709920002",2014,16.00,0.00,191.38,227.60,0.84,0.99
"586d9c05-f1c6-4def-b9ab-6d5fd62520f3","1200641050704100872010001",2014,16.00,0.00,80.72,84.48,0.95,1.00
"a07ee1c9-7dd9-4535-9ee5-21ce906f3fe8","1200641050704100892470001",2014,16.00,19.00,382.28,32.96,0.89,0.07
"a953298b-95a3-4232-99d9-61d06500bc27","1200641050704100896890001",2014,16.00,0.00,308.78,308.78,1.00,1.00
"1373881c-5cb6-4089-a18d-ef2dc5fd864a","1200641050704100927320001",2014,6.00,6.00,176.28,176.28,0.68,0.68
"4575d0bd-dfd1-4b9e-b8dc-b43e1a3c1d84","1200641050704100934560001",2014,16.00,0.00,104.22,120.14,0.86,0.99
"3c0d6345-7b01-4c87-81ce-c08f343cbb57","1200641050704700550630001",2014,16.00,16.00,39.65,39.65,1.00,1.00
"4790ee1a-262f-4122-b80c-debe61696ca3","1200641050705300656120001",2014,16.00,16.00,216.37,216.37,1.00,1.00
"7fb4d258-9211-42a1-b559-790e466e422d","1200641050705300722490001",2014,16.00,0.00,85.56,101.49,0.84,0.99
"4ee89509-6408-42f5-b0d8-2b3f9ddf4ef5","1200641050705300818810001",2014,16.00,16.00,51.03,51.03,0.76,0.76
"a4bc719a-2d90-4691-852c-0f84e4186967","1200641050705300833530001",2014,16.00,19.00,194.66,69.73,0.73,0.26
"25f83e4c-0b79-46d8-a7fa-ae160a2b25f7","1200641050705300956900001",2014,0.00,0.00,0.00,0.00,,
"0740dd6f-db64-4535-8397-390d335c4680","1200641050705300958570001",2014,16.00,0.00,129.83,129.83,1.00,1.00
"9a40f216-63d3-465a-968f-b780f63e2b45","1200641050705300958570002",2014,16.00,16.00,301.33,301.33,1.00,1.00
"95c49941-210c-414f-9804-6dcf134f0ab2","1200641050705700530070001",2014,22.00,0.00,95.57,147.74,0.64,1.00
"5bfee697-289c-4c7f-8d5b-e4c9f4f75ad6","1200641050705700549210001",2014,22.00,0.00,65.74,92.18,0.71,0.99
"048dacc8-007a-4a3f-a512-4a68afb4091a","1200641050705700579580001",2014,16.00,22.00,81.58,15.85,0.69,0.13
"5f48f8a1-36eb-4dfc-b8d9-7fb5818fe251","1200641050705700579580002",2014,16.00,19.00,368.69,6.30,0.98,0.01
"de0c46b9-8d50-446d-89e7-5064d74ea7a1","1200641050705700592260001",2014,16.00,0.00,130.44,192.59,0.67,1.00
"2a5b4d07-9db9-42e8-ac33-56132fb337e3","1200641050705700699020002",2014,19.00,19.00,49.32,49.32,0.85,0.85
"6d97658e-3056-4a22-b52b-71e4efaa1ba2","1200641050705700744160001",2014,22.00,22.00,32.33,32.33,1.00,1.00
"20fa87db-a75e-47c2-876e-35e411b9af9c","1200641050705700744160002",2014,16.00,0.00,98.98,108.16,0.91,1.00
"2b9cf1ac-6a76-417e-a0d5-4c84152cbe0d","1200641050705700876080001",2014,16.00,22.00,55.84,59.26,0.48,0.51
"73078f12-26a5-410f-8420-7048ee465c03","1200641050705700891160001",2014,22.00,16.00,121.00,168.15,0.41,0.58
"050f0dd7-555e-48a0-8a9c-8b45bb7a2b9f","1200641050705700931290001",2014,19.00,0.00,132.79,146.20,0.90,0.99
"f754d806-1611-4da1-836a-04926e3d6ea0","1200641050705700968400001",2014,19.00,0.00,103.12,248.26,0.41,1.00
"4c024476-6a74-47f1-8130-11c6b14e37f3","1200641050706700535330001",2014,16.00,0.00,135.18,157.49,0.85,0.99
"7e7481b0-ca0c-41b6-b789-5eb7da3684a3","1200641050706700581380001",2014,16.00,16.00,61.60,61.60,1.00,1.00
"4b763f2c-337e-4689-b4f3-7e44660439f7","1200641050706700581380002",2014,16.00,0.00,208.38,208.38,0.99,0.99
"3027de4a-c91f-4a3c-a32d-e3c27aa503f8","1200641050706700654050001",2014,3.00,0.00,74.94,147.38,0.50,0.99
"2d7fee54-1738-48bf-a434-68daa1f6070b","1200641050706700733990001",2014,22.00,0.00,101.44,104.98,0.96,1.00
"84afb1c8-3fa4-48cc-93fd-c32073c2d160","1200641050706700862020002",2014,16.00,21.00,109.77,46.46,0.67,0.28
"de8d11a2-5ffe-46c3-8d28-48cf086a3b50","1200641050706700929860001",2014,16.00,0.00,240.12,265.64,0.90,1.00
"71df522b-02f0-4c8e-b773-b1cf58d1572e","1200641050706700985380001",2014,16.00,0.00,242.66,253.82,0.95,0.99
"c387510f-79fd-4501-9034-087626224ec7","1200641050707100691840001",2014,21.00,0.00,68.54,165.06,0.41,1.00
"05ecbfc3-662b-40f7-a427-5e4f171080cf","1200641050707100918420001",2014,16.00,0.00,151.15,178.72,0.84,1.00
"aaf3fcb6-d923-48e8-92cb-7b94932d4925","1200641050707100977540001",2014,16.00,16.00,257.99,257.99,1.00,1.00
"73debd60-f393-4713-b596-fe111e91ed12","1200653010600900703050001",2014,19.00,0.00,218.69,258.48,0.84,1.00
"6972395f-302a-405a-80de-32da4a542cab","1200653010600900738260001",2014,18.00,0.00,29.06,54.08,0.53,1.00
"0e0c1a6e-62de-45a5-8b4c-ac5ef3c3d3d0","1200653010600900749760001",2014,19.00,0.00,107.13,298.70,0.35,1.00
"28ec97da-19d2-4b19-a80d-0b040631216a","1200653010600900798840001",2014,16.00,0.00,181.36,268.53,0.67,1.00
"39acca47-4658-489f-a334-6f3b8f62a31f","1200653010600900798840002",2014,19.00,0.00,340.53,383.52,0.88,1.00
"b8dcc832-2d4d-40ef-83ab-ba476d99364d","1200653010600900851190001",2014,22.00,22.00,71.69,71.69,0.96,0.96
"830cdf10-5fa9-4c02-9515-6861c34d18ff","1200653010600900851190002",2014,19.00,19.00,219.41,219.41,0.77,0.77
"5e18f3e1-0530-4825-bc67-ac877e75bcfe","1200653010600900889760001",2014,19.00,1.00,187.65,22.08,0.72,0.08
"fe2d23e9-7603-412b-81d5-e8a17b0a947b","1200653010600900937400001",2014,16.00,0.00,211.24,300.96,0.70,1.00
"5d786001-7809-4a51-81a9-a38dc7803c1b","1200653010600900973230001",2014,16.00,0.00,118.42,127.41,0.92,0.99
"382b418b-05eb-4bee-82ac-1473419ad5eb","1200653010602700646240001",2014,19.00,19.00,226.06,226.06,0.75,0.75
"ee6034f4-5357-4f9d-8591-39a9ce804e0a","1200653010602700646700001",2014,19.00,19.00,154.73,154.73,0.44,0.44
"7f0cb858-1400-49e9-b1b8-c9fd8ead5c43","1200653010602700859010001",2014,19.00,0.00,227.66,272.95,0.83,1.00
"53c40d73-30ba-4d9a-b812-23f536d05530","1200653010602700936630001",2014,16.00,0.00,131.89,131.89,0.99,0.99
"bfff3e83-0c3e-4bd1-8e2a-16a335d728cc","1200653010602700994370001",2014,19.00,0.00,247.44,302.35,0.81,0.99
"6c342832-78ee-4d0f-b51a-690ed3464099","1200653010603100880650001",2014,19.00,0.00,108.58,228.01,0.47,1.00
"dbbd3560-1a28-4821-9376-adf06e3c6b1f","1200653010603100889990001",2014,1.00,0.00,186.97,347.99,0.53,1.00
"40baac79-1bd3-4747-b54e-07f7a0cdbf6c","1200653010603100894330001",2014,16.00,19.00,196.07,34.40,0.85,0.14
"5f6675a9-c79c-45f9-b934-20bb5ea64986","1200653010604500620240001",2014,16.00,19.00,23.62,1.32,0.94,0.05
"1d331b4e-d303-48b9-a328-547f458f0972","1200653010604500652710001",2014,16.00,19.00,39.57,4.65,0.89,0.10
"b3196930-0e73-483e-91fb-20315034609e","1200653010604500673210001",2014,19.00,0.00,10.51,29.43,0.35,0.99
"4de9295d-d1d7-4dc4-bd2a-994c07e429a3","1200653010604500682890001",2014,16.00,16.00,287.54,287.54,1.00,1.00
"5fb070ff-fce1-4811-b415-770c33cf5c1d","1200653010604500854820001",2014,19.00,0.00,179.00,445.02,0.40,0.99
"357e7347-c9f3-47f3-a641-05b7a17ee549","1200653010604500922370001",2014,16.00,0.00,159.82,165.52,0.96,1.00
"4edda3bb-5993-4ced-b692-6e446c5dfc9a","1200653050500900502970001",2014,16.00,0.00,4.79,4.79,1.00,1.00
"a9674b17-df23-48d5-8f97-2bbc4221fa38","1200653050500900539410001",2014,4.00,0.00,13.97,13.97,1.00,1.00
"19fc4c5c-cfb5-4f6a-8b33-6da5dfc860ac","1200653050500900579790001",2014,16.00,0.00,254.14,331.00,0.76,0.99
"54816ef2-7eb5-4917-b66c-027330f8cefc","1200653050500900587070001",2014,16.00,0.00,162.97,219.44,0.74,0.99
"2aea1f86-17b7-4311-aea5-7264a7204581","1200653050500900662580001",2014,19.00,0.00,138.16,248.50,0.55,1.00
"0d954ca4-bf40-4c63-a58d-122a9ee025b4","1200653050500900785500001",2014,0.00,0.00,0.00,0.00,,
"3d5b4ed3-9fca-4f2f-a848-003b0c071a5f","1200653050500900834060001",2014,16.00,19.00,11.01,1.41,0.46,0.06
"e1c3b8a4-b3f8-4aca-91f3-14b3b8ec2e13","1200653050500900872340001",2014,1.00,0.00,115.21,523.11,0.22,0.99
"1604b2e0-1842-4be6-a92b-2f4ef7f4426b","1200653050500900872340002",2014,16.00,0.00,168.63,177.57,0.94,0.99
"08872eec-0830-42d4-aa0c-73f92ebc1ce7","1200653050500900899010001",2014,22.00,0.00,122.94,132.10,0.93,0.99
"7a3fb1ff-39a3-4d91-bff0-2fc1925f6398","1200653050500900963950001",2014,16.00,0.00,115.86,174.74,0.66,0.99
"9f5fcf45-44f5-470b-94b7-7b855bffd05c","1200653050501100772170001",2014,39.00,0.00,176.62,195.78,0.90,1.00
"6993318d-3921-44bc-8a82-68b33f581618","1200653050501500555110001",2014,16.00,0.00,158.80,199.93,0.79,1.00
"4a8ad2e3-74c4-4256-b47c-ba2fc4d865be","1200653050501500567360001",2014,19.00,0.00,125.03,204.70,0.61,1.00
"30175f31-81d4-455c-a35b-6dce5c3f6804","1200653050501500574320001",2014,16.00,0.00,135.96,147.00,0.92,1.00
"7bf5807e-e5fc-4c97-bc04-58fac2479fc4","1200653050501500612240001",2014,22.00,0.00,28.68,66.60,0.43,1.00
"c8d335d2-724a-4ac6-9484-1c3b1f4111e2","1200653050501500667580001",2014,22.00,0.00,3.20,5.46,0.58,1.00
"32090b6e-2085-4e27-a2a5-52c3dfe3b51b","1200653050501500794070001",2014,16.00,16.00,39.01,39.01,1.00,1.00
"c46417b5-0c02-4483-90d8-1d08de44edb5","1200653050501500825570001",2014,18.00,0.00,156.91,220.74,0.71,1.00
"562adc59-1f18-4384-bbf2-4f746f85a57b","1200653050501500825570002",2014,22.00,22.00,130.09,130.09,0.82,0.82
"4e1069de-2585-45d7-b5c0-e2c52d64270d","1200653050501500864460001",2014,16.00,22.00,88.09,25.13,0.70,0.20
"4a1b18fc-fd98-4d04-8133-307d943ed4c5","1200653050501500896030001",2014,22.00,16.00,68.41,0.54,0.99,7.90878850966692e-03
"762bfc7a-2806-450d-8ac1-6d4152551f14","1200653050502700517710001",2014,18.00,0.00,149.30,321.26,0.46,1.00
"63058ce9-9d2d-404f-b329-63372a847cc8","1200653050502700525160001",2014,16.00,0.00,77.50,85.89,0.90,0.99
"d9419e4d-c46a-42f9-8644-0ed9f9e016bc","1200653050502700552310001",2014,22.00,0.00,54.49,167.97,0.32,1.00
"2d9645ce-4095-4a03-a32b-84b6d2ae0674","1200653050502700673360001",2014,18.00,0.00,122.48,164.10,0.74,1.00
"b4029bf1-c7d5-42d2-888a-b778b95a15e1","1200653050502700705760001",2014,22.00,0.00,41.49,111.18,0.37,1.00
"06b23e35-8809-48b4-a2e5-459496856747","1200653050502700731190001",2014,16.00,0.00,120.09,129.16,0.92,1.00
"2306f8d5-79e9-4175-a322-5905b1d4006a","1200653050502700772160001",2014,16.00,0.00,48.24,64.31,0.75,1.00
"dbc2d0eb-0427-4505-9bea-3b9158d646f0","1200653050502700778160001",2014,0.00,0.00,0.00,0.00,,
"20bc3e04-a5c5-4cea-a342-9549a99c7e56","1200653050502700787920001",2014,22.00,0.00,71.56,82.94,0.86,0.99
"e51e4f92-7184-4bc2-9600-9fe8222e528d","1200653050502700790060001",2014,0.00,0.00,0.00,0.00,,
"f3b32367-644f-4cac-83a5-0f228e886688","1200653050502700842630001",2014,19.00,22.00,13.32,11.70,0.41,0.36
"11e4ee20-f0de-4cd2-ab00-278329861605","1200653050502700861330001",2014,18.00,0.00,28.58,48.04,0.59,1.00
"63fd08fa-42bd-4d34-830e-a2cda5b31528","1200653050502700886560001",2014,19.00,19.00,100.71,100.71,0.59,0.59
"9d62492c-deea-4c82-874a-a2fc63a5082d","1200653050502700893500001",2014,16.00,0.00,3.40,3.40,1.00,1.00
"062f05fe-47ea-42e8-a8a6-55292c0a5192","1200653050502700911290003",2014,22.00,6.00,33.06,12.03,0.68,0.24
"45e6c3ae-36ed-46ce-b442-6f7ea79d8778","1200653050502700916710001",2014,19.00,18.00,151.49,17.23,0.86,0.09
"119e5b02-69b0-47f6-a27c-71891ae2a6aa","1200653050502700939870001",2014,16.00,0.00,25.68,35.04,0.73,1.00
"2acde4f0-94f1-48ed-a019-08e74083e56f","1200653050502900664410001",2014,22.00,0.00,52.19,136.63,0.38,1.00
"0915488b-2070-4887-a3e5-4fb7f67dcc09","1200653050503100554980001",2014,19.00,1.00,121.87,177.70,0.40,0.59
"f235559c-747a-4e3d-90e8-6c71ae4c757c","1200653050503100572950001",2014,19.00,19.00,263.74,263.74,0.84,0.84
"8ac00f38-7064-4803-9a71-108269bd34d6","1200653050503100577480001",2014,19.00,0.00,228.09,262.56,0.86,1.00
"59848616-5c94-47f9-b67f-1211db19b6d2","1200653050503100594290001",2014,16.00,0.00,62.56,108.99,0.57,1.00
"6fb4a3d2-5ce7-4a74-ba69-741092050683","1200653050503100653000001",2014,19.00,0.00,125.15,355.90,0.35,1.00
"9c311669-0363-48a7-9ccb-957a74107e10","1200653050503100653570001",2014,4.00,0.00,132.22,259.37,0.50,1.00
"aa45fb5a-6b13-4b69-9df6-03a2aa484b9a","1200653050503100725090001",2014,19.00,0.00,172.11,303.97,0.56,0.99
"7939c92d-113a-4f48-becc-2087c4df3f16","1200653050503100747860001",2014,19.00,19.00,106.64,106.64,0.46,0.46
"77854072-d2b4-4b3b-8388-1d08cf82492e","1200653050503100776910001",2014,16.00,0.00,182.02,226.59,0.80,0.99
"43a8cf2a-5b6e-4ced-b0d7-3d9e60681e33","1200653050503100777030001",2014,19.00,0.00,89.19,165.42,0.53,0.99
"24fb0129-1fa1-4676-a327-b7cf827b93cf","1200653050503100791970001",2014,19.00,0.00,163.33,568.89,0.28,1.00
"b0f060e1-92ed-4805-9e26-53fd65ad384b","1200653050503100792810001",2014,4.00,0.00,198.76,198.76,0.99,0.99
"0bc4a989-485c-4c49-8e57-5ddde621caa7","1200653050503100828960001",2014,16.00,19.00,66.96,210.17,0.16,0.50
"51f94f90-3757-4a6e-8324-2fde838439f0","1200653050503100889420001",2014,19.00,18.00,257.73,28.51,0.74,0.08
"2b06de0c-3a39-4d02-a6c2-31d5b7373e4b","1200653050503100940160001",2014,19.00,0.00,153.78,242.20,0.63,1.00
"1b09bb59-ef96-473a-a310-584370cb63a7","1200653050503100987440001",2014,19.00,1.00,63.11,68.06,0.31,0.33
"3005d1ad-fcbc-487a-a1ac-5bcfb50b0c4f","1200653050503300712630001",2014,21.00,19.00,105.96,4.42,0.55,0.02
"45e83761-21e4-4ea0-b28c-7de937c56d59","1200653050503300799540002",2014,36.00,0.00,39.42,86.36,0.45,0.99
