Stand_CN,Stand_ID,Variant
136223,9912,PN
136223,9913,PN
136223,9922,PN
136223,9928,PN
136223,9939,PN
136223,9954,PN
136223,9962,PN
136223,9974,PN
136223,9978,PN
136243,5210,PN
136243,5274,PN
136243,5309,PN
136243,5381,PN
136243,5382,PN
136243,5427,PN
136243,5444,PN
136243,5454,PN
136243,5549,PN
136243,5798,PN
136243,6023,PN
136243,6047,PN
136243,6057,PN
136243,6152,PN
136292,4648,PN
136292,7212,PN
136337,1319,PN
136417,5648,PN
136417,6158,PN
136432,9530,WC
136432,9547,WC
136432,9591,WC
136624,153,PN
136646,10505,PN
136646,10523,PN
136646,10532,PN
136646,10550,PN
136646,10583,PN
136646,10600,PN
136646,10672,PN
136646,10676,PN
136646,10681,PN
136646,10698,PN
136646,10700,PN
136646,10718,PN
136646,10722,PN
136646,10745,PN
136646,10763,PN
136646,10768,PN
136646,10774,PN
136646,10780,PN
136646,10781,PN
136646,10792,PN
136646,10796,PN
136711,10845,WC
136711,10849,WC
136711,10872,WC
136711,10881,WC
136711,10919,WC
136762,7567,PN
136762,7584,PN
136762,7600,PN
136762,7603,PN
136762,7616,PN
136762,7638,PN
136762,7646,PN
136762,7650,PN
136762,7664,PN
136762,7666,PN
136762,7670,PN
136762,7671,PN
136762,7690,PN
13678,7510,WC
136783,3956,PN
136783,4029,PN
136783,4044,PN
136783,4144,PN
136783,4228,PN
136783,4257,PN
136783,4269,PN
136783,4334,PN
136783,4438,PN
136783,4440,PN
136783,4496,PN
136860,10389,PN
136860,1229,PN
136950,619,PN
136955,111,PN
136955,5,PN
136994,10164,PN
136994,1466,PN
136994,9350,PN
136994,9441,PN
137022,10235,PN
137041,9541,WC
137041,9545,WC
13707,7410,WC
13707,7449,WC
137148,6317,WC
137148,6339,WC
137148,6374,WC
137148,6390,WC
137150,6408,WC
137166,6655,WC
137193,7421,WC
137251,3891,PN
137264,7431,WC
137411,206,PN
137411,4407,PN
137411,4467,PN
137412,161,PN
137412,3965,PN
137412,4128,PN
137412,4286,PN
137412,4297,PN
137441,6275,PN
137488,3513,PN
137488,4515,PN
137490,4194,PN
137501,160,PN
137502,148,PN
137502,7547,PN
137502,7572,PN
137502,7683,PN
137570,447,PN
137614,157,PN
137614,184,PN
137614,191,PN
137614,198,PN
137614,210,PN
137614,226,PN
137614,4097,PN
137615,4278,PN
137615,4465,PN
137616,640,PN
137616,644,PN
137616,6998,PN
137616,8204,PN
137632,4463,PN
137661,3479,PN
137661,3502,PN
137661,3772,PN
137661,3802,PN
137661,4825,PN
137673,176,PN
137673,223,PN
137673,235,PN
137673,7637,PN
137675,8205,PN
137675,8372,PN
137675,8562,PN
137675,8634,PN
137675,8764,PN
137772,3692,PN
137783,2775,PN
137783,2865,PN
137783,2870,PN
137783,3044,PN
137783,3630,PN
137783,3697,PN
137783,3823,PN
137792,3591,PN
137792,3670,PN
137805,2289,PN
137819,3808,PN
137820,2791,PN
137820,2792,PN
137820,2794,PN
137820,2846,PN
137820,2851,PN
137820,2854,PN
137820,2860,PN
137820,2876,PN
137820,2893,PN
137820,2926,PN
137820,2928,PN
137820,2942,PN
137820,2946,PN
137820,3020,PN
137820,3029,PN
137820,3084,PN
137820,3304,PN
137820,3317,PN
137820,3325,PN
137820,3380,PN
137820,3384,PN
137820,3391,PN
137820,3395,PN
137820,3462,PN
137820,3495,PN
137820,3555,PN
137820,3563,PN
137820,3608,PN
137820,3652,PN
137820,3767,PN
137820,3771,PN
137820,3796,PN
137820,4818,PN
137820,4831,PN
137820,4837,PN
137820,4917,PN
137841,4907,PN
13788,145,PN
13788,4082,PN
137905,2322,PN
137905,3078,PN
137905,3096,PN
137905,3211,PN
137905,3460,PN
137905,3531,PN
137905,3680,PN
137905,3770,PN
137905,3807,PN
137905,4934,PN
1380,5071,PN
138090,9348,WC
138090,9434,WC
138090,9546,WC
138090,9558,WC
138090,9576,WC
138106,10864,WC
138106,10906,WC
138106,10944,WC
138106,10946,WC
138106,10955,WC
138177,10909,WC
13890,4237,PN
13890,6276,PN
13960,183,PN
13960,209,PN
13960,4091,PN
13960,4220,PN
13960,4488,PN
14058,4111,PN
14058,4293,PN
14058,4299,PN
14058,4312,PN
14058,4344,PN
140916,6461,WC
140916,6663,WC
140916,6688,WC
140916,6706,WC
140916,6730,WC
14094,129,PN
14094,142,PN
14094,17,PN
14094,339,PN
14094,344,PN
14094,3967,PN
14094,4072,PN
14094,4126,PN
14094,4186,PN
14094,4196,PN
14094,4442,PN
14094,4445,PN
14094,69,PN
140969,5114,PN
140988,329,PN
140988,336,PN
140988,3966,PN
140988,3978,PN
140988,3996,PN
140988,4000,PN
140988,4002,PN
140988,4005,PN
140988,4017,PN
140988,4024,PN
140988,4030,PN
140988,4032,PN
140988,4040,PN
140988,4059,PN
140988,4060,PN
140988,4066,PN
140988,4076,PN
140988,4087,PN
140988,4094,PN
140988,4095,PN
140988,4100,PN
140988,4104,PN
140988,4105,PN
140988,4112,PN
140988,4116,PN
140988,4122,PN
140988,4123,PN
140988,4138,PN
140988,4141,PN
140988,4142,PN
140988,4147,PN
140988,4148,PN
140988,415,PN
140988,4150,PN
140988,4154,PN
140988,4178,PN
140988,4181,PN
140988,4182,PN
140988,4183,PN
140988,4198,PN
140988,420,PN
140988,4203,PN
140988,4207,PN
140988,4208,PN
140988,421,PN
140988,4213,PN
140988,422,PN
140988,4235,PN
140988,4236,PN
140988,4238,PN
140988,424,PN
140988,4240,PN
140988,4246,PN
140988,425,PN
140988,4256,PN
140988,4282,PN
140988,4283,PN
140988,4298,PN
140988,4305,PN
140988,4306,PN
140988,4308,PN
140988,4309,PN
140988,4318,PN
140988,4320,PN
140988,4322,PN
140988,4330,PN
140988,4333,PN
140988,4348,PN
140988,4367,PN
140988,4368,PN
140988,4371,PN
140988,4374,PN
140988,4377,PN
140988,4379,PN
140988,4380,PN
140988,4384,PN
140988,4385,PN
140988,4391,PN
140988,4395,PN
140988,4397,PN
140988,4401,PN
140988,4405,PN
140988,4424,PN
140988,443,PN
140988,4434,PN
140988,4443,PN
140988,4453,PN
140988,4460,PN
140988,4464,PN
140988,4470,PN
140988,449,PN
140988,4495,PN
140988,4497,PN
140988,450,PN
140988,4510,PN
140988,4511,PN
140988,4522,PN
140988,4525,PN
140988,4528,PN
140988,4530,PN
140988,6595,PN
140988,7599,PN
140988,7602,PN
140988,7674,PN
140988,7688,PN
140988,7691,PN
140988,790,PN
140988,792,PN
140988,800,PN
140999,2420,PN
140999,4987,PN
140999,4991,PN
140999,6994,PN
141044,274,PN
141044,276,PN
141044,279,PN
141044,280,PN
141044,287,PN
141044,293,PN
141044,302,PN
141044,303,PN
141044,305,PN
141044,308,PN
141044,311,PN
141044,317,PN
141044,320,PN
141044,322,PN
141044,324,PN
141044,328,PN
141044,331,PN
141044,332,PN
141044,337,PN
141044,345,PN
141044,351,PN
141044,356,PN
141044,4189,PN
141044,7157,PN
141044,77,PN
141132,277,PN
141132,282,PN
141132,284,PN
141132,323,PN
141132,347,PN
141133,7053,PN
141133,7236,PN
141156,310,PN
141156,4021,PN
141156,4157,PN
141156,4370,PN
141165,288,PN
141199,221,PN
141211,511,PN
141211,7124,PN
141232,707,PN
141335,2376,PN
141335,2424,PN
141335,2436,PN
141335,2439,PN
141335,2442,PN
141335,2444,PN
141335,2445,PN
141335,2461,PN
141335,2474,PN
141335,2495,PN
141335,2512,PN
141335,2517,PN
141335,2531,PN
141335,2539,PN
141335,2544,PN
141335,2545,PN
141335,2554,PN
141335,2556,PN
141335,2559,PN
141335,2563,PN
141335,2564,PN
141335,2572,PN
141335,2600,PN
141335,2630,PN
141335,2641,PN
141335,2666,PN
141335,2686,PN
141335,2687,PN
141335,2692,PN
141335,2696,PN
141335,2703,PN
141335,2706,PN
141335,2707,PN
141335,2708,PN
141335,4974,PN
141335,4989,PN
141335,6291,PN
141335,6881,PN
141335,6883,PN
141335,6905,PN
141335,6908,PN
141335,6916,PN
141335,6919,PN
141335,6921,PN
141335,6930,PN
141335,6931,PN
141335,6934,PN
141335,6948,PN
141335,6953,PN
141335,6972,PN
141335,6981,PN
141335,6992,PN
141335,7008,PN
141335,7014,PN
141335,7029,PN
141335,7034,PN
141335,7035,PN
141335,7044,PN
141335,7051,PN
141335,7057,PN
141335,7058,PN
141335,7065,PN
141335,7066,PN
141335,7095,PN
141335,7116,PN
141335,7118,PN
141335,7141,PN
141335,7146,PN
141335,7148,PN
141335,7155,PN
141335,7170,PN
141335,7171,PN
141335,7191,PN
141335,7194,PN
141335,7213,PN
141335,7214,PN
141335,7244,PN
141335,7246,PN
141335,7261,PN
141335,7278,PN
141335,7286,PN
141335,7297,PN
141335,7305,PN
141335,7322,PN
141335,7323,PN
141335,7333,PN
141335,7343,PN
141335,7345,PN
141335,7350,PN
141335,7370,PN
141335,7392,PN
141335,7394,PN
141335,7396,PN
141335,7401,PN
141335,7403,PN
141362,540,PN
141362,7601,PN
141362,7636,PN
141362,7680,PN
141372,2526,PN
141372,2543,PN
141372,2602,PN
141372,294,PN
141372,297,PN
141372,342,PN
141372,4036,PN
141372,4038,PN
141372,4064,PN
141372,413,PN
141372,416,PN
141372,419,PN
141372,438,PN
141372,4435,PN
141372,444,PN
141372,448,PN
141372,649,PN
141372,672,PN
141372,678,PN
141372,6878,PN
141372,694,PN
141372,698,PN
141372,702,PN
141372,703,PN
141372,706,PN
141372,7061,PN
141372,7076,PN
141372,726,PN
141372,731,PN
141372,743,PN
141372,746,PN
141372,758,PN
141372,770,PN
141372,778,PN
141372,784,PN
141372,791,PN
141372,797,PN
141372,799,PN
141381,7506,WC
141403,585,PN
141410,7407,WC
141410,7453,WC
141420,4386,PN
141420,8177,PN
141470,1067,PN
141470,1071,PN
141473,7516,WC
141484,823,PN
141496,2501,PN
141496,335,PN
141496,343,PN
141496,7132,PN
141539,1567,PN
141539,1609,PN
141539,1627,PN
141539,1665,PN
141539,1674,PN
141539,1709,PN
141539,1723,PN
141539,1731,PN
141539,1802,PN
141539,1821,PN
141539,1895,PN
141539,2076,PN
141539,2163,PN
141539,2170,PN
141539,2194,PN
141539,2243,PN
141539,2286,PN
141539,2292,PN
141539,2305,PN
141539,2347,PN
141539,2349,PN
141539,3138,PN
141573,1004,PN
141573,1058,PN
141573,3611,PN
141573,4565,PN
141573,4571,PN
141573,4576,PN
141573,4619,PN
141573,4625,PN
141573,4629,PN
141573,4637,PN
141573,4646,PN
141573,4696,PN
141573,4707,PN
141573,4772,PN
141573,4785,PN
141573,4790,PN
141573,627,PN
141573,641,PN
141573,7684,PN
141573,7838,PN
141573,8015,PN
141573,8214,PN
141573,8255,PN
141573,8367,PN
141573,8459,PN
141573,8502,PN
141573,8536,PN
141573,8545,PN
141573,8558,PN
141573,8752,PN
141573,8779,PN
141573,8838,PN
141592,1006,PN
141592,4372,PN
141592,4592,PN
141592,4627,PN
141592,4672,PN
141592,4739,PN
141592,4768,PN
141592,651,PN
141592,7562,PN
141592,7565,PN
141592,7583,PN
141592,7591,PN
141592,7604,PN
141592,7619,PN
141592,7645,PN
141592,7887,PN
141592,8112,PN
141592,8153,PN
141592,8244,PN
141592,8694,PN
141592,8696,PN
141592,8765,PN
141592,880,PN
141592,8825,PN
141592,8845,PN
141593,391,PN
141593,4670,PN
141593,535,PN
141631,2797,PN
141631,2825,PN
141631,2852,PN
141631,2874,PN
141631,2932,PN
141631,3134,PN
141631,3182,PN
141631,3233,PN
141631,3261,PN
141631,3436,PN
141631,3486,PN
141631,3526,PN
141631,3579,PN
141631,3654,PN
141631,3662,PN
141631,3777,PN
141631,816,PN
141632,1578,PN
141632,1579,PN
141632,1589,PN
141632,1598,PN
141632,1612,PN
141632,1640,PN
141632,1651,PN
141632,1654,PN
141632,1661,PN
141632,1662,PN
141632,1664,PN
141632,1668,PN
141632,1675,PN
141632,1689,PN
141632,1707,PN
141632,1718,PN
141632,1728,PN
141632,1730,PN
141632,1765,PN
141632,1767,PN
141632,1772,PN
141632,1796,PN
141632,1817,PN
141632,1823,PN
141632,1824,PN
141632,1853,PN
141632,1866,PN
141632,1868,PN
141632,1872,PN
141632,1877,PN
141632,1889,PN
141632,1897,PN
141632,1921,PN
141632,1941,PN
141632,1950,PN
141632,1983,PN
141632,1991,PN
141632,2004,PN
141632,2005,PN
141632,2008,PN
141632,2015,PN
141632,2016,PN
141632,2030,PN
141632,2032,PN
141632,2039,PN
141632,2040,PN
141632,2072,PN
141632,2093,PN
141632,2105,PN
141632,2109,PN
141632,2146,PN
141632,2166,PN
141632,2191,PN
141632,2204,PN
141632,2210,PN
141632,2238,PN
141632,2240,PN
141632,2245,PN
141632,2264,PN
141632,2303,PN
141632,2319,PN
141632,2800,PN
141632,2817,PN
141632,2922,PN
141632,3033,PN
141632,3090,PN
141632,3105,PN
141632,3114,PN
141632,3225,PN
141632,3291,PN
141632,3356,PN
141632,3547,PN
141632,3755,PN
141632,3774,PN
141632,815,PN
141644,1726,PN
141644,1808,PN
141644,1854,PN
141644,1890,PN
141644,1913,PN
141644,1923,PN
141644,1988,PN
141644,2026,PN
141644,2083,PN
141644,2233,PN
141644,2235,PN
141644,2299,PN
141644,2346,PN
141644,2359,PN
141644,2361,PN
141644,2365,PN
141644,2372,PN
141657,3175,PN
141657,3691,PN
141688,2813,PN
141688,2844,PN
141688,2861,PN
141688,2878,PN
141688,2883,PN
141688,2895,PN
141688,2941,PN
141688,3008,PN
141688,3030,PN
141688,3045,PN
141688,3113,PN
141688,3176,PN
141688,3268,PN
141688,3393,PN
141688,3425,PN
141688,3443,PN
141688,3465,PN
141688,3786,PN
141704,1831,PN
141734,2833,PN
141734,3193,PN
141734,3363,PN
141734,3553,PN
141734,3606,PN
141734,3620,PN
141734,3639,PN
141734,4842,PN
141755,3021,PN
141755,3036,PN
141755,3385,PN
141755,3424,PN
141755,3549,PN
141755,3730,PN
141755,4868,PN
141755,4887,PN
141755,4902,PN
141755,4905,PN
141764,4572,PN
141764,4574,PN
141764,4583,PN
141764,4600,PN
141764,4609,PN
141764,4652,PN
141764,4673,PN
141764,4675,PN
141764,4682,PN
141764,4690,PN
141764,4692,PN
141764,4705,PN
141764,4721,PN
141764,4722,PN
141764,4742,PN
141764,4744,PN
141764,4750,PN
141764,4781,PN
141764,4786,PN
141764,4787,PN
141764,7866,PN
141764,7996,PN
141764,8016,PN
141764,8096,PN
141764,8130,PN
141764,8207,PN
141764,8330,PN
141764,8379,PN
141764,8440,PN
141764,8498,PN
141764,8499,PN
141764,8505,PN
141764,8507,PN
141764,8679,PN
141764,8680,PN
141764,8710,PN
141764,8780,PN
141764,8788,PN
141764,8800,PN
141764,8811,PN
141764,8833,PN
141764,8836,PN
141779,3409,PN
141779,4866,PN
141779,4884,PN
141785,2798,PN
141785,2867,PN
141793,4612,PN
141793,4740,PN
141795,7945,PN
141795,8898,PN
141795,9007,PN
141795,9195,PN
141795,9220,PN
141800,1048,PN
141800,1070,PN
141800,1080,PN
141800,1092,PN
141820,1822,PN
141820,1916,PN
141820,2048,PN
141820,2054,PN
141820,2269,PN
141820,2964,PN
141820,551,PN
141820,944,PN
141820,948,PN
141820,983,PN
141842,1703,PN
141894,9419,PN
141918,9517,PN
141918,9588,PN
141963,1239,PN
141963,1274,PN
141977,930,PN
141977,931,PN
141977,935,PN
141977,939,PN
141977,945,PN
141977,957,PN
141977,974,PN
141977,980,PN
141977,986,PN
141977,994,PN
141977,998,PN
141997,1305,PN
141997,1340,PN
141997,1349,PN
141997,1351,PN
141997,1358,PN
141997,1373,PN
141997,1379,PN
141997,1386,PN
141997,1389,PN
141997,1392,PN
141997,1393,PN
141997,1394,PN
141997,1396,PN
141997,1399,PN
141997,1414,PN
141997,1419,PN
141997,1425,PN
141997,1428,PN
141997,1433,PN
141997,1439,PN
141998,1204,PN
141998,9092,PN
141998,9130,PN
141998,9178,PN
142022,1270,PN
142022,1332,PN
142022,1412,PN
142022,9187,PN
142024,8883,PN
142024,8969,PN
142024,8974,PN
142024,9012,PN
142024,9058,PN
142024,9197,PN
142024,9342,PN
142024,9488,PN
142026,9353,WC
142026,9438,WC
142026,9478,WC
142026,9490,WC
142026,9499,WC
142026,9509,WC
142026,9560,WC
142026,9573,WC
142026,9583,WC
142026,9598,WC
142026,9602,WC
142026,9608,WC
14203,162,PN
14203,4517,PN
142042,1532,PN
142042,1557,PN
142061,9036,PN
142061,9118,PN
142062,10337,PN
142071,1527,PN
142071,887,PN
142071,889,PN
142071,891,PN
142071,894,PN
142071,898,PN
142071,899,PN
142071,902,PN
142071,904,PN
142071,909,PN
142071,916,PN
142071,919,PN
142071,922,PN
142071,924,PN
142071,928,PN
142071,9314,PN
142071,9323,PN
142096,1471,PN
142096,1560,PN
142096,9218,PN
142096,9239,PN
142096,9267,PN
142096,9277,PN
142106,4554,PN
142106,9368,PN
142106,9387,PN
142106,9433,PN
142106,9462,PN
142106,9466,PN
142106,9476,PN
142118,8908,PN
142120,10198,PN
142120,10258,PN
142120,10585,PN
142145,1152,PN
142145,1174,PN
142155,1097,PN
142155,1147,PN
142155,1158,PN
142155,1179,PN
142155,1195,PN
142155,1258,PN
142163,8889,PN
142163,9336,PN
142163,9346,PN
142163,9396,PN
142219,9297,PN
142245,5627,PN
142283,10018,PN
142283,10074,PN
142283,10083,PN
142283,10091,PN
142283,10102,PN
142283,2728,PN
142283,2748,PN
142283,2752,PN
142283,2761,PN
142283,5214,PN
142283,5222,PN
142283,5229,PN
142283,5237,PN
142283,5280,PN
142283,5313,PN
142283,5318,PN
142283,5408,PN
142283,5424,PN
142283,5431,PN
142283,5432,PN
142283,5583,PN
142283,5861,PN
142283,9917,PN
142283,9958,PN
142283,9992,PN
142285,9479,PN
142285,9492,PN
142301,1218,PN
142312,10027,PN
142312,10060,PN
142312,5669,PN
142312,5962,PN
142323,10772,PN
142331,10020,PN
142331,10051,PN
142331,10054,PN
142331,10066,PN
142331,10075,PN
142331,10086,PN
142331,5579,PN
142331,9948,PN
142331,9950,PN
142331,9956,PN
142331,9990,PN
142331,9994,PN
142331,9995,PN
142331,9997,PN
142354,10228,PN
142354,4538,PN
142354,4548,PN
142354,4552,PN
142363,9907,PN
142374,10238,PN
142374,10449,PN
142374,10460,PN
142390,10103,PN
142390,5322,PN
142390,5416,PN
142390,9942,PN
142390,9951,PN
142390,9981,PN
142434,10218,PN
142434,10386,PN
142434,10418,PN
142434,10447,PN
142434,10476,PN
142434,10480,PN
142434,5522,PN
142434,5524,PN
142434,5530,PN
142434,5537,PN
142434,5543,PN
142434,5568,PN
142434,5726,PN
142434,5730,PN
142434,5765,PN
142434,5766,PN
142434,5844,PN
142434,5905,PN
142434,5917,PN
142434,5928,PN
142434,5947,PN
142434,6037,PN
142434,6053,PN
142434,6096,PN
142434,6105,PN
142434,6130,PN
142434,6183,PN
142434,6188,PN
142434,6257,PN
142434,6259,PN
142434,6260,PN
142459,10158,PN
142459,10683,PN
142459,10765,PN
142459,10769,PN
142459,10788,PN
142476,6111,PN
142477,10356,PN
142477,11286,PN
142477,11292,PN
142477,9814,PN
142486,10468,PN
142503,1231,PN
142503,1336,PN
142503,1348,PN
142503,1398,PN
142503,2727,PN
142503,5224,PN
142503,5235,PN
142503,5319,PN
142503,5793,PN
142503,6091,PN
142503,6154,PN
142503,8886,PN
142516,5246,PN
142516,5254,PN
142516,5261,PN
142516,5273,PN
142516,5300,PN
142516,5325,PN
142516,5439,PN
142516,5481,PN
142516,5491,PN
142516,5786,PN
142516,5883,PN
142516,6099,PN
142532,2757,PN
142532,5414,PN
142532,5507,PN
142532,5598,PN
142532,5672,PN
142532,5697,PN
142532,5881,PN
142532,6011,PN
142532,6250,PN
142533,5748,PN
142535,10974,PN
142535,11318,PN
142535,11344,PN
142535,11369,PN
142535,11399,PN
142535,11406,PN
142573,5388,PN
142573,5575,PN
142573,5760,PN
142573,5930,PN
142573,5975,PN
142573,6185,PN
142573,6271,PN
142574,5329,PN
142574,5366,PN
142574,5589,PN
142574,5617,PN
142574,5762,PN
142574,5783,PN
142574,5836,PN
142574,5890,PN
142574,5998,PN
142574,6061,PN
142574,6147,PN
142574,6155,PN
142574,6156,PN
142574,6172,PN
142574,6192,PN
142574,6209,PN
142574,6210,PN
142574,6216,PN
142574,6225,PN
142574,6241,PN
142574,6244,PN
142574,6248,PN
142574,6249,PN
142747,10853,WC
142747,10858,WC
142747,10910,WC
142747,10921,WC
142747,10924,WC
142747,10943,WC
142747,10957,WC
142747,10975,WC
14277,228,PN
14277,232,PN
14277,245,PN
14318,3041,PN
14320,4214,PN
14320,4234,PN
1436,3074,PN
1436,3914,PN
1436,3915,PN
1436,3923,PN
1436,3933,PN
1436,3936,PN
1436,3939,PN
1436,3940,PN
1436,599,PN
1436,611,PN
14395,159,PN
14395,4217,PN
14401,7415,WC
14401,7419,WC
14401,7436,WC
14401,7442,WC
14401,7452,WC
14401,7464,WC
14401,7487,WC
14401,7491,WC
14401,7494,WC
14401,7505,WC
14401,7507,WC
14401,7509,WC
14401,7514,WC
144973,11113,PN
144973,11118,PN
144973,11137,PN
144973,11243,PN
144989,6585,PN
145072,6450,PN
145072,6520,PN
145175,11248,PN
14519,1650,PN
14519,3065,PN
14519,4192,PN
14519,4437,PN
14519,4484,PN
145198,2568,PN
145198,7052,PN
145211,453,PN
145211,454,PN
145211,458,PN
145211,462,PN
145211,464,PN
145211,467,PN
145211,478,PN
145211,482,PN
145211,489,PN
145211,492,PN
145211,493,PN
145211,510,PN
145211,513,PN
145211,524,PN
145211,526,PN
145211,527,PN
145211,532,PN
145211,533,PN
145253,2550,PN
145253,6447,PN
145253,6503,PN
145253,6544,PN
145253,6608,PN
145253,6923,PN
145317,7028,PN
145323,7471,WC
145323,7476,WC
145323,7479,WC
145344,217,PN
145345,4011,PN
145345,4137,PN
145345,4319,PN
145345,4375,PN
145376,5086,PN
145376,5121,PN
145386,240,PN
145386,258,PN
145386,260,PN
145386,4079,PN
145386,4162,PN
145397,200,PN
145397,231,PN
145397,243,PN
145397,4073,PN
145397,4325,PN
145410,3874,PN
145410,3884,PN
145410,3888,PN
145410,3932,PN
145410,4822,PN
145410,553,PN
145514,219,PN
145519,361,PN
145519,4285,PN
145519,4354,PN
1456,2801,PN
1456,2889,PN
1456,2967,PN
1456,3216,PN
1456,3338,PN
1456,3554,PN
1456,3621,PN
1456,3674,PN
1456,3723,PN
1456,4793,PN
1456,4885,PN
145654,3960,PN
145654,3961,PN
145654,4151,PN
145654,4389,PN
145695,7557,PN
145696,2778,PN
145696,296,PN
145696,304,PN
145696,3055,PN
145696,315,PN
145696,316,PN
145696,3286,PN
145696,3494,PN
145696,350,PN
145696,354,PN
145696,3559,PN
145696,362,PN
145696,3953,PN
145696,3954,PN
145696,3968,PN
145696,3985,PN
145696,4009,PN
145696,4051,PN
145696,4065,PN
145696,4135,PN
145696,4188,PN
145696,4209,PN
145696,4216,PN
145696,4232,PN
145696,4251,PN
145696,4254,PN
145696,4255,PN
145696,4316,PN
145696,4323,PN
145696,4332,PN
145696,4359,PN
145696,4429,PN
145696,4519,PN
145696,4596,PN
145696,4631,PN
145696,4979,PN
145696,624,PN
145696,626,PN
145696,632,PN
145696,642,PN
145696,643,PN
145696,646,PN
145696,647,PN
145696,648,PN
145696,658,PN
145696,660,PN
145696,663,PN
145696,666,PN
145696,671,PN
145696,7632,PN
145696,7634,PN
145696,7668,PN
145696,7672,PN
145696,7675,PN
145696,7679,PN
145696,801,PN
145696,8266,PN
145696,8829,PN
145708,2877,PN
145708,3010,PN
145708,3072,PN
145708,3101,PN
145708,3327,PN
145708,3628,PN
145708,3703,PN
145708,3806,PN
145708,3829,PN
145708,3896,PN
145708,7554,PN
145708,7558,PN
145708,7574,PN
145708,7588,PN
145708,7681,PN
145709,2419,PN
145709,2498,PN
145709,2533,PN
145709,2622,PN
145709,2627,PN
145709,2678,PN
145709,491,PN
145709,6604,PN
145709,6890,PN
145709,6964,PN
145709,7067,PN
145709,7101,PN
145709,7204,PN
145709,7243,PN
145709,7247,PN
145731,7538,WC
145794,1577,PN
145794,2217,PN
145794,2302,PN
145794,2807,PN
1458,3574,PN
14583,4092,PN
14583,4227,PN
14583,4399,PN
14583,4404,PN
14583,4492,PN
14583,6277,PN
145846,2770,PN
145846,2785,PN
145846,2843,PN
145846,2965,PN
145846,2994,PN
145846,3037,PN
145846,3080,PN
145846,3168,PN
145846,3350,PN
145846,3387,PN
145846,3389,PN
145846,3497,PN
145846,3756,PN
145846,854,PN
145846,861,PN
145852,2259,PN
145852,3068,PN
145960,1699,PN
145960,2158,PN
145960,2369,PN
145967,3413,PN
145967,3682,PN
145968,4582,PN
145968,4643,PN
145968,4663,PN
145968,4782,PN
145968,8008,PN
145968,8095,PN
145968,8189,PN
145968,8361,PN
145968,8424,PN
145968,8742,PN
145968,8763,PN
145968,8843,PN
146,7708,PN
146,7710,PN
146,7712,PN
146,7716,PN
146,7729,PN
146,7744,PN
146,7745,PN
146,7773,PN
146,7808,PN
146,7824,PN
146,7825,PN
146,7834,PN
1460,3437,PN
1460,4908,PN
1460,4919,PN
1460,4926,PN
1460,4931,PN
1460,590,PN
1460,609,PN
146012,1711,PN
146012,1750,PN
146012,1959,PN
146012,2959,PN
146012,3032,PN
146012,3289,PN
146012,3710,PN
146012,3828,PN
146055,937,PN
146055,938,PN
146055,949,PN
146055,970,PN
146055,972,PN
146055,976,PN
146055,977,PN
146055,988,PN
146055,989,PN
146055,999,PN
146062,3082,PN
146062,3199,PN
146062,3544,PN
146062,3545,PN
146062,3558,PN
146062,3676,PN
146132,10246,PN
146132,9467,PN
146158,1463,PN
146158,8958,PN
146158,9225,PN
146188,2281,PN
146188,2282,PN
146219,8850,PN
146219,8851,PN
146219,8855,PN
146219,8871,PN
146219,8983,PN
146219,9004,PN
146219,9028,PN
146219,9039,PN
146225,9607,WC
146233,10397,PN
146233,1267,PN
146233,5394,PN
146235,1341,PN
146251,10301,PN
146251,8928,PN
146251,9378,PN
146262,10043,PN
146262,9940,PN
146262,9943,PN
146262,9975,PN
146263,8900,PN
146263,8923,PN
146263,8936,PN
146263,9002,PN
146263,9003,PN
146263,9383,PN
146263,9415,PN
146263,9418,PN
146279,1114,PN
146279,1131,PN
146279,1135,PN
146279,1142,PN
146279,1156,PN
146279,1165,PN
146279,1166,PN
146279,1185,PN
146279,1537,PN
146279,9276,PN
146304,1488,PN
146304,1515,PN
146304,1543,PN
146304,1548,PN
146304,9079,PN
146304,9217,PN
146304,9274,PN
146304,9295,PN
146304,9303,PN
146304,9311,PN
146304,9328,PN
146333,10614,PN
146333,8861,PN
146333,9040,PN
146333,9356,PN
146333,9411,PN
146336,1108,PN
146336,1137,PN
146336,1159,PN
146336,1177,PN
146336,1178,PN
146336,9471,PN
146343,10105,PN
146343,10522,PN
146343,10542,PN
146343,10579,PN
146343,10637,PN
146343,8864,PN
146343,8911,PN
146343,8922,PN
146343,8927,PN
146343,8971,PN
146343,8977,PN
146343,8978,PN
146343,8980,PN
146343,9144,PN
146343,9177,PN
146343,9206,PN
146343,9229,PN
146343,9454,PN
146343,9456,PN
146343,9481,PN
146357,5228,PN
146357,5615,PN
146357,5654,PN
146357,925,PN
146364,9337,WC
146364,9510,WC
146364,9565,WC
146397,11023,PN
146397,11080,PN
146397,11380,PN
146397,11388,PN
146405,10531,PN
146405,5501,PN
146407,10521,PN
146407,11389,PN
146407,11436,PN
146407,1333,PN
146407,1339,PN
146407,1401,PN
146407,1405,PN
146407,1436,PN
146407,9110,PN
146431,10242,PN
146431,10504,PN
146431,10509,PN
146431,10511,PN
146431,10545,PN
146431,10566,PN
146431,10578,PN
146431,10580,PN
146431,10595,PN
146431,10596,PN
146431,10617,PN
146431,10643,PN
146431,10646,PN
146431,10675,PN
146431,10691,PN
146431,10837,PN
