Stand_ID,Stand_CN
11284,86079
11285,150993
11286,142477
11287,84526
11288,129535
11289,89371
1129,132993
11290,86079
11291,86079
11292,142477
11293,86079
11294,86079
11295,129535
11296,136205
11297,129535
11298,86079
11299,86079
113,30241
1130,150513
11300,87639
11301,86079
11302,136205
11303,86079
11304,86079
11306,136205
11307,131860
11308,136205
1131,146279
11310,86079
11311,131860
11312,129535
11314,136205
11315,86079
11317,85374
11318,142535
1132,86635
11320,146813
1133,136129
1134,128791
11344,142535
1135,146279
11351,89959
1136,150513
11363,85374
11369,142535
1137,146336
1138,90276
11380,146397
11388,146397
11389,146407
1139,129288
11399,142535
114,30241
1140,134946
11406,142535
1141,150513
11416,85374
1142,146279
11424,89959
1143,134379
11430,85374
11432,90851
11436,146407
11438,135844
1144,134379
1145,128791
1146,86039
1147,142155
1148,89744
1149,132993
115,30310
1150,86912
1151,84816
1152,142145
1153,131094
1154,150513
1155,87571
1156,146279
1158,142155
1159,146336
116,30241
1160,90793
1161,129288
1162,90488
1163,133458
1164,132010
1165,146279
1166,146279
1167,86635
1168,128791
117,30382
1170,150513
1171,85625
1172,87571
1173,86635
1174,142145
1175,132993
1176,129288
1177,146336
1178,146336
1179,142155
118,80115
1180,86635
1181,132993
1182,131094
1183,135443
1184,28117
1185,146279
1186,132993
1187,129412
1188,86635
1189,86635
119,149569
1190,86635
1191,86635
1192,86916
1193,19094
1194,84623
1195,142155
1196,18638
1197,28100
1198,28117
1199,130842
12,641
120,84694
1200,27784
1201,28117
1202,146525
1203,19226
1204,141998
1205,10683
1206,28100
1207,129658
1208,19226
1209,28100
1210,19118
1211,27784
1212,28100
1213,28100
1214,88772
1215,85090
1216,27832
1217,28100
1218,142301
1219,28100
122,30330
1220,28100
1221,90801
1222,19226
1223,134648
1224,27810
1225,27784
1226,19094
1227,28100
1228,19226
1229,136860
123,30241
1230,85436
1231,142503
1232,85090
1233,19094
1234,28100
1235,28100
1236,135080
1237,89233
1238,135080
1239,141963
124,149569
1240,88030
1241,86635
1242,89720
1243,28100
1245,127724
1246,86635
1247,28100
1248,146525
1249,28100
125,84694
1250,88174
1251,87164
1252,85090
1253,27076
1254,90221
1255,19226
1256,28100
1257,95224
1258,142155
1259,132993
126,30310
1260,86635
1261,135506
1262,28100
1263,129658
1264,130865
1265,146525
1266,135080
1267,146233
1268,28145
1269,28100
127,1341
1270,142022
1271,89029
1272,89720
1273,133458
1274,141963
1275,88772
1276,28100
1277,146525
1278,28100
1279,89233
128,84128
1280,89233
1281,28100
1282,28117
1283,28145
1284,86601
1285,85090
1286,150458
1287,28145
1288,19226
129,14094
1290,28117
1291,22757
1292,28117
1293,88491
1294,28100
1295,89233
1296,135080
1297,87319
1298,88030
1299,89136
13,30425
130,149569
1300,28100
1301,19226
1302,88030
1303,146525
1304,86545
1305,141997
1306,22841
1307,89136
1308,84970
131,30241
1310,135080
1311,90383
1312,86545
1313,22757
1314,89764
1315,89764
1316,87762
1317,89136
1318,89029
1319,136337
132,129580
1320,87762
1321,19118
1322,89764
1323,89029
1324,133043
1325,150652
1326,19226
1327,27784
1328,89764
133,30239
1330,150652
1331,86545
1332,142022
1333,146407
1334,18517
1335,134648
1336,142503
1337,128376
1338,87762
1339,146407
134,30289
1340,141997
1341,146235
1342,28117
1343,87762
1344,207
1346,19118
1347,89764
1348,142503
1349,141997
135,1341
1350,18517
1351,141997
1352,18518
1353,135080
1354,84970
1355,19118
1356,85135
1357,10706
1358,141997
1359,89764
136,84694
1360,89245
1361,86170
1362,89764
1363,27784
1366,84970
1367,89233
1368,84643
1369,19118
1370,87762
1371,150460
1372,89233
1373,141997
1374,90383
1376,19118
1377,86545
1378,90383
1379,141997
138,30242
1380,89136
1381,87762
1382,18517
1383,19173
1384,86545
1385,88112
1386,141997
1387,86170
1389,141997
139,30382
1390,84970
1391,89764
1392,141997
1393,141997
1394,141997
1395,10706
1396,141997
1397,89764
1398,142503
1399,141997
14,84694
140,84694
1400,89136
1401,146407
1402,22757
1403,87762
1404,17904
1405,146407
1406,89764
1407,150460
1408,86545
1409,150460
141,30382
1410,85289
1411,27784
1412,142022
1413,88112
1414,141997
1415,86545
1416,87762
1417,6854
1419,141997
142,14094
1420,89764
1422,89764
1423,84970
1424,86170
1425,141997
1426,17904
1427,27784
1428,141997
1429,89233
143,30425
1430,89764
1431,90383
1432,150460
1433,141997
1434,19173
1435,89764
1436,146407
1437,85436
1438,88030
1439,141997
1440,150184
1441,28117
1442,89764
1443,84970
1444,86545
1445,135080
1446,87762
1447,86170
1448,135080
1449,17904
145,13788
1450,135080
1451,87762
1452,85625
1453,89029
1454,87290
1455,135080
1456,86170
1457,86545
1458,87290
1459,88342
146,25211
1461,88700
1462,132509
1463,146158
1464,88342
1465,130580
1466,136994
1467,87254
1468,150543
1469,127535
147,9364
1470,150446
1471,142096
1472,150446
1473,135291
1474,127535
1475,150446
1477,150543
1478,150543
1479,86349
148,137502
1480,150543
1482,86988
1483,150446
1485,150446
1486,127535
1487,150446
1488,146304
1489,86349
149,421
1491,150446
1492,150543
1494,150543
1495,150446
1496,128791
1498,150543
15,30241
150,24896
1500,135291
1501,127535
1502,135291
1503,84816
1504,150543
1505,150543
1506,150543
1507,150446
1508,87861
1510,150446
1511,89489
1512,150446
1513,150446
1514,150446
1515,146304
1516,150446
1517,150446
152,645
1521,150543
1522,127535
1523,150446
1525,150446
1526,87861
1527,142071
1529,150446
153,136624
1530,150543
1531,133740
1532,142042
1533,150543
1534,135291
1536,133740
1537,146279
1538,135291
154,24867
1540,150446
1541,150357
1542,88091
1543,146304
1544,133740
1545,133740
1546,89637
1547,150543
1548,146304
1549,87861
155,24896
1550,150543
1551,87861
1552,88091
1553,150446
1554,89489
1555,133740
1556,150543
1557,142042
1559,150543
156,79192
1560,142096
1561,86988
1562,86349
1563,268
1564,88160
1565,83378
1566,1961
1567,141539
1568,128584
1569,134063
157,137614
1570,83378
1571,241
1572,231
1573,1961
1574,78944
1575,1961
1576,26581
1577,145794
1578,141632
1579,141632
158,25190
1580,128584
1581,268
1582,26581
1583,268
1584,26581
1585,268
1586,16417
1587,83378
1588,26581
1589,141632
159,14395
1590,9762
1591,26581
1593,26581
1594,257
1595,246
1596,150319
1597,150319
1598,141632
1599,9762
16,131195
160,137501
1600,268
1601,150184
1602,83378
1603,16622
1604,83378
1605,150319
1606,26581
1607,81916
1608,26581
1609,141539
161,137412
1610,83378
1611,268
1612,141632
1613,283
1614,150319
1615,208
1616,268
1617,16666
1618,1961
1619,26581
162,14203
1620,88160
1621,1940
1622,83378
1623,83378
1625,1961
1626,231
1627,141539
1628,231
1629,268
163,87170
1630,1961
1632,1961
1633,1961
1634,1907
1635,268
1636,268
1637,134063
1638,231
1639,268
164,21133
1640,141632
1641,83378
1643,136139
1644,78944
1645,1981
1646,150319
1647,257
1648,1961
1649,134063
165,21133
1650,14519
1651,141632
1652,1961
1653,9762
1654,141632
1655,1961
1656,26344
1657,1961
1658,1961
1659,26581
166,8939
1660,1961
1661,141632
1662,141632
1663,88160
1664,141632
1665,141539
1666,9762
1667,1961
1668,141632
1669,208
167,83966
1670,231
1671,136139
1672,1961
1673,26581
1674,141539
1675,141632
1676,26581
1677,26380
1678,26581
168,21133
1680,26581
1681,257
1682,268
1683,1961
1684,1961
1685,1961
1686,1961
1687,1981
1688,9762
1689,141632
169,130478
1690,136139
1691,149826
1692,131426
1693,150319
1694,26581
1695,1907
1696,81916
1697,1961
1698,136139
1699,145960
17,14094
170,25822
1701,26581
1702,30568
1703,141842
1704,150319
1705,16622
1706,268
1707,141632
1708,26581
1709,141539
171,25211
1710,9762
1711,146012
1712,150319
1713,83378
1714,26581
1715,1961
1716,1961
1717,1961
1718,141632
1719,26581
172,392
1720,1961
1721,1961
1722,1907
1723,141539
1724,1968
1725,1961
1726,141644
1727,149969
1728,141632
1729,83378
173,130478
1730,141632
1731,141539
1732,1961
1733,16666
1734,83378
1735,1961
1736,83378
1737,269
1738,150319
1739,136139
174,8939
1740,128584
1741,128584
1742,231
1743,134063
1744,1961
1746,131426
1748,9762
1749,1961
175,9011
1750,146012
1751,150319
1752,268
1753,1961
1754,1961
1755,9762
1756,1961
1757,257
1758,1961
1759,16017
176,137673
1760,1961
1761,1961
1762,206
1763,149969
1764,1961
1765,141632
1766,1961
1767,141632
1768,269
1769,150319
177,401
1770,150319
1771,268
1772,141632
1773,83378
1774,268
1775,83378
1776,150156
1777,83378
1778,1961
1779,136139
178,21009
1780,1961
1781,1961
1782,257
1783,1961
1784,206
1785,83378
1786,83378
1787,1961
1788,26344
1789,26581
179,21009
1790,1961
1791,26581
1792,26581
1793,26581
1794,83937
1795,150319
1796,141632
1797,268
1798,257
1799,257
180,9011
1800,268
1802,141539
1803,134063
1804,1961
1805,9762
1806,26581
1807,128333
1808,141644
1809,83378
181,87170
1810,79172
1811,268
1812,130972
1813,26581
1814,136139
1815,268
1816,1961
1817,141632
1818,26581
1819,1961
182,15513
1820,1961
1821,141539
1822,141820
1823,141632
1824,141632
1825,269
1826,149969
1827,150319
1828,16857
1829,150319
183,13960
1830,9762
1831,141704
1832,1961
1833,9762
1834,26581
1835,1961
1836,16622
1837,327
1838,26581
1839,150319
184,137614
1840,83378
1841,26581
1842,128584
1843,9762
1844,83378
1845,246
1846,150319
1847,231
1848,231
1849,150319
185,134933
1850,1961
1851,83378
1852,1981
1853,141632
1854,141644
1855,1961
1856,268
1857,1940
1858,83378
1859,130972
186,24713
1860,241
1861,1961
1862,150319
1863,150319
1864,136139
1865,81916
1866,141632
1867,1961
1868,141632
1869,1961
187,8938
1870,9762
1871,149969
1872,141632
1873,130972
1874,134063
1875,26581
1876,150319
1877,141632
1878,257
1879,83378
188,136112
1880,268
1881,269
1883,208
1884,88160
1885,1961
1886,150319
1887,1961
1888,1961
1889,141632
189,622
1890,141644
1891,268
1892,268
1893,9762
1894,1968
1895,141539
1896,26581
1897,141632
1898,1961
1899,1961
19,83592
190,21133
1900,241
1901,26380
1902,16622
1903,16622
1904,150319
1905,130336
1906,283
1907,149969
1908,9762
1909,1961
191,137614
1910,26581
1911,81916
1912,1961
1913,141644
1914,88160
1915,150319
1916,141820
1917,26581
1918,1961
192,24895
1920,130044
1921,141632
1922,128584
1923,141644
1924,1961
1925,257
1926,136139
1928,26581
1929,9762
193,79192
1930,134063
1931,1961
1932,231
1933,88160
1934,150319
1935,26344
1936,26581
1937,149969
1938,1961
1939,136139
194,21133
1940,150319
1941,141632
1942,1961
1943,1961
1944,327
1945,150319
1946,26581
1947,79173
1948,150184
1949,88160
195,87170
1950,141632
1951,257
1952,150319
1953,1961
1954,9762
1955,268
1956,257
1957,26721
1958,1961
1959,146012
196,24896
1960,150319
1961,231
1962,1961
1964,208
1965,26581
1966,83378
1967,1968
1968,16622
1969,1961
197,25211
1970,1961
1971,26344
1972,1961
1973,150319
1974,9762
1976,79172
1977,268
1978,150319
1979,257
198,137614
1980,150319
1981,132398
1982,83378
1983,141632
1984,136139
1985,1961
1986,257
1987,130972
1988,141644
1989,1961
199,8938
1990,26581
1991,141632
1992,150319
1993,150319
1994,1884
1995,1961
1996,16622
1997,1981
1998,1961
1999,130972
2,30241
20,1341
200,145397
2000,150319
2001,9762
2002,136139
2003,9762
2004,141632
2005,141632
2006,241
2007,1961
2008,141632
2009,26581
201,79192
2010,83378
2011,134063
2012,269
2013,9762
2014,26581
2015,141632
2016,141632
2017,268
2018,208
2019,150319
202,8939
2021,1961
2022,1961
2023,83378
2024,26581
2025,26581
2026,141644
2027,1961
2028,16622
2029,1961
2030,141632
2031,1961
2032,141632
2033,1961
2034,1961
2035,30577
2036,268
2037,1992
2038,134063
2039,141632
204,622
2040,141632
2041,83378
2042,78944
2043,83378
2045,268
2046,1933
2047,26581
2048,141820
205,401
2050,9762
2051,26581
2052,1961
2053,83378
2054,141820
2055,246
2056,26581
2057,1961
2058,1961
2059,150319
206,137411
2060,268
2061,1961
2062,88160
2063,130972
2064,9762
2065,134063
2066,1961
2067,1961
2068,128584
2069,1961
207,79192
2070,1961
2071,83378
2072,141632
2073,150319
2074,1961
2075,268
2076,141539
2077,9762
2078,150184
2079,88160
208,21092
2080,150184
2081,79939
2082,1961
2083,141644
2084,268
2085,1961
2086,268
2087,150319
2088,1968
2089,1961
209,13960
2090,1961
2091,268
2092,1961
2093,141632
2094,136139
2095,257
2096,1907
2097,293
2098,9762
2099,78942
21,30241
210,137614
2100,1961
2101,208
2102,26581
2103,1907
2104,134063
2105,141632
2106,134063
2107,150319
2108,83378
2109,141632
211,21009
2110,132398
2111,268
2112,1934
2113,136139
2114,257
2115,149969
2116,26344
2117,1961
2118,9762
2119,1940
212,421
2120,1961
2121,88160
2122,82140
2123,1961
2124,134063
2125,26581
2126,26581
2127,1961
2129,90441
213,645
2130,1961
2131,9762
2132,26581
2133,9762
2134,1961
2135,83371
2136,208
2137,1961
2138,268
2139,130972
214,21133
2140,1961
2141,1961
2142,241
2143,268
2144,149764
2145,1961
2146,141632
2147,1916
2148,83378
2149,9762
215,133760
2150,150319
2151,231
2152,9762
2153,130972
2154,150319
2155,134063
2156,26344
2157,268
2158,145960
2159,149969
2160,1916
2161,231
2162,83378
2163,141539
2164,1961
2165,128584
2166,141632
2167,9762
2168,150319
2169,134063
217,145344
2170,141539
2171,208
2172,26344
2173,83378
2174,83378
2175,208
2176,268
2177,231
2178,1961
2179,83378
218,84124
2180,1961
2182,269
2183,208
2184,1961
2185,1968
2186,1961
2187,1961
2188,150319
2189,1961
219,145514
2190,241
2191,141632
2192,241
2193,9762
2194,141539
2195,1961
2196,128584
2197,1961
2198,1961
2199,1907
22,698
220,401
2200,1961
2201,1961
2202,231
2203,1961
2204,141632
2205,81916
2206,9762
2207,1961
2208,83378
2209,26581
221,141199
2210,141632
2211,150319
2212,1961
2213,26344
2214,150070
2215,83378
2216,150319
2217,145794
2218,1961
2219,206
222,629
2220,1940
2221,136139
2222,83378
2223,1961
2224,26581
2225,83378
2226,1961
2227,9762
2228,150319
2229,1961
223,137673
2230,1961
2231,150319
2232,1933
2233,141644
2234,1961
2235,141644
2236,83378
2237,82133
2238,141632
2239,150319
224,24896
2240,141632
2241,83378
2243,141539
2244,130972
2245,141632
2246,241
2247,9762
2248,1968
2249,9762
225,401
2250,83378
2251,83378
2252,9762
2253,83378
2254,1961
2255,1961
2256,149613
2258,26721
2259,145852
226,137614
2260,130972
2261,268
2262,83378
2263,9762
2264,141632
2265,1961
2266,1961
2267,26344
2268,26345
2269,141820
227,79192
2270,9762
2271,1961
2272,83378
2273,83378
2274,134063
2275,1961
2276,83378
2277,150319
2278,208
2279,268
228,14277
2281,146188
2282,146188
2283,131426
2284,130972
2285,83378
2286,141539
2287,236
2288,132398
2289,137805
229,79192
2290,1916
2291,149969
2292,141539
2293,208
2294,150156
2295,9762
2296,82133
2297,150319
2298,26344
2299,141644
23,84694
230,15513
2300,136139
2301,83378
2302,145794
2303,141632
2304,83378
2305,141539
2306,150319
2308,1961
2309,149969
231,145397
2310,1968
2311,1961
2312,83378
2313,83378
2314,83378
2315,150319
2316,149969
2317,83378
2318,26457
2319,141632
232,14277
2320,1961
2321,82133
2322,137905
2323,268
2324,1961
2325,1961
2326,150319
2327,1961
2328,241
2329,1961
233,87170
2330,150319
2331,83378
2332,150319
2333,1961
2334,130972
2335,150319
2336,150319
2337,1981
2339,83378
234,8939
2340,149969
2341,83378
2343,16539
2344,150319
2345,150319
2346,141644
2347,141539
2348,1961
2349,141539
235,137673
2350,83378
2351,9762
2352,208
2353,150319
2354,131426
2355,1981
2356,83378
2357,1981
2358,150319
2359,141644
236,25676
2360,150319
2361,141644
2362,150319
2364,150319
2365,141644
2366,206
2367,83378
2368,83378
2369,145960
237,84118
2370,149969
2371,1981
2372,141644
2373,150319
