parcel,year,cumulative_mbf,npv_total,aboveground_total_live,aboveground_merch_live,belowground_live,standing_dead,forest_down_dead_wood,forest_floor,forest_shrub_herb,total_stand_carbon,total_removed_carbon,carbon_released_from_fire,products,landfill,energy,emissions,merch_carbon_stored,merch_carbon_removed,tcuft,mcuft,rtcuft,rmcuft,bdft,rbdft,nfv_total,total_undiscounted_cost,total_discounted_cost,discounted_revenue,undiscounted_revenue,rx
51,2039,13.5809922,3570.576591,35.67693209,25.11004824,7.615330878,3.242598478,7.114825147,7.389098465,0.265126555,65.85220852,4.005760571,0.932501567,8.95663932,3.213163763,5.867457774,5.472960702,12.16980299,23.51022191,5228.395007,4769.492624,603.7937692,570.2235952,10109.90021,2255.971731,5122.250673,5468.263986,3888.128121,7506.346051,10785.43275,BAU
51,2044,20.28748828,4420.183407,36.22517598,25.98261205,7.954960858,1.133724024,6.111471614,7.710203805,0.37073665,65.56125153,11.27538132,2.706273715,15.23149137,3.789883351,7.814295072,7.346473555,19.02137463,34.18214354,6164.256673,5675.341154,1597.345744,1539.573676,19613.56667,6706.535028,9059.614084,7558.336883,4359.5786,8825.491841,16862.76705,BAU
51,2049,20.28748828,4391.781616,46.1154035,34.49105643,9.986165556,2.876188052,5.734945726,7.103894235,0.326261378,77.49741317,0,0,12.52150563,5.008636181,8.498684942,8.153316893,17.53014168,34.18214357,5890.086277,5479.359498,0,0,22002.87821,0,8887.309915,7757.40292,4385.567987,8817.879398,16931.93517,BAU
51,2054,43.26488237,5897.375485,10.40102586,7.510728458,2.255152477,0.481125143,7.228917342,8.705887366,0.783385274,44.45472826,40.09703651,5.173359464,37.91755195,5.786160858,14.11800296,13.86984413,43.70371262,71.69155988,7106.314572,6613.769274,5766.597191,5407.399525,26898.16219,23045.83851,20319.60275,14592.32691,5344.759198,11277.47673,35245.56739,BAU
51,2059,44.42030178,5941.41414,12.91192296,8.406165226,2.619600619,0.482808281,5.738281296,6.491452375,0.743203291,41.2627482,1.89786461,0.280357701,32.14414666,9.174305631,16.0374912,16.13008465,41.31845245,73.4860285,1802.703355,1609.695698,274.3103986,259.7810317,5991.110482,1159.367372,20742.72541,15120.61465,5395.704906,11366.67322,36240.2562,BAU
51,2064,44.42030178,5927.752383,17.41349892,12.21286283,3.812777259,0.676575131,4.660213423,6.487480563,0.344636804,43.34387517,0,0,27.18589712,11.48267622,17.18230158,17.63515339,38.66857335,73.48602798,2191.064141,1950.727669,0,0,6553.920291,0,20570.42148,15319.8445,5406.415291,11358.05159,36309.13576,BAU
51,2069,47.85873152,6028.1043,18.42658746,11.22236127,4.122675664,0.585281158,4.222919334,6.633480526,0.265719242,43.72573707,5.509379038,0.784350294,27.64993423,12.9962721,18.58981939,19.44386186,40.64620634,78.67988752,3114.832744,2574.321975,824.2236314,777.8319271,8766.736578,3438.429699,22150.59582,16489.30009,5480.457679,11526.79747,39094.00975,BAU
51,2074,48.46900342,6034.982665,28.19077025,19.70298435,6.107188271,0.712727521,3.742265825,6.469044343,0.264488718,53.40328716,0.92565281,0.070040821,25.07855194,14.44628628,19.390244,20.65093853,39.52483825,79.56602084,3669.643659,3272.953985,141.8216029,135.8784497,9608.020122,610.7014497,22286.19283,16860.48508,5495.557634,11543.60317,39631.50204,BAU
51,2079,50.97234021,6077.652697,34.88812917,25.5601996,7.649795128,0.848718014,3.594877918,6.722892575,0.268135264,61.4832599,3.996989457,0.575498802,25.28755115,15.56591486,20.40725491,22.08238438,40.85346621,83.34310561,5010.25328,4626.842959,596.0519841,563.8739136,11750.04004,2503.336799,23380.55884,17779.61172,5530.079508,11616.34086,41674.59606,BAU
51,2084,56.86049097,6165.526014,36.56139643,26.61004372,7.974146707,0.604851189,3.72531409,6.911968416,0.371502522,64.59403952,9.214926037,1.29949313,29.11843355,16.6990671,22.03788468,24.1946425,45.81750057,92.05002735,6033.891822,5536.607153,1391.342805,1316.556656,19769.94642,5888.153158,26258.70461,19638.4948,5587.770305,11758.12842,46440.71225,BAU
51,2089,56.86049097,6161.491947,46.9796574,35.58966433,10.14432302,1.613574541,3.484113078,6.555650143,0.32807518,76.15744492,0,0,25.75702338,18.21443753,22.73314003,25.34542761,43.97146084,92.0500284,6020.110174,5634.490338,0,0,23494.9812,0,26086.40042,19832.07976,5590.078356,11753.28186,46493.07554,BAU
51,2094,80.14964435,6379.862729,12.00840407,9.041882518,2.527944487,0.584066155,5.356751185,8.147754043,0.786810383,45.19929116,38.53884943,4.549058476,49.75248002,19.31188022,27.99996976,31.19712136,69.06436043,128.2614505,7290.906193,6820.113857,5712.587085,5371.514271,28620.9288,23289.15363,37756.23617,26716.30505,5726.379414,12105.2266,65072.46152,BAU
51,2099,81.31372764,6386.167657,14.46583186,9.881757357,2.874338008,0.514635042,4.22914043,6.012725751,0.749729342,42.06255585,1.908527216,0.234685405,43.54363118,22.90609495,29.89012652,33.72497544,66.44972615,130.0648277,2036.643623,1843.474425,276.8093916,261.9964981,7397.537641,1165.44142,38182.7626,27237.60068,5732.81435,12115.72954,66046.50433,BAU
51,2104,81.32666185,6384.305219,18.89010073,13.63847883,4.049069338,0.657435062,3.369956868,6.010649065,0.352420766,44.02156931,0.018452148,0,38.04066595,25.46171392,31.06087699,35.51952061,63.5023798,130.082777,2411.257126,2175.707691,2.956307949,2.874022463,7888.924374,12.9342079,38017.22486,27433.34098,5733.779866,12113.02081,66105.75006,BAU
51,2109,84.78458803,6398.74781,19.62065546,12.45867305,4.313106662,0.581048381,3.200347526,6.160478693,0.267233078,44.22214366,5.571836992,0.673016849,37.9782094,27.23137797,32.51165525,37.62395772,65.20958719,135.3451995,3291.114238,2767.383648,823.9606626,778.7596937,10067.29175,3457.926242,39618.20148,28601.26703,5743.901174,12136.02684,68897.0951,BAU
52,2014,10.31118284,3710.971632,7.156218633,4.872019585,1.511182849,0.066558996,8.004939814,6.002484462,0.946653293,29.25028479,17.13791062,4.860625217,10.21238636,0,2.419882959,2.078325227,10.21238636,14.71059461,3625.411534,3168.568659,2662.884246,2355.122524,13043.55512,10322.10313,4022.365675,3594.901969,3543.567998,7254.539705,7617.267586,BAU
52,2019,12.03961537,4026.626321,7.1389165,3.773981058,1.21165345,0.055459347,6.162735142,5.324660803,0.933265445,25.98527861,3.133522385,0.745064348,9.601459441,1.14504292,3.585992319,3.119295082,10.74650244,17.45179008,1258.275136,1086.533473,525.5745926,460.6519014,3804.125867,1728.432595,4460.295894,4276.303937,4063.175582,8089.801883,8736.599772,BAU
52,2024,13.97637531,4383.747381,3.800944484,1.290905585,0.871613812,0.036629123,4.753522062,5.46295272,0.458953767,20.60270432,4.280443355,1.096358581,10.00809756,2.050936615,4.856571644,4.203216735,12.05903418,21.11882245,1097.359967,817.2797326,696.3484329,599.2427079,2892.858337,1936.759967,5088.784323,5018.120639,4507.24254,8890.989922,10106.9049,BAU
52,2029,14.40231286,4374.248684,7.753149262,1.134949009,1.930960085,0.005092613,3.986030028,5.080000574,0.296255575,23.37603687,0.618123743,0.111096684,8.474011477,2.879586636,5.486085057,4.857223296,11.35359814,21.69690663,916.118178,286.5318011,99.49068115,93.48290848,1217.807856,425.9375679,5065.780987,5314.729492,4642.083792,9016.332457,10380.51042,BAU
52,2034,14.40231286,4314.281531,19.15142075,10.80674427,4.300394253,0.016502042,3.379127434,5.173190394,0.217531006,35.72220091,0,0,7.174014705,3.416229105,5.82798942,5.278673464,10.59024395,21.69690703,2258.71776,1720.816883,0,0,999.6987046,0,4890.780969,5489.72951,4702.050925,9016.332457,10380.51042,BAU
52,2039,14.40231286,4267.292712,31.18541909,20.68556101,7.016005063,0.778944305,3.115528074,5.382211857,0.184282351,50.62603228,0,0,6.312702618,3.755943985,6.036739862,5.591519421,10.06864658,21.69690561,3801.650815,3281.434183,0,0,1617.42616,0,4715.780949,5664.72951,4749.039723,9016.332457,10380.51042,BAU
52,2044,14.70376959,4262.38452,42.54166009,30.43006276,9.435589601,2.61577314,3.265081886,5.610259579,0.198040467,66.67938187,0.541361268,0.170023765,6.039022632,3.991681969,6.236106983,5.909038974,10.03070474,22.17585067,5406.20326,4898.120769,84.87279565,75.11709152,13578.10957,301.4567489,4689.50895,5930.962548,4806.825883,9069.210386,10620.47146,BAU
52,2049,14.70376959,4233.542065,53.59330434,40.11550236,11.78807812,4.48291712,4.108723119,5.740938466,0.198040467,83.01060336,0,0,5.465320751,4.2080635,6.356203837,6.146262883,9.673384371,22.17585138,6819.651149,6347.674969,0,0,23667.39582,0,4514.50895,6105.962548,4835.668245,9069.210386,10620.47146,BAU
52,2054,42.1724587,6075.016276,12.41919335,9.014064669,2.678609598,0.128427433,6.208791418,7.637002684,0.82194647,44.45042706,47.59594003,6.549821546,37.35451729,4.377872017,12.67606894,12.43059711,41.73238937,66.83905498,8287.665023,7755.016298,6712.308483,6321.970581,31030.4219,27468.63778,18485.02485,14072.73077,5961.913834,12036.93019,32557.75548,BAU
52,2059,44.62066363,6179.183117,8.850362916,5.792108993,1.717437549,0.133643988,5.062989244,5.300277921,0.94355023,35.42553557,6.360415753,0.887766309,33.6436466,7.951118241,15.72951713,15.36042535,41.59476497,72.68470721,1972.346009,1820.543335,989.1615545,909.3860426,5938.476055,2448.204764,19492.19352,14999.75328,6062.764683,12241.94782,34491.94669,BAU
52,2064,48.102749,6307.105688,3.831796881,1.81031152,0.853008652,0.024154991,4.034470806,5.141196055,0.586699585,26.87430445,6.04813082,0.877013323,31.69681062,10.68748444,18.09484832,17.90422157,42.38429498,78.38336428,1321.816298,1140.828751,908.438529,856.2768074,4679.062014,3482.085499,21070.80609,16176.05141,6163.641039,12470.74662,37246.85739,BAU
52,2069,48.60710707,6312.343378,6.834463787,1.888367541,1.624474482,0.007447557,3.158681472,4.732396971,0.339956264,26.88552101,0.79195945,0.097817703,27.43711556,12.83509625,19.36029753,19.49869341,40.27221222,79.13120234,856.4360217,411.5074802,119.8728792,113.3736732,1608.767154,504.3580443,21150.16094,16493.83124,6184.245166,12496.58864,37643.99207,BAU
52,2074,48.60710707,6303.827431,15.64898457,9.389724927,3.527129639,0.015230716,2.477623721,4.779811714,0.235100182,34.88591032,0,0,24.10249055,14.28043573,20.11594708,20.63233071,38.38292593,79.1312032,1843.457668,1478.010113,0,0,1414.424405,0,20975.16094,16668.83124,6192.761134,12496.58864,37643.99207,BAU
52,2079,48.60710707,6297.150363,26.56600338,17.74804809,6.006934123,0.035970654,2.150940815,4.934853087,0.188748588,46.4906125,0,0,21.67993149,15.29214908,20.62723099,21.53189154,36.97208055,79.13120271,3231.087254,2791.944588,0,0,1988.753197,0,20800.16094,16843.83124,6199.438277,12496.58864,37643.99207,BAU
52,2084,48.60710707,6291.924703,39.92930679,28.72460092,8.835933007,0.066403248,2.114489234,5.117267198,0.181436002,61.57222531,0,0,19.77157388,16.05555834,21.00342918,22.30064307,35.82713247,79.13120468,4989.168742,4522.472628,0,0,14175.75445,0,20625.16094,17018.83124,6204.663834,12496.58864,37643.99207,BAU
52,2089,48.71279082,6288.916977,51.80006529,38.96100441,11.37746642,1.121657531,2.265366022,5.32838194,0.198040467,76.77798882,0.511972299,0.097504499,18.44666455,16.6683619,21.43089687,23.04858405,35.11502621,79.59450698,6660.61705,6202.75094,78.5215211,71.12695361,24221.15127,105.6837443,20495.90811,17232.20276,6209.734562,12498.65161,37728.11076,BAU
52,2094,76.63185177,6553.534985,11.45762243,8.272124737,2.515859285,0.09551913,4.592129952,7.129366061,0.831284717,42.14056492,44.74214288,5.259007032,48.08470018,17.22038957,27.12029001,29.39547031,65.30508869,121.8208482,8128.419473,7630.698872,6695.304221,6324.10957,31280.66912,27919.06135,34631.07651,25320.58535,6372.166072,12925.70106,59951.66157,BAU
52,2099,78.20911862,6562.855067,12.71477942,8.48338118,2.539158102,0.185846454,3.560379537,4.769544337,0.85222917,37.81546452,2.501330314,0.306192303,42.15447864,20.89781005,29.11890331,32.015625,63.05228795,124.1868152,1849.297869,1700.04555,377.6013372,357.5428333,5305.069787,1577.267029,35263.25588,25943.90966,6381.751146,12944.60621,61207.16525,BAU
52,2104,82.30718127,6584.429458,4.615129079,2.531251893,1.040941924,0.038267077,3.150547495,5.063869264,0.579186897,27.48034666,8.875744882,1.154426864,42.08824411,23.5302969,31.85689354,34.97707764,65.61854076,132.4525101,1878.5827,1658.756206,1354.242457,1261.569494,5397.040368,4098.062766,37137.66509,27331.54888,6398.660726,12983.0901,64469.21366,BAU
52,2109,82.80155091,6584.956866,6.680707231,1.844324623,1.577005232,0.007194614,2.444302617,4.467366105,0.401478601,26.46869817,1.598397798,0.225614608,37.51932253,25.97561973,33.45403348,36.97384256,63.49494144,133.9228163,956.4798997,514.4746344,243.0960301,223.7455913,1700.776933,494.3696615,37194.03371,27668.6979,6401.771079,12986.72794,64862.73132,BAU
53,2014,31.25880754,11407.12788,2.915582405,2.073997689,0.65298596,0.12209256,7.75448134,5.763585947,1.020719354,31.30619831,46.34170634,7.505054801,31.60091242,0,5.891714208,5.923896143,31.60091242,43.41652275,7578.339654,7165.449408,7180.979687,6808.299647,32805.2973,31280.06105,12391.22653,9364.1569,9317.029872,20853.38002,21896.03728,BAU
53,2019,31.43998135,11332.08371,4.982241634,2.531850289,0.827767365,0.125675732,5.869513393,4.338439815,0.982607566,27.72148318,0.259292926,0.081198208,25.01523967,3.327025874,7.536654435,7.778092302,28.34226535,43.65701214,525.3904455,479.4059088,42.11432272,39.60592299,2105.472418,181.1738122,12285.29855,9610.519915,9475.43672,20923.74307,22057.86777,BAU
53,2024,32.08973044,11360.19262,5.14943588,2.541964093,1.179914761,0.142257533,4.668984717,4.509891912,0.437381042,24.86806126,0.827306571,0.145580786,21.17203568,5.447690407,8.668230771,9.137244664,26.61972605,44.42520161,751.7753741,567.0855931,140.8948612,131.180403,2536.321559,649.7490819,12334.82263,9997.650443,9683.180888,21146.51243,22517.28939,BAU
53,2029,32.13946624,11291.95706,9.569215997,3.273077666,2.300597225,0.135712979,3.892434061,4.372001097,0.202165994,27.56360098,0.073525897,0.011998424,18.23258331,6.854836645,9.351596006,10.0543505,25.08741979,44.4933667,1126.074461,576.0507126,12.44305997,11.58832836,2540.814711,49.73580188,12178.68287,10204.11247,9757.012224,21139.36349,22591.61469,BAU
53,2034,32.19299654,11239.45355,20.47034431,12.94290536,4.425763756,0.160578699,3.292175288,4.493051732,0.18768562,38.77005233,0.085218674,0.013907782,16.20066714,7.805487071,9.813189576,10.75298456,24.00615465,44.57232842,2534.389486,2119.148602,14.61197003,13.55808768,3139.608732,53.53029806,12025.30289,10413.78906,9814.261913,21132.52048,22674.52747,BAU
53,2039,32.30570888,11207.95783,31.29196053,21.96988155,7.004661834,0.262690649,3.015901465,4.691513153,0.184875235,51.1620763,0.219569052,0.048411237,14.73949655,8.507383395,10.1821072,11.34840371,23.24688009,44.77739126,3929.243259,3570.377813,30.61933414,28.84837033,3896.901261,112.7123378,11906.96361,10640.64131,9862.572154,21138.31109,22810.42539,BAU
53,2044,34.18771383,11317.63688,41.78433969,29.96372919,9.200445514,0.471582861,3.168592246,4.972354473,0.201293517,64.29211491,1.949884605,0.298835377,14.73530313,9.067585782,10.69191421,12.09821015,23.8028885,46.59301358,5621.630603,5096.402321,355.7370097,332.4888514,13334.33686,1882.004951,12422.15343,11351.88779,10011.13492,21385.49033,24061.03325,BAU
53,2049,34.29476827,11298.32939,53.31808959,40.37561876,11.62674607,1.783324683,3.260447008,5.035735721,0.201597648,79.2284624,0.201002761,0.041510899,13.47388663,9.65485467,11.00166173,12.64904318,23.12874138,46.77944553,6852.772472,6431.719962,27.41117432,25.99222601,26338.48625,107.0544398,12303.88043,11575.48411,10038.31784,21383.53779,24190.83306,BAU
53,2054,65.57700095,13345.56749,3.894973307,3.065292243,0.795404103,0.116684107,5.632960039,7.215862549,1.031330644,35.47513536,51.56229178,6.652572201,47.65785175,10.12873809,17.75806987,19.70752113,57.78659002,95.25218109,8224.065378,7741.391069,7688.039783,7235.401785,33394.24733,31283.51022,27850.28988,20808.50331,11334.50204,24718.31456,48994.85017,BAU
53,2059,65.84212348,13341.47861,5.504988032,3.273831794,0.898712578,0.123234954,4.094718923,4.160723433,1.010869631,29.42675094,0.425022237,0.061300352,39.4572208,14.22148196,19.78003165,22.19208811,53.67870273,95.6508227,641.1056907,601.5492699,64.74463608,60.75120504,2704.656811,265.1225257,27807.54515,21080.58325,11355.46646,24727.67829,49248.9499,BAU
53,2064,66.25488487,13344.02078,5.867676254,3.554767096,1.254724177,0.111876819,3.047761359,4.234537796,0.469996465,26.14687186,0.676164515,0.087780563,34.16495943,16.91581357,21.15957959,24.04564207,51.08077295,96.28599474,835.3283328,683.4039386,102.8313687,96.63668284,2968.288214,412.7614,27836.14077,21398.83035,11375.46678,24743.54939,49618.20995,BAU
53,2069,66.28533976,13334.26055,9.922848486,4.231123312,2.308847957,0.112182211,2.41353546,4.104512397,0.206357648,28.06878645,0.048843218,0.006791031,30.17003244,18.75230788,22.0200582,25.38950298,48.92234034,96.33190159,1189.4658,703.2097939,7.493737089,7.045029019,3000.775798,30.45488901,27678.72662,21598.45216,11382.74952,24735.29938,49680.96559,BAU
53,2074,66.3333524,13327.01781,20.24919312,13.1510419,4.325514439,0.123940905,1.942844994,4.216421901,0.18888163,38.31881606,0.079881091,0.010079818,27.28312996,20.04302053,22.61486484,26.46588056,47.32615042,96.40689619,2513.943994,2116.15678,12.32870446,11.57637636,3601.901941,48.01264332,27529.44771,21802.49265,11388.45559,24728.8875,49755.38711,BAU
53,2079,66.46278187,13323.00192,30.72224208,21.94221413,6.80798343,0.154686825,1.786194313,4.401160338,0.187594385,49.97926478,0.205027423,0.028092138,25.08365122,21.03998957,23.0810297,27.39627605,46.12364094,96.60094679,3853.745896,3518.360552,30.73495754,29.12283449,4433.745038,129.4294657,27422.85638,22029.27953,11393.70322,24726.04924,49894.77596,BAU
53,2084,67.10265858,13327.33024,42.34950935,30.65506283,9.314497474,0.164571487,1.937645228,4.615462787,0.20176951,63.62850483,0.98766592,0.121748859,23.78276664,21.85307004,23.55463479,28.33914958,45.63583672,97.52962146,5505.878518,5000.605871,148.8740914,140.0872927,12825.98346,639.8767283,27561.80062,22401.28236,11402.43205,24735.69058,50423.29588,BAU
53,2089,67.19563421,13324.41212,53.99835182,41.07494221,11.79076672,1.318649128,2.138558019,4.744041451,0.201973429,78.56182502,0.150079812,0.022363116,22.04451379,22.5998522,23.88756003,29.13931914,44.64436592,97.67124552,6945.604357,6521.51369,22.31604202,21.07264102,26988.13769,92.97562875,27436.16041,22616.66098,11405.15031,24732.66437,50529.72029,BAU
53,2094,98.57310081,13618.60412,4.862494444,3.961496171,0.982183784,0.143854225,4.990536926,6.921117371,1.030530557,35.97839834,50.93306537,6.071840689,55.5816376,23.23602461,30.51112987,36.34968222,78.81766225,145.6784742,8342.793575,7877.466366,7653.716825,7220.064304,34366.16694,31377.4669,43159.85555,31860.38426,11588.78025,25208.14472,75512.1718,BAU
53,2099,98.8171686,13617.89663,6.481832802,4.171345047,1.084480751,0.150948807,3.590611929,3.919579359,1.022790242,30.08926241,0.404312271,0.054880874,47.04767142,27.44907218,32.51928271,39.04278721,74.49674341,146.0588138,792.7202867,749.7032194,61.00792701,57.46639014,3457.127086,244.067799,43108.35881,32120.51069,11591.03952,25207.78407,75735.21883,BAU
53,2104,99.14208914,13617.7554,6.936040489,4.561940943,1.449591252,0.145250775,2.625643546,3.994192497,0.488807174,26.94031926,0.569871219,0.077994551,41.33334519,30.2818008,33.8915,41.08742556,71.61514606,146.5940715,983.0493327,836.850488,86.94838837,81.76922593,3820.982785,324.9205332,43093.15762,32408.05579,11593.10619,25208.14757,76020.97209,BAU
53,2109,99.16907721,13616.35292,10.88477654,5.27401051,2.482720959,0.150040359,2.052237327,3.869873294,0.215463748,28.76866654,0.043966253,0.005988397,37.00069255,32.24938861,34.74951146,42.63597901,69.25008136,146.6355716,1344.297647,875.6700932,6.733744303,6.363117684,3969.740491,26.9880726,42933.91959,32602.53885,11593.79422,25206.17039,76069.54603,BAU
54,2014,26.86346567,11727.95741,14.55176501,9.774047605,4.183195541,0.856457028,11.11089119,7.422818959,0.667743225,50.68920361,40.3036417,5.615742975,27.40363877,0,5.375013014,5.235774862,27.40363877,38.01442725,7966.12448,7508.244028,6020.277105,5741.259871,35769.03132,27410.17085,12700.90797,8579.507258,8544.052481,20402.34967,21422.46354,BAU
54,2019,27.0008205,11649.59387,17.39284182,11.37580089,4.590417825,0.983813734,8.445451169,6.700891108,0.638594956,48.50124855,0.275063392,0.146385168,21.58335126,2.920556986,6.877587462,6.880673181,24.50390776,38.26216779,2272.258563,2087.825404,40.54739121,37.0022322,9774.197508,138.8788208,12590.04883,8808.601855,8687.884035,20442.24062,21545.27649,BAU
54,2024,27.28680158,11612.25042,19.4792312,12.87940005,5.170679773,0.995700659,7.091141229,6.821458295,0.297524774,47.93623146,0.526959896,0.15876257,18.01925643,4.76974426,7.888088734,8.050608492,22.78900063,38.72769817,2664.231465,2391.57111,83.23730955,74.12200865,11241.19721,285.9810847,12522.79947,9089.255913,8831.027172,20527.16455,21763.62244,BAU
54,2029,27.36688263,11552.86174,23.60535197,14.70699094,6.111905554,1.081840382,6.245414088,6.804284801,0.187164052,50.68409276,0.134477406,0.041573913,15.52417274,5.969777575,8.504355721,8.857023072,21.49395068,38.85532843,3122.733455,2658.928809,20.70773701,19.66400027,12839.29535,80.08104964,12386.57077,9300.308488,8908.881175,20529.44739,21845.70184,BAU
54,2034,27.78888534,11555.76875,29.61106357,19.09650554,7.327382608,1.164001477,5.593354217,6.928466572,0.186522637,56.46439649,0.690794892,0.181346002,14.1927294,6.776727526,8.991719804,9.541168565,20.96945705,39.50234525,3992.627879,3464.52056,106.9587571,100.665776,14564.65598,422.0027165,12393.17173,9620.338543,9009.906416,20620.66127,22181.98259,BAU
54,2039,29.39314466,11709.21181,34.27397773,23.11592521,8.239685902,1.118973232,5.031291277,7.101890812,0.222541465,61.38560788,2.725649166,0.661784368,14.56422157,7.413318066,9.675346751,10.40488144,21.97753954,42.05776848,4907.560111,4400.37584,403.6845521,380.6648631,15764.59746,1604.259309,12954.87475,10316.62037,9199.078113,20952.81154,23451.041,BAU
54,2044,29.96060106,11727.44226,40.80434815,28.47982885,9.633135726,1.3267849,4.736842236,7.113545122,0.228127669,68.58881841,0.985734702,0.203454047,13.65227544,8.095753256,10.15268661,11.08679319,21.74802856,42.9875077,5521.701742,5026.048173,146.5582127,139.0556938,16262.48652,568.1570225,13038.25135,10683.61339,9270.633167,21033.61433,23912.4351,BAU
54,2049,30.0616654,11707.63541,47.71288928,34.35296382,11.12621046,2.058972108,4.633769077,7.188508527,0.198600929,77.06723863,0.204100436,0.04949108,12.40851525,8.675254765,10.47380913,11.62224157,21.08376989,43.17982089,6351.135513,5856.881454,25.5562421,24.40674003,24617.95249,101.0643331,12917.06463,10898.58135,9298.674225,21034.18742,24017.13117,BAU
54,2054,38.13403425,12177.56066,36.90333929,27.44764293,8.798857737,1.517911936,5.297397474,7.948796028,0.44626678,68.42224986,15.2767752,2.29408278,21.06741913,9.128788676,12.87146097,13.98505636,30.19620808,57.05272567,7294.704475,6820.266106,2205.309208,2029.880207,30686.61022,8083.688966,16503.70371,13706.9975,9687.21563,21886.34289,30424.32434,BAU
54,2059,45.80105188,12545.96661,25.14147774,18.79509465,6.07587241,1.123892464,5.347975725,7.472741013,0.665023519,55.76905317,14.1071217,1.954151497,27.01208346,10.56194053,15.64465808,16.7596242,37.57402421,69.97830657,5710.221734,5392.682771,2101.445183,1929.492944,25602.20837,7668.822131,20077.77005,16204.70669,9956.796145,22518.98436,36508.23358,BAU
54,2064,46.369167,12553.65478,26.75413009,19.89497713,6.452055918,1.135026586,4.461791442,6.625189352,0.500697154,54.27714069,0.960661219,0.15577662,23.30984003,12.511702,16.84545266,18.21110926,35.82154206,70.87810388,3992.175598,3804.037769,142.8644367,133.9941495,19504.50066,568.1151228,20171.10895,16575.7872,9982.999943,22548.27378,36983.5311,BAU
54,2069,46.39199561,12543.58167,30.00124312,21.73065021,7.270874431,1.183741701,3.89218251,6.580254978,0.260016798,56.02367727,0.078713267,0.012371586,20.31092595,13.83799953,17.56853836,19.23321705,34.14892529,70.95068068,4303.045602,4003.11284,12.07394666,11.14989173,20691.71703,22.82861008,20008.76991,16769.11226,9991.213193,22542.5173,37024.35865,BAU
54,2074,46.65801477,12541.17087,35.00381501,24.82339618,8.387039017,1.247345097,3.557928617,6.641300827,0.186783872,60.73984716,0.422557062,0.063713756,18.48044755,14.72757515,18.07064558,20.06902652,33.20802264,71.34769483,4999.850353,4571.490094,63.72823322,59.88554522,23076.62299,266.9240215,19957.8602,17044.1554,10001.85569,22547.45048,37256.66307,BAU
54,2079,47.76376026,12554.6648,39.78983352,28.49059673,9.441580821,1.266126085,3.417441112,6.789851768,0.212150219,66.11441503,1.847111722,0.299832751,18.07904156,15.4078487,18.63058239,20.95832598,33.48689009,73.07579861,5844.26404,5381.674237,278.7980383,260.9453527,24990.0321,1105.744766,20304.52678,17589.66181,10021.38033,22577.75366,38156.42752,BAU
54,2084,48.57755114,12561.63659,46.01146866,33.52441284,10.76258265,1.299008808,3.382590443,6.840646505,0.227009223,73.15875368,1.310388508,0.191504216,17.37505073,16.06862603,19.0930482,21.76942,33.44367683,74.30614487,6590.474152,6125.904577,195.606091,183.8851277,26201.81595,813.9915054,20530.98017,18022.97243,10032.91483,22594.01305,38822.54844,BAU
54,2089,48.70156655,12559.03971,52.93972002,39.63908333,12.3001486,1.764692641,3.401891411,6.900531145,0.209884073,81.52450698,0.312345786,0.053473756,16.06966506,16.68151692,19.41978679,22.42452809,32.75118203,74.59549704,7383.728244,6974.096586,46.05801506,42.71805748,30750.52482,124.0154083,20418.87212,18246.45214,10036.48806,22593.16155,38939.74098,BAU
54,2094,56.0940995,12620.46296,43.4221285,33.32593963,10.24314654,1.530112225,4.276044976,7.62687438,0.454320461,74.68402353,14.07363764,1.917675696,23.76718137,17.19133176,21.67700477,24.74607276,40.95851317,87.38159087,8330.661801,7881.521735,2064.129206,1896.511938,38356.25826,7419.331168,23717.42384,20835.09473,10086.76127,22703.39596,44833.26618,BAU
54,2099,56.27068009,12619.10899,47.82500356,36.78691781,11.14723666,1.808504508,3.9437079,6.649311186,0.432587441,77.85539477,0.513917249,0.086576842,20.85396312,18.59813068,22.51792008,25.8767153,39.45209369,87.8467291,6902.52311,6631.818056,75.09312358,68.7398674,34960.24809,178.9597591,23622.3195,21083.24778,10089.24938,22703.34688,44992.32133,BAU
54,2104,64.14646242,12661.7233,35.59087409,28.07181073,8.468503388,1.554302598,4.441387685,7.290748045,0.518221241,66.70448492,14.17918807,1.831093478,27.82340153,19.58692905,24.96079199,28.4966805,47.41033072,100.8678031,7502.093224,7186.726368,2128.537188,1956.319589,38110.03457,7877.134383,27336.22839,23648.30843,10119.75941,22775.50932,51276.44309,BAU
54,2109,64.95030825,12590.11444,9.46351795,6.072268079,2.036102905,0.161682653,4.774341754,7.146587603,0.683599111,38.66596585,25.50046028,3.330200658,42.45133079,21.27833254,29.15467391,33.158161,63.7296635,126.0424985,5782.224401,5550.444198,4631.526511,4578.360688,32011.70439,28191.93708,19960.04162,31602.66413,10195.93908,22779.31424,51860.31713,BAU
55,2014,25.85639843,10808.30574,12.97563848,9.723746656,3.038257485,0.477057681,12.35395315,7.124390403,0.826105581,48.11568239,38.04367701,6.116829857,25.49576392,0,5.283586662,4.969401252,25.49576392,35.74875251,7599.581014,7174.251487,5886.514195,5598.143261,32665.23393,26174.10149,11713.61418,8633.871449,8592.388127,20176.15128,21184.95063,BAU
