StandID,StandCN
4508,645
4509,421
4511,140988
4512,21295
4513,9011
4514,9144
4515,137488
4518,578
452,615
4520,21166
4521,84124
4522,140988
4524,9144
4525,140988
4526,430
4527,149506
4530,140988
4531,21166
4532,133760
4533,149348
4534,135130
456,29859
457,83574
4570,78588
4574,141764
4577,30582
4578,30551
4580,107338
4581,30583
4588,2088
4592,141592
4596,145696
4599,107335
46,1341
4600,141764
4601,30583
4608,30551
4610,30580
4617,107335
4618,80999
4621,369
4624,107335
4626,2043
4628,251
4630,89414
4647,30582
4652,141764
4653,369
4658,251
466,29233
4663,145968
4669,88095
4676,107335
4677,2123
4679,78588
468,129341
4680,30529
4683,107245
469,30321
4692,141764
4699,78588
4701,30477
4702,369
4709,107335
471,79103
4711,107338
4715,78588
472,84127
4721,141764
4731,30582
4742,141764
4750,141764
4753,107335
4755,251
4756,30551
4758,107335
4759,107335
476,84127
4761,2088
4762,107335
4766,30551
4768,141592
4770,107335
4773,107335
4775,107335
4779,30580
4780,107335
4781,141764
4784,80999
4785,141573
4787,141764
4789,2043
4792,135945
4793,1456
4795,25211
4797,134063
4799,16062
4800,26721
4801,79170
4803,16062
4804,16062
4806,82140
4807,134063
4808,81922
4809,80127
481,692
4810,1955
4811,268
4812,134063
4813,26420
4816,16417
4817,131426
4818,137820
4819,16062
4821,21923
4822,145410
4824,134063
4825,137661
4826,268
4827,16417
4828,134063
4829,88920
4830,135945
4831,137820
4832,135945
4833,88920
4835,88920
4842,141734
486,83574
4863,78938
4864,1916
4865,82140
4866,141779
4867,1938
4868,141755
4872,80981
4873,82140
4877,82140
4879,79116
4880,88920
4882,82140
4883,134063
4884,141779
4885,1456
4886,134063
4887,141755
4888,1943
4889,1943
4890,130794
4891,1938
4892,82140
4893,1916
4894,82140
4896,82140
4897,82137
4898,82140
4899,1886
49,149569
4900,78938
4902,141755
4905,141755
494,149370
497,506
4997,30073
4998,84101
5,136955
500,1349
5000,107188
5002,29894
5009,30073
5013,29894
5022,29177
5024,29177
5027,29924
5029,30073
504,149550
5041,736
5045,29233
5047,877
5059,29924
5062,29177
5063,29177
507,30188
509,30289
512,29233
517,615
518,1305
5180,28117
5187,150834
5192,146629
5194,146629
5199,146714
52,149569
520,62
5202,88226
5210,136243
5214,142283
5219,85711
5220,86601
5231,146629
5232,150834
5236,89233
5238,88226
524,145211
5241,86601
525,1305
5251,146628
5253,150834
5255,146629
5260,84945
5269,150834
527,145211
5286,84945
5289,89852
5293,85711
5295,146714
5297,88226
53,83161
530,506
5305,86601
5307,150834
5308,146714
5309,136243
5314,150834
5316,146448
5322,142390
5328,86601
5333,88226
5338,146629
5341,89708
5344,146714
5345,85634
5348,150834
535,141593
536,29134
5362,150834
5364,90696
5372,134996
5374,86601
5375,146714
5378,89852
538,135106
5381,136243
54,30378
5401,146629
5404,146714
5406,85711
5411,146629
5413,86601
5414,142532
5415,134996
543,238
5430,86601
5431,142283
5437,150834
5438,88438
544,149764
5441,88226
5448,150834
5453,132380
5460,86503
547,1934
5471,146629
548,149764
5480,86601
5488,84945
5489,146629
5490,150834
5492,85634
5497,146629
55,30425
550,1892
5509,90951
552,81667
5535,19173
5539,146741
5542,146628
5549,136243
5557,88226
556,388
5568,142434
557,149718
5573,127418
5575,142573
558,149764
5580,28117
5583,142283
5585,88226
5587,89714
5594,146741
5595,88918
5597,19173
5598,142532
56,30324
5604,146629
561,149718
5611,85634
5613,89714
5621,131949
563,130103
5631,19062
564,130103
5640,84945
5647,146714
565,149764
5668,146629
5670,90951
5672,142532
568,149764
5686,19173
569,390
5690,85625
57,84694
570,149764
5706,132435
571,135106
5711,146760
5713,146741
5715,88226
572,149718
5724,90951
5727,88226
5729,87856
5738,146714
5741,90951
5742,146760
575,80747
5753,19171
5758,146741
5759,90951
577,82133
5770,19171
5786,142516
5791,127636
5796,88226
5797,86170
580,1977
5801,86170
5802,146741
5803,28117
581,430
5812,134724
5816,131744
582,135106
5823,150845
5828,146741
583,25632
5833,88226
5835,88918
584,135106
5843,28117
5849,95122
5850,28117
5856,85634
586,135106
5861,142283
5864,134996
5865,85634
5866,146727
5867,10683
5869,88007
5870,86046
5878,89133
589,15212
5901,90951
5903,133342
591,79114
5912,146629
5915,88635
592,130972
5920,85634
593,623
5949,28117
595,1476
5950,89714
5952,28117
5954,28117
5959,86601
596,129562
5964,146727
5969,146727
5974,28117
5977,150845
5988,84945
599,1436
5990,146741
5992,90951
5995,127636
5999,89708
6,1342
60,83577
6003,150845
6005,150845
6008,134129
6009,85634
6011,142532
6012,86046
602,135106
6021,150583
6022,90951
6024,146449
6026,146714
6028,90951
603,130972
6032,89708
6033,89714
6036,129239
604,90510
6045,28117
6047,136243
6051,18749
606,623
6060,150845
6065,89714
607,1977
6073,150834
608,469
6083,28117
6088,146583
6089,85634
6094,146629
6095,150834
6096,142434
61,30382
6101,150845
611,1436
6114,90383
612,135106
6121,85634
613,1977
6137,89787
614,293
6145,86503
6154,142503
6169,146727
6176,89708
6182,95382
619,136950
6191,146727
6207,28117
621,81015
6210,142574
6213,95382
6228,28117
6229,85634
6243,146714
6246,134129
6247,89134
625,82093
6272,24867
6274,25676
6276,13890
6277,14583
6278,24743
6280,25795
6282,30307
6284,135223
6290,30482
6297,30091
63,30324
633,149784
6443,127407
6444,12623
6445,23788
6448,23713
6474,130762
6482,92856
6487,149222
6488,23566
6489,23899
6490,23388
6497,30430
65,84694
6502,30430
6504,23713
6509,149222
6512,30430
6519,127407
6522,8232
6525,93895
6526,130762
6527,30430
6528,562
6530,92856
6532,23593
6535,127407
6538,23899
6541,8232
6542,23566
6546,130762
6547,12010
6548,107185
6551,8232
6552,30430
6553,149222
6555,23733
6561,130762
6563,30430
6565,30023
6566,93895
6571,93895
6572,149222
6573,23733
6574,23757
6582,130762
6583,127407
6584,92856
6585,144989
6588,23593
6589,149222
6591,93999
6595,140988
6596,149222
66,30425
6604,145709
6606,25795
6607,135223
6608,145253
6609,25795
6610,25795
6613,23
67,30265
674,30137
675,15094
677,25298
678,141372
679,149614
680,107281
6808,779
682,14726
683,30014
6879,80946
6880,30292
6881,141335
6884,83147
6885,84120
6887,83147
6888,42
689,14726
6894,30314
6895,107226
6896,132717
69,14094
6902,488
6903,15345
6904,42
6906,30258
6908,141335
691,2125
6910,23
6912,25795
6914,83147
6915,25795
6919,141335
692,414
6923,145253
6924,414
6937,30200
6938,25795
6939,25795
694,141372
6945,30520
6946,30481
6949,107226
6956,83956
6957,25795
696,79098
6961,23
6962,25795
6963,25795
6964,145709
6965,30482
6966,1291
697,84117
6974,30141
6975,30188
6977,80951
6979,1831
6993,82093
6994,140999
6996,107335
6998,137616
6999,30292
7,84694
70,84694
7001,25795
7003,134081
7005,25795
7006,83147
7008,141335
7009,1333
7013,30307
7016,25795
7017,135223
7020,1831
7023,82093
7024,1333
7026,25795
7029,141335
7030,135223
7031,42
7032,149971
7033,82093
7037,107226
7040,83147
7042,83574
7043,1831
7044,141335
7047,86645
7049,25795
705,763
7050,30188
7052,145198
7055,1831
7056,30258
7059,135223
706,141372
7067,145709
7068,127691
7069,25795
7073,25795
7074,9
7075,25795
7078,23
7080,25795
7081,135223
7086,42
7088,30188
709,25394
7090,25795
7091,30438
7092,25795
7093,1831
7096,88825
710,80699
7100,81179
7101,145709
7102,86625
7103,25795
7111,25188
7112,21522
7113,83147
7114,92765
7115,25795
7117,127691
7122,699
7124,141211
7126,83147
7127,25795
7129,30557
713,1831
7130,30292
7131,1335
7135,25795
7136,30482
7137,21522
7140,25795
7141,141335
7142,30424
7143,135223
7147,30283
7151,21484
7152,21522
7153,30307
7154,25795
7156,135223
7162,21522
7163,84107
7167,107226
7169,42
7173,30188
7174,135223
7179,25795
7182,25795
7183,30320
7184,30320
7188,82114
7190,23
7192,1291
7193,135223
720,25298
7200,29923
7201,30482
7202,30188
7203,21484
7205,107172
7207,42
7212,136292
7215,25795
7218,30557
722,80515
7220,30216
7221,21484
7223,80946
7224,135223
7227,1291
7234,107335
7235,25795
7239,23
724,452
7240,42
7241,30320
7242,30188
7243,145709
7244,141335
7249,30240
7251,699
7253,135223
7254,30200
7256,30141
7257,25795
7258,30188
726,141372
7260,30188
7262,135223
7265,25795
7266,25795
7268,25795
727,14726
7276,21522
7277,30482
7278,141335
728,25394
7281,30240
7282,107226
7283,30557
7285,1335
7286,141335
7288,107335
7289,488
7290,25795
7294,87646
7296,42
7298,127691
7299,23
7301,25795
7302,30185
7306,127691
7313,127691
7316,132717
732,14726
7321,25795
7324,42
7328,25795
733,14726
7331,127691
7333,141335
7335,25795
7336,78864
7337,25795
7338,80946
734,9076
7340,127691
7341,42
7346,30141
7350,141335
7353,25795
7355,1335
7360,1335
7362,25795
7363,25795
7364,30477
7365,25795
7366,30308
737,25298
7377,30482
7379,30292
7382,25795
7383,132717
7388,25795
7391,30292
7395,25795
7398,25795
74,30382
740,14726
7401,141335
7404,25795
744,149614
745,21230
746,141372
747,149614
749,30411
75,86645
750,107186
7544,1487
7545,80158
7546,149826
7547,137502
7548,81705
7549,82090
7550,25211
7552,83607
7553,81705
7554,145708
7555,25188
7556,29322
7557,145695
7558,145708
7559,15094
7560,25355
7561,14820
7562,141592
7563,15094
7564,25188
7565,141592
7567,136762
7568,127599
7569,83607
7570,1465
7571,83607
7572,137502
7573,1465
7574,145708
7575,80158
7576,107329
7577,9364
7578,90510
7579,29322
758,141372
7580,25188
7581,107329
7582,90510
7583,141592
7584,136762
7585,79111
7586,1467
7587,83607
7588,145708
7589,149826
7590,9364
7591,141592
7592,107329
7593,9274
7594,83607
7595,78954
7597,149826
7598,21195
7599,140988
76,1348
760,149686
7600,136762
7601,141362
7602,140988
7603,136762
7604,141592
7605,136158
7615,1487
7616,136762
7618,83607
7619,141592
7620,29322
7621,83607
7622,83607
7623,149826
7624,1479
7625,83966
7626,149826
7627,83607
7628,1479
7629,149826
7630,1465
7631,83607
7632,145696
7633,1972
7634,145696
7635,1465
7636,141362
7637,137673
7638,136762
7639,9274
7640,149613
7641,80158
7642,83607
7643,80158
7644,80158
7645,141592
7646,136762
7647,1467
7648,9364
7649,25211
7650,136762
7651,15094
7652,80158
7653,29322
7654,1467
7655,1479
7656,149613
7657,80158
7658,15091
7659,25211
766,107281
7660,1972
7661,80158
7663,83607
7664,136762
7665,150014
7666,136762
7667,83607
7668,145696
7669,1487
7670,136762
7671,136762
7672,145696
7673,24966
7674,140988
7675,145696
7676,9364
7677,80158
7678,14820
7679,145696
768,30023
7680,141362
7681,145708
7682,15094
7683,137502
7684,141573
7686,9364
7687,81705
7688,140988
7689,82090
769,21230
7690,136762
7691,140988
7692,127599
7693,136158
7694,149981
77,141044
7708,146
7709,78
7713,83923
7714,83923
7719,83923
772,83147
7720,79
7725,78
7726,79
7739,149981
7740,79
7741,79
7743,83923
7745,146
7746,79
7752,79
7758,83923
7760,79
7761,105
7764,83923
7765,105
7769,83923
777,82332
7770,83923
7773,146
7781,83923
7783,83923
7785,83923
779,25298
7791,79
7794,1726
7798,79
78,30425
7800,83923
7802,79
7806,79
7807,107335
7808,146
781,149663
7814,105
7816,83923
7817,83923
7819,79
782,84414
7824,146
7826,80977
783,79098
7857,2040
786,30138
7866,141764
787,87250
788,81698
789,49
7897,134625
79,30382
7908,79781
791,141372
7912,2045
7917,80950
792,140988
7967,2022
797,141372
7979,2088
798,30014
7981,107338
7985,2040
799,141372
7994,84179
7996,141764
7998,2132
8,84694
80,84128
8000,134625
8001,30596
8002,7
8007,135985
8009,89414
8011,89414
8020,2022
8022,369
8023,2011
8024,107338
8025,30582
8028,84179
803,1922
8034,84179
8039,369
804,1916
8045,30477
8046,253
8048,369
805,26171
8050,134625
8055,360
8059,2010
806,78944
8061,135985
8062,2088
8063,7
8064,88095
8066,2010
807,131566
8070,134625
8075,2109
8076,7
8077,369
808,1968
8081,2022
8082,2088
8083,30580
8086,2022
809,1480
8091,7
8096,141764
8098,84179
81,1342
810,278
8102,2040
8105,80740
8107,2088
811,81919
8112,141592
8118,79781
812,87705
8126,2088
8127,2022
813,25676
8130,141764
8133,2088
8137,30596
8139,134625
814,131566
815,141632
8151,2022
8153,141592
8156,2088
8158,2132
816,141631
8164,2040
8165,107335
8167,107338
8169,2040
817,131566
8171,2123
8174,369
8177,141420
818,107330
8184,2010
819,253
8194,2088
8199,2022
82,30241
8200,135985
8204,137616
8205,137675
8208,83927
821,30568
8212,78588
822,1938
8221,150014
8225,107245
8226,107338
823,141484
8233,107335
8234,107338
8235,2077
824,107341
8240,2040
8244,141592
8245,88095
8249,2132
825,81919
8250,83157
8252,88095
8254,30580
8255,141573
8257,134625
826,25676
8265,88095
8268,2040
827,81919
8270,2023
8275,80740
8276,2022
8277,2132
8279,107338
828,253
8282,2132
8287,107245
829,81919
8294,2022
8295,306
8296,107338
8297,107335
83,15345
830,81919
8301,369
8307,30596
8310,369
8319,107338
832,107330
8322,369
8323,2022
8326,107245
833,130794
8332,107338
8333,369
8334,2088
834,87705
8342,134625
8345,2088
8347,2132
835,131566
8352,88095
8354,30580
8359,360
8362,84179
8363,79781
8364,30529
8368,2132
8369,134625
8371,88095
8372,137675
838,26244
8383,107338
8386,88095
8388,2011
839,81919
8394,78914
840,82140
8401,134625
841,253
8411,83927
8413,2022
8417,2132
8420,7
8421,30580
8425,2045
8428,83927
843,1919
8432,2022
8433,369
8435,7
8436,107335
844,29323
8440,141764
8441,2132
8442,369
8447,369
845,87705
8450,369
846,87705
8461,107338
8462,2088
8464,134625
8471,2132
848,25676
8480,342
8482,2022
8483,2088
8485,2132
8486,2022
8489,7
849,87705
8490,2132
8498,141764
85,83592
850,107330
8504,134625
851,87705
8511,107335
8512,107335
8513,78914
8514,369
852,253
8529,83927
853,253
8532,107245
8538,134625
854,145846
8542,2022
8543,84180
8548,2088
855,87705
8551,107335
8553,2040
8554,83927
8557,2023
8558,141573
8560,2132
8565,79168
8569,88095
857,80986
8571,107338
8572,88095
8574,2010
858,107341
8580,2088
8583,2132
8585,2022
8588,78588
8589,2040
859,81919
8593,253
86,641
860,107330
8609,7
861,145846
8611,2023
8614,78586
8618,83927
8619,30416
862,81919
863,87705
8632,2022
8635,107335
8636,88095
8639,2022
8641,2022
8642,107335
8649,88095
8651,2022
8652,107338
8653,107335
8656,107335
8658,88095
866,107330
8663,88095
8664,2132
8665,88095
8667,107245
8668,2045
8669,84180
867,253
8672,251
8673,88095
8674,2010
868,134063
8680,141764
8684,2132
8689,107335
869,253
8699,107245
8700,2132
8704,30551
8708,107335
8709,253
8711,2010
8713,84180
8717,2023
8718,2022
872,81002
8722,2132
8723,251
8728,2132
873,1974
8732,134625
8734,2022
8736,2023
8738,82060
874,253
8743,128582
8746,2132
8748,88095
875,131566
8753,83939
8755,107335
8756,30283
876,26623
8762,83927
8764,137675
8765,141592
877,81919
8770,2022
8773,2022
8774,2022
8775,88095
8776,2022
8778,107245
878,1956
8784,88095
8787,107335
879,82135
8792,368
8794,2022
8796,84179
88,80115
880,141592
8800,141764
8801,251
8804,2123
8805,2132
8809,88095
881,87705
8811,141764
8812,89414
8814,107245
8815,107245
8818,88095
882,253
8821,2088
8825,141592
8826,369
8828,107335
883,81919
8830,251
8831,2022
8832,30583
8835,134625
8836,141764
8837,107335
8838,141573
8839,88095
8841,107335
8843,145968
8844,134625
8846,30551
8847,30551
8849,355
885,82135
886,81919
8867,87639
8872,89169
8885,88030
8894,28100
8896,355
8897,133242
89,1341
8905,86265
8919,133242
8920,355
8923,146263
8934,82974
8938,88239
8951,133242
8952,89959
8962,18632
8998,130580
9,84694
90,30425
9006,87639
9013,19094
9021,28100
9034,18667
9035,130017
9042,133242
9044,133242
9045,88239
9048,132869
9051,300
9056,87639
9081,133242
9082,85532
9099,18738
91,79098
9109,19118
9112,18738
9118,142061
9133,146676
9134,133242
9175,18632
9180,18632
9186,89169
9191,28145
92,84128
9200,300
9208,84526
9218,142096
9224,355
9239,142096
9243,87861
9266,86402
9267,142096
9270,150543
9277,142096
9282,150446
9286,150543
9296,85399
93,698
9304,135291
9306,129792
931,141977
9314,142071
9319,87861
9322,90124
933,87940
934,211
9342,142024
9350,136994
9371,87639
9386,90968
9392,300
9395,300
94,30265
9407,88342
9408,135660
9409,300
942,87940
944,141820
9455,87639
9457,300
947,208
9470,87611
9472,87639
9476,142106
95,84694
950,78945
951,208
952,90124
953,208
959,87940
96,107230
961,208
963,208
975,211
98,1342
983,141820
986,141977
987,87940
99,80115
990,78945
9902,85837
994,141977
9947,84945
995,78945
9958,142283
9974,136223
9992,142283
9993,84945
