StandID,StandCN
2976,1909
2978,1910
2979,1909
2980,25676
2981,1974
2985,149613
2987,1909
2988,26721
2989,1909
299,149468
2990,135945
2991,130845
2992,16417
2993,132974
2994,145846
2995,9762
2996,82140
2997,30570
2998,1956
2999,135945
300,694
3000,82140
3001,1961
3002,80549
3003,134063
3004,1893
3005,82140
3006,81919
3007,82135
3008,141688
3009,82140
301,84117
3010,145708
3011,83931
3012,130794
3014,1893
3015,1909
3016,16417
3017,9762
3018,1909
3019,26194
302,141044
3020,137820
3021,141755
3022,82140
3023,149613
3024,82140
3025,1909
3026,1961
3027,135945
3028,82140
3029,137820
303,141044
3030,141688
3031,82140
3032,146012
3033,141632
3034,132974
3035,1938
3036,141755
3037,145846
3038,1898
3039,1975
304,145696
3040,1919
3041,14318
3042,82140
3043,1961
3044,137783
3045,141688
3046,130794
3047,1909
305,141044
3050,79948
3051,82135
3052,88920
3053,1893
3054,16663
3055,145696
3056,90431
3057,134063
3058,83378
3059,1909
3060,1961
3061,1890
3062,1890
3063,1975
3064,1916
3065,14519
3066,26171
3067,79114
3069,1936
307,30138
3070,1956
3071,79948
3072,145708
3074,1436
3075,1968
3076,83378
3079,1961
308,141044
3080,145846
3082,146062
3083,82140
3084,137820
3086,278
3087,83378
3088,16418
3089,208
3090,141632
3092,1916
3093,1909
3094,231
3095,79172
3096,137905
3098,1893
3099,130794
31,84694
310,141156
3100,134063
3101,145708
3102,82140
3103,81919
3104,79172
3105,141632
3109,26721
3110,79948
3111,269
3112,134063
3113,141688
3114,141632
3115,81919
3117,149613
3118,260
3119,79114
3120,233
3121,88920
3122,81919
3123,26721
3124,83931
3125,82140
3126,16062
3127,82140
3128,135945
3129,134063
3130,83378
3131,16418
3132,21132
3133,16154
3134,141631
3135,90510
3136,1893
3137,79948
3138,141539
3139,231
314,107212
3140,1975
3141,88920
3142,26420
3145,1961
3146,1890
3148,1961
3149,16418
315,145696
3150,1909
3151,130794
3153,25676
3154,79948
3155,135945
3156,1909
3157,16417
3159,1893
316,145696
3160,82140
3161,135945
3162,208
3163,26655
3165,1968
3167,16062
3168,145846
3169,1961
317,141044
3170,1916
3171,88920
3174,26194
3176,141688
3177,26194
3179,1916
3180,130794
3181,83378
3182,141631
3184,16417
3185,83378
3187,134063
319,1831
3190,1890
3191,150178
3192,107330
3193,141734
3195,130794
3196,1893
3198,132974
3199,146062
32,30241
320,141044
3200,81919
3201,135945
3202,1916
3203,1890
3204,83378
3205,79172
3206,82140
3207,1961
3208,268
3209,1909
321,30425
3210,82140
3211,137905
3212,1960
3213,1909
3214,16857
3215,1893
3216,1456
3217,25676
3218,1909
3219,1975
322,141044
3220,87705
3221,1890
3222,132974
3223,26194
3224,79948
3225,141632
3226,131566
3228,268
3229,83378
3230,1992
3231,268
3233,141631
3235,132974
3236,1890
3237,1909
3238,30586
3239,1909
324,141044
3240,1893
3241,83378
3242,1893
3243,131566
3244,30570
3245,130044
3246,135945
3247,231
3248,1961
3249,82140
325,1831
3250,134063
3251,1916
3252,278
3253,1961
3254,1909
3255,1465
3256,1961
3257,268
3258,82140
3259,132974
326,14964
3260,16417
3261,141631
3263,88160
3264,268
3266,268
3267,80549
3268,141688
3269,149613
327,107230
3271,268
3272,134063
3273,134063
3274,149613
3275,83378
3276,150070
3277,130794
3278,16663
3279,134063
328,141044
3281,1909
3282,26194
3283,107333
3285,79172
3286,145696
3287,16417
3288,1909
3289,146012
3290,1975
3291,141632
3292,1961
3294,128333
3297,1961
3298,1890
330,9366
3301,26721
3302,1992
3304,137820
3305,16833
3306,78944
3307,82140
3308,82140
331,141044
3311,1893
3312,26194
3313,79948
3314,132974
3316,83378
3317,137820
3318,26457
332,141044
3320,135945
3322,136139
3325,137820
3326,1974
3327,145708
3328,1916
3329,135945
333,107230
3330,16417
3331,132974
3332,236
3333,83378
3334,82140
3336,1893
3337,135945
3338,1456
3339,149877
334,107230
3340,1916
3342,16417
3344,83378
3345,25676
3346,268
3347,135945
3348,82140
3349,231
3350,145846
3351,16663
3352,1961
3353,134063
3354,130044
3355,1893
3356,141632
3357,1909
3358,79948
3361,1465
3362,135945
3363,141734
3364,82140
3365,135945
3366,16062
3368,134063
3369,30568
3370,82135
3371,130794
3372,81922
3373,1909
3374,135945
3375,82140
338,30197
3380,137820
3381,130794
3382,130794
3383,82140
3384,137820
3385,141755
3386,130794
3387,145846
3388,149877
3389,145846
339,14094
3390,1961
3391,137820
3392,79948
3393,141688
3394,83378
3395,137820
3398,1915
3399,81922
34,149569
3400,82140
3401,1909
3402,132974
3404,1893
3406,1893
3409,141779
3410,130845
3411,82140
3412,80549
3413,145967
3414,83378
3415,21924
3416,1893
3417,231
3418,1916
3419,233
342,141372
3420,130794
3421,16417
3423,1893
3424,141755
3425,141688
3426,107330
3427,1968
3428,83378
3429,131566
3430,231
3431,83378
3432,1992
3433,150319
3434,150319
3435,78608
3436,141631
3437,1460
3438,16062
3439,82140
344,14094
3441,82133
3442,1890
3443,141688
3444,82140
3446,133552
3447,135945
3448,1909
3449,135945
3450,81918
3451,130794
3452,1968
3453,283
3454,233
3455,26194
3456,1909
3457,83378
3458,82140
3459,246
346,84117
3462,137820
3463,1909
3464,1909
3465,141688
3466,253
3467,83378
3468,78942
3469,1961
347,141132
3470,83378
3471,83378
3472,1992
3473,83378
3474,1890
3475,82140
3476,79172
3477,231
3479,137661
348,9366
3480,1916
3481,1968
3482,1916
3483,26194
3485,134063
3486,141631
3488,1909
3489,233
349,693
3490,107333
3491,1992
3493,81918
3494,145696
3495,137820
3496,26419
3497,145846
3498,83378
3499,136139
350,145696
3500,283
3501,16417
3503,130794
3505,149877
3507,26194
3509,16062
351,141044
3510,1893
3511,1961
3512,1893
3513,137488
3514,135945
3515,128492
3516,149877
3517,1961
3518,149613
3519,135081
3520,16417
3522,1916
3523,269
3524,26721
3525,1916
3527,82135
3528,82140
3529,79178
353,29402
3530,1916
3532,268
3533,9761
3534,82140
3535,1975
3536,135945
3537,16062
3538,79172
3539,83381
354,145696
3540,149877
3541,135081
3542,1878
3543,1909
3544,146062
3546,1961
3547,141632
3548,83378
3549,141755
3550,90431
3552,26194
3553,141734
3554,1456
3555,137820
3556,208
3557,132974
3558,146062
3559,145696
356,141044
3560,1893
3561,1909
3562,83378
3563,137820
3564,83370
3565,26457
3566,81919
3567,25676
3568,135945
3569,82140
357,84117
3570,233
3571,1968
3573,278
3574,1458
3576,135081
3577,1961
3578,1893
3579,141631
358,30202
3580,26194
3581,1992
3582,30561
3583,1893
3584,1968
3585,16062
3586,1909
3587,128333
3588,1918
3589,208
359,30241
3590,25676
3591,137792
3592,82133
3593,82140
3594,1961
3596,1938
3598,1890
3599,133827
36,30265
360,9366
3600,21132
3603,83378
3604,107330
3605,1465
3606,141734
3607,80549
3608,137820
3609,83378
361,145519
3610,83378
3611,141573
3612,79948
3613,16663
3614,135945
3615,26457
3616,83378
3617,1918
3618,9849
3619,90510
362,145696
3620,141734
3621,1456
3622,1972
3623,26194
3624,83378
3625,30561
3626,1916
3627,78608
3628,145708
3629,80127
3630,137783
3631,233
3632,1465
3633,130972
3634,1893
3635,130794
3637,88920
3638,208
3639,141734
3642,1968
3643,1916
3644,80549
3646,1961
3647,130044
3648,26420
3649,1910
3650,83931
3651,1909
3652,137820
3653,79948
3654,141631
3655,283
3656,1961
3658,1909
3659,26721
3660,135945
3661,82135
3662,141631
3663,79948
3664,79948
3665,149613
3666,135081
3667,208
3668,82140
3669,16062
3671,1992
3672,134063
3673,25005
3679,82108
3681,26194
3684,16378
3685,135130
3686,149613
3687,1890
3689,1909
3690,26194
3691,141657
3693,149613
3694,16417
3695,79948
3696,79178
3697,137783
3699,83931
3700,16663
3701,135945
3702,149613
3703,145708
3706,135945
3707,1893
3709,136139
3711,82140
3712,1938
3713,1992
3714,81922
3715,1465
3716,135945
3717,79948
3720,79178
3721,80549
3722,135945
3723,1456
3725,136139
3727,130044
3728,83378
3729,26194
3730,141755
3731,132974
3732,16378
3736,1909
3737,80549
3738,26194
3739,135945
3740,1956
3741,26194
3742,83378
3743,1893
3744,83378
3746,81918
3747,83378
3749,83378
375,107226
3750,1909
3752,88920
3754,1898
3755,141632
3757,1893
3758,82140
3759,1916
3760,135945
3761,1890
3762,79172
3764,83931
3765,79114
3767,137820
3769,1907
3771,137820
3772,137661
3773,21132
3774,141632
3775,1916
3777,141631
3779,16417
3780,16417
3782,16417
3783,82140
3784,26721
3786,141688
3787,1915
3788,1909
3793,1909
3794,1909
3795,79114
3796,137820
3798,1890
38,84694
3800,1909
3802,137661
3803,132974
3805,82140
3806,145708
3807,137905
3810,135945
3813,1476
3814,1909
3815,26420
3818,83931
3821,135945
3822,149613
3823,137783
3824,1909
3825,135945
3827,1909
3829,145708
3830,21132
3832,82140
3836,1893
3837,1909
3838,80549
3839,80549
3841,26420
3844,80549
3845,79172
3847,1909
3852,149458
3853,80747
3857,13552
3860,149604
3861,81667
3862,13552
3866,149718
3867,149296
3869,78869
3876,486
3877,149458
3878,149458
3881,13552
3886,672
3889,149458
389,83360
3891,137251
3893,1490
3896,145708
3898,149458
39,30265
390,30086
3900,149458
3905,648
3907,21164
3908,8978
3909,672
3910,648
3911,648
3912,15453
3913,80747
3915,1436
3916,128758
3917,672
3919,672
3920,483
3922,442
3923,1436
3924,25190
3925,672
3926,672
3928,9144
3929,80747
3930,15453
3932,145410
3933,1436
3934,645
3935,568
3936,1436
3938,672
3939,1436
3940,1436
3942,568
3944,622
3945,8977
3946,622
3947,645
3950,672
3951,149506
3952,483
3954,145696
3955,149549
3957,1242
3958,84117
3959,645
396,30307
3960,145654
3961,145654
3962,9144
3963,130485
3964,84124
3966,140988
3967,14094
3969,629
397,30086
3971,578
3972,645
3974,25676
3975,9144
3977,629
3978,140988
3979,25676
398,129562
3981,925
3982,131936
3983,9011
3984,14820
3985,145696
3987,629
3988,30183
3989,9144
3990,629
3992,21295
3994,629
3995,15094
3996,140988
4,80115
40,30241
4001,84124
4002,140988
4003,25676
4005,140988
4006,14858
4008,422
4010,25355
4011,145345
4013,24743
4014,149348
4016,80577
4017,140988
4018,149348
402,107226
4020,1242
4021,141156
4022,645
4023,9144
4024,140988
4025,469
4026,25676
4027,21133
4029,136783
4030,140988
4031,83591
4032,140988
4033,14820
4034,149468
4037,21166
4038,141372
4041,79192
4042,24743
4044,136783
4045,78844
4046,578
4047,25107
4048,135130
4049,149348
4050,9144
4053,430
4054,9144
4058,24743
4059,140988
406,29258
4060,140988
4061,381
4062,130600
4063,496
4064,141372
4065,145696
4066,140988
4067,83964
4068,135130
4069,21195
407,30216
4071,84124
4072,14094
4074,9144
4075,133760
4076,140988
4078,393
4080,9011
4081,78844
4083,149348
4087,140988
4088,622
4090,14820
4092,14583
4093,130485
4094,140988
4095,140988
4096,926
4097,137614
4100,140988
4102,629
4103,78876
4104,140988
4105,140988
4106,1242
4107,645
4108,615
4109,496
411,30292
4111,14058
4112,140988
4113,645
4114,926
4115,629
4116,140988
4117,9144
4118,78863
412,30378
4120,9144
4122,140988
4124,84124
4127,9144
4128,137412
4129,496
413,141372
4130,629
4131,25676
4132,15094
4133,24714
4134,25078
4137,145345
4138,140988
4139,84118
4141,140988
4144,136783
4145,393
4147,140988
4148,140988
4149,629
415,140988
4150,140988
4151,145654
4152,30378
4153,629
4155,88132
4156,135130
4158,149348
4159,421
4160,623
4161,9144
4162,145386
4163,21197
4164,578
4165,25429
4166,25355
4167,1242
4168,645
417,149663
4170,21295
4172,25676
4173,629
4175,21166
4178,140988
4179,469
418,2125
4180,421
4181,140988
4182,140988
4183,140988
4184,25355
4185,14820
4187,25676
4189,141044
419,141372
4193,25676
4194,137490
4196,14094
4197,629
4198,140988
4199,81679
42,30265
420,140988
4200,82325
4201,469
4202,629
4203,140988
4204,1887
4205,21133
4206,24685
4207,140988
4208,140988
421,140988
4211,25822
4212,21133
4213,140988
4214,14320
4216,145696
4217,14395
4218,133760
4219,629
422,140988
4220,13960
4221,85715
4222,84124
4223,496
4224,14820
4225,81699
4226,9011
4227,14583
4228,136783
423,25191
4230,29173
4231,24743
4232,145696
4233,629
4234,14320
4235,140988
4238,140988
4239,422
424,140988
4240,140988
4241,645
4242,9
4243,21166
4244,9144
4245,421
4246,140988
4248,629
4249,629
425,140988
4250,135130
4251,145696
4252,24714
4253,84124
4254,145696
4255,145696
4256,140988
4257,136783
4258,645
4259,413
426,149614
4260,1242
4261,135130
4263,645
4264,84118
4265,21295
4266,82093
4267,133760
4268,14820
4269,136783
427,30023
4270,9144
4272,107184
4273,629
4275,496
4276,81020
4277,24714
4281,15345
4282,140988
4283,140988
4284,30183
4285,145519
4287,21166
4288,88132
4289,79192
4290,421
4293,14058
4294,629
4295,133760
4296,24685
4297,137412
4298,140988
4299,14058
43,30241
4301,645
4304,21166
4305,140988
4306,140988
4307,645
4308,140988
4309,140988
431,149614
4311,78863
4312,14058
4314,578
4316,145696
4319,145345
4320,140988
4321,469
4322,140988
4323,145696
4324,9144
4326,9144
4327,9011
4328,926
4329,25355
433,149614
4330,140988
4331,583
4333,140988
4334,136783
4335,149348
4336,645
4337,645
4338,14925
434,9076
4340,9144
4341,24714
4343,9044
4344,14058
4345,78863
4346,24714
4347,14820
4348,140988
4349,130485
4350,84124
4351,496
4352,25676
4353,469
4354,145519
4355,25676
4356,135130
4357,2125
4358,21295
4359,145696
4360,149549
4362,25676
4363,29173
4364,578
4365,25355
4367,140988
4368,140988
4370,141156
4373,25676
4374,140988
4375,145345
4376,9011
4377,140988
4378,629
4379,140988
438,141372
4380,140988
4381,21295
4382,149549
4383,496
4385,140988
4387,9144
4389,145654
439,149614
4390,84124
4392,80153
4393,1342
4394,25677
4395,140988
4396,133760
4397,140988
4398,21196
4399,14583
44,30265
440,149614
4401,140988
4402,81015
4403,578
4404,14583
4405,140988
4406,14820
4407,137411
4408,629
4409,14820
441,149614
4411,25676
4412,149458
4413,14820
4414,25355
4415,149348
4416,629
4419,128758
442,81919
4420,25676
4421,130485
4423,25676
4424,140988
4425,149458
4426,9011
443,140988
4430,149348
4431,21166
4432,8978
4433,85715
4435,141372
4437,14519
4438,136783
4439,9144
444,141372
4440,136783
4441,14820
4442,14094
4443,140988
4444,81015
4445,14094
4446,629
4448,84124
4449,21195
445,149614
4450,629
4451,25355
4452,14820
4453,140988
4454,392
4455,422
4457,25212
4458,14925
446,81698
4460,140988
4462,9144
4464,140988
4465,137615
4466,15094
4468,84124
4469,496
4470,140988
4471,134933
4473,2125
4474,421
4475,14820
4476,25355
4477,84750
4479,21166
4480,392
4481,21195
4482,629
4484,14519
4485,645
4488,13960
4489,629
449,140988
4490,14858
4491,9144
4492,14583
4493,14820
4495,140988
4496,136783
4497,140988
4499,14925
45,30241
450,140988
4500,9144
4501,21166
4503,81679
4504,14820
4505,14820
4506,9011
