Stand_ID,Stand_CN
6718,2927
6719,13145
6720,12771
6721,2936
6722,2927
6723,8508
6724,2936
6725,2927
6726,24817
6727,2927
6728,2927
6729,2936
6730,140916
6731,82594
6732,13120
6733,2936
6898,29223
7107,132649
7108,132649
7109,80177
7110,15883
7406,80108
7407,141410
7408,94483
7409,30076
7410,13707
7411,25553
7412,132649
7413,132649
7414,132649
7415,14401
7416,1529
7417,94291
7418,82352
7419,14401
7420,21582
7421,137193
7422,15665
7423,94291
7424,94291
7425,80108
7426,80108
7427,9330
7428,94291
7429,80108
7430,15694
7431,137264
7432,132649
7433,128738
7434,94483
7435,21582
7436,14401
7437,9506
7438,1529
7439,82352
7440,80108
7441,1644
7442,14401
7443,25763
7444,94483
7445,132649
7446,80108
7447,132649
7448,80108
7449,13707
7450,24658
7451,132649
7452,14401
7453,141410
7454,25763
7455,1644
7456,21582
7457,132649
7458,82352
7459,25798
7460,9330
7461,80104
7462,1644
7463,132649
7464,14401
7465,82352
7466,21487
7467,132649
7468,82352
7469,82352
7470,25763
7471,145323
7472,94483
7473,94291
7474,15763
7475,82352
7476,145323
7477,89552
7478,685
7479,145323
7480,80108
7481,25763
7482,80108
7483,21582
7484,132649
7485,80108
7486,9330
7487,14401
7488,15763
7489,9331
7490,80108
7491,14401
7492,29312
7493,132761
7494,14401
7495,132649
7496,21732
7497,9330
7498,25366
7499,94291
7500,94483
7501,80108
7502,21582
7503,9330
7504,94291
7505,14401
7506,141381
7507,14401
7508,80108
7509,14401
7510,13678
7511,26074
7512,94483
7513,133938
7514,14401
7515,94483
7516,141473
7517,133938
7518,132649
7519,1644
7520,9429
7521,21487
7522,94582
7523,94291
7524,25763
7525,25763
7526,149509
7527,21582
7528,80108
7529,25763
7530,129152
7531,132649
7532,9330
7533,80108
7534,9429
7535,9117
7536,94483
7537,80108
7538,145731
7539,80177
7540,94483
7541,132649
7542,25763
7543,15837
7606,1768
7695,78936
7696,1768
7697,1768
7698,135965
7701,150209
7702,1768
7704,1768
7706,1768
7707,78936
7711,78936
7715,1768
7718,1768
7721,78936
7723,88476
7724,150209
7727,1768
7728,30554
7730,81662
7731,150209
7733,85723
7734,30554
7735,78936
7736,30535
7737,1768
7738,78936
7742,135965
7748,135965
7750,135965
7754,78936
7755,1768
7756,135965
7763,135965
7766,30555
7774,1768
7776,87617
7780,1695
7784,135965
7789,135965
7790,30535
7792,1768
7793,135965
7796,128199
7799,150209
7801,135965
7803,1768
7804,78936
7805,1768
7810,1768
7812,1223
7815,78936
7818,1768
7821,1768
7822,1768
7823,88476
7828,78936
7829,1768
7833,1768
7835,135965
8863,150460
8870,10298
8892,150460
8899,10298
8902,94873
8906,10298
8918,1768
8947,10298
8961,150460
8979,150459
8981,10298
8986,150460
9017,6854
9026,150460
9057,17904
9067,150460
9084,150460
9085,150460
9086,150459
9088,150460
9091,150460
9093,150460
9096,150460
9104,10298
9111,150460
9120,150460
9121,17877
9122,84831
9123,150460
9125,10298
9126,150460
9128,150460
9132,27467
9138,10298
9146,150460
9165,27337
9166,17904
9170,150558
9185,10298
9192,150460
9203,150460
9211,27968
9219,150459
9223,150558
9255,150459
9262,150558
9337,146364
9345,27505
9348,138090
9353,142026
9359,150459
9367,150558
9369,85274
9376,127428
9389,27558
9397,86835
9399,87201
9404,86835
9412,18284
9425,89475
9434,138090
9437,87484
9438,142026
9448,86835
9453,90228
9458,89457
9478,142026
9480,150558
9486,90175
9487,128767
9489,150558
9490,142026
9495,89475
9496,27670
9497,86835
9498,27558
9499,142026
9500,27401
9501,18284
9502,95005
9503,10410
9504,10302
9505,128767
9506,86958
9509,142026
9510,146364
9511,10302
9513,27558
9516,27558
9518,86958
9519,132993
9520,132682
9521,88099
9522,27558
9523,27670
9524,86835
9525,10302
9526,95005
9528,18284
9529,89457
9530,136432
9531,27558
9532,89475
9533,27989
9534,10302
9536,10302
9537,128767
9538,86835
9539,86835
9540,89973
9541,137041
9544,18284
9545,137041
9546,138090
9547,136432
9549,86958
9550,132682
9551,86835
9552,85274
9553,22576
9554,27670
9555,10302
9556,18017
9558,138090
9560,142026
9561,86784
9562,87201
9563,10302
9564,27505
9565,146364
9566,10302
9568,19275
9569,127428
9570,18284
9572,10302
9573,142026
9574,87484
9576,138090
9577,89475
9578,86835
9579,128767
9582,128767
9583,142026
9584,27558
9585,86835
9587,128767
9589,18284
9590,22652
9591,136432
9593,128767
9594,128767
9595,18181
9596,10302
9597,132682
9598,142026
9599,95019
9600,132965
9601,86835
9602,142026
9603,27558
9604,27505
9605,84594
9606,27558
9607,146225
9608,142026
9639,27453
9641,27453
9741,17931
9744,27453
9763,27453
9788,10365
9790,17931
9792,17931
9804,27453
9809,150459
9815,17931
9818,17931
9821,27453
9824,150459
9825,150459
9835,94751
9853,90228
9873,27453
9875,17931
9934,19320
