"standid","parcelid","acres","core","fl","fm","fs","nl","nm","ns","sm","ss","wa_inner","wa_outer","fsc","parcelacres","fsccore","baucore","nonrip_fsc","nonrip_bau","baurip_nc","state"
"8369",63,"2.5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","2.55","2.55","0","OR"
"8370",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8371",63,"1.1","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","1.11","1.11","0","OR"
"8372",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8373",63,"5","0.49","0","0","0","0","0","0","0.35","0","0","0","0.35","4237","0.85","0.49","4.15","4.15","0.85","OR"
"8374",63,"5","0.29","0","0","0.29","0","0","0","0","0","0","0","0.29","4237","0.58","0.29","4.42","4.42","0.58","OR"
"8375",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8376",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8377",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8378",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8379",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8380",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8381",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8382",63,"4.9","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.93","4.93","0","OR"
"8383",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8384",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8385",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8386",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8387",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8388",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8389",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8390",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8391",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8392",63,"3","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","2.97","2.97","0","OR"
"8393",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8394",63,"2.2","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","2.17","2.17","0","OR"
"8395",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8396",63,"5","0.47","0","0.47","0","0","0","0","0","0","0","0","0.47","4237","0.93","0.47","4.07","4.07","0.93","OR"
"8397",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8398",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8399",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8400",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8401",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8402",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8403",63,"4.7","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.73","4.73","0","OR"
"8404",63,"4.9","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.85","4.85","0","OR"
"8405",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8406",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8407",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8408",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8409",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8410",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8411",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8412",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8413",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8414",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8415",63,"1.6","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","1.6","1.6","0","OR"
"8416",63,"5","0.01","0","0","0","0","0","0","0","0","0","0","0","4237","0.01","0.01","4.99","4.99","0.01","OR"
"8417",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8418",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8419",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8420",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8421",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8422",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8423",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8424",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8425",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8426",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8427",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8428",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8429",63,"5","0.15","0","0","0.15","0","0","0","0","0","0","0","0.15","4237","0.3","0.15","4.7","4.7","0.3","OR"
"8430",63,"2.3","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","2.34","2.34","0","OR"
"8431",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8432",63,"2.5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","2.54","2.54","0","OR"
"8433",63,"1","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","1.04","1.04","0","OR"
"8434",63,"4.9","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.9","4.9","0","OR"
"8435",63,"3.2","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","3.17","3.17","0","OR"
"8436",63,"3.4","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","3.44","3.44","0","OR"
"8437",63,"5","0.48","0","0.44","0","0","0","0","0","0","0","0","0.44","4237","0.92","0.48","4.08","4.08","0.92","OR"
"8438",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8439",63,"5","0.43","0","0","0.36","0","0","0","0","0","0","0","0.36","4237","0.78","0.43","4.22","4.22","0.78","OR"
"8440",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8441",63,"4.7","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.73","4.73","0","OR"
"8442",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8443",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8444",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8445",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8446",63,"5","0.41","0","0","0.41","0","0","0","0","0","0","0","0.41","4237","0.82","0.41","4.18","4.18","0.82","OR"
"8447",63,"3.3","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","3.29","3.29","0","OR"
"8448",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.98","4.98","0","OR"
"8449",63,"4.2","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.15","4.15","0","OR"
"8450",63,"5","0.57","0","0.1","0","0","0.29","0","0","0","0","0","0.39","4237","0.96","0.57","4.04","4.04","0.96","OR"
"8451",63,"4.3","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.31","4.31","0","OR"
"8452",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8453",63,"5","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","5","5","0","OR"
"8454",63,"2.9","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","2.94","2.94","0","OR"
"8455",63,"4.9","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","4.93","4.93","0","OR"
"8456",63,"3.3","0","0","0","0","0","0","0","0","0","0","0","0","4237","0","0","3.34","3.34","0","OR"
"8457",30,"1.7","0","0","0","0","0","0","0","0","0","0.09","0.23","0.49","630","0.49","0","1.16","1.34","0.31","WA"
"8458",30,"1.3","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","1.3","1.3","0","WA"
"8459",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8460",30,"5","0.8","0","0","0","0","0","0","0","0","0.09","1.52","3.11","630","3.9","0.8","1.1","2.59","2.41","WA"
"8461",27,"5","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","5","5","0","WA"
"8462",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8463",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8464",30,"5","2.18","0","0","0","0","0","0","0","0","0","2.78","2.82","630","5","2.18","0","0.04","4.96","WA"
"8465",30,"5","1.17","0","0","0","0","0","0","0","0","0.78","2.39","3.78","630","4.95","1.17","0.05","0.66","4.34","WA"
"8466",27,"5","0","0","0","0","0","0","0","0","0","0","0","0.69","638","0.69","0","4.31","5","0","WA"
"8467",30,"5","1.21","0","0","0","0","0","0","0","0","0.5","2.04","2.96","630","4.16","1.21","0.84","1.26","3.74","WA"
"8468",30,"1.9","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","1.85","1.85","0","WA"
"8469",30,"5","0","0","0","0","0","0","0","0","0","0.05","0.22","0.48","630","0.48","0","4.52","4.73","0.27","WA"
"8470",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8471",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8472",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8473",30,"2.9","0","0","0","0","0","0","0","0","0","0.05","0.05","0.58","630","0.58","0","2.32","2.8","0.1","WA"
"8474",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8475",32,"4","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","3.98","3.98","0","WA"
"8476",27,"2.9","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","2.89","2.89","0","WA"
"8477",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8478",30,"5","0.18","0","0","0","0","0","0","0","0","0.45","0.65","1.4","630","1.58","0.18","3.42","3.73","1.27","WA"
"8479",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8480",30,"3.7","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","3.75","3.75","0","WA"
"8481",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8482",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8483",30,"5","0.86","0","0","0","0","0","0","0","0","0","1.32","1.97","630","2.83","0.86","2.17","2.82","2.18","WA"
"8484",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8485",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8486",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8487",32,"3","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","2.99","2.99","0","WA"
"8488",30,"2.1","0","0","0","0","0","0","0","0","0","0.01","0.03","0.22","630","0.22","0","1.83","2.02","0.04","WA"
"8489",30,"5","1.15","0","0","0","0","0","0","0","0","0.54","2.14","3.1","630","4.24","1.15","0.76","1.18","3.82","WA"
"8490",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8491",30,"5","0.69","0","0","0","0","0","0","0","0","0.12","1.15","1.56","630","2.25","0.69","2.75","3.03","1.97","WA"
"8492",30,"3.5","0.1","0","0","0","0","0","0","0","0","0.06","0.19","2.43","630","2.53","0.1","0.98","3.16","0.35","WA"
"8493",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8494",32,"5","0.41","0","0","0","0","0","0","0","0","0.16","0.81","1.67","583","2.08","0.41","2.92","3.62","1.38","WA"
"8495",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8496",30,"5","0.13","0","0","0","0","0","0","0","0","0.41","0.58","1.28","630","1.41","0.13","3.59","3.88","1.12","WA"
"8497",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8498",30,"5","0","0","0","0","0","0","0","0","0","0.06","0.37","0.68","630","0.68","0","4.32","4.57","0.43","WA"
"8499",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8500",30,"1.8","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","1.79","1.79","0","WA"
"8501",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","4.99","4.99","0","WA"
"8502",30,"5","0.18","0","0","0","0","0","0","0","0","0.45","0.65","1.41","630","1.59","0.18","3.41","3.73","1.27","WA"
"8503",32,"5","0.9","0","0","0","0","0","0","0","0","0","1.39","2.17","583","3.08","0.9","1.92","2.7","2.3","WA"
"8504",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8505",27,"1.9","0.08","0","0","0","0","0","0","0","0","0.32","0.38","1.28","638","1.36","0.08","0.58","1.15","0.78","WA"
"8506",30,"5","0.62","0","0","0","0","0","0","0","0","0.14","1.25","1.79","630","2.42","0.62","2.58","2.99","2.01","WA"
"8507",30,"5","0","0","0","0","0","0","0","0","0","0.22","0.37","0.86","630","0.86","0","4.14","4.42","0.58","WA"
"8508",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8509",30,"5","0","0","0","0","0","0","0","0","0","0","0.04","0.16","630","0.16","0","4.84","4.96","0.04","WA"
"8510",30,"5","1.24","0","0","0","0","0","0","0","0","0.54","2.13","3.11","630","4.35","1.24","0.65","1.09","3.91","WA"
"8511",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8512",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8513",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8514",30,"2.2","0.4","0","0","0","0","0","0","0","0","0.42","0.02","1.31","630","1.71","0.4","0.46","1.33","0.84","WA"
"8515",32,"2.3","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","2.32","2.32","0","WA"
"8516",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8517",30,"5","0.86","0","0","0","0","0","0","0","0","0.3","1.4","2.01","630","2.88","0.86","2.12","2.44","2.56","WA"
"8518",30,"5","1.68","0","0","0","0","0","0","0","0","0.3","2.33","2.88","630","4.57","1.68","0.43","0.68","4.32","WA"
"8519",30,"5","0.84","0","0","0","0","0","0","0","0","0.11","1.39","1.84","630","2.67","0.84","2.33","2.67","2.33","WA"
"8520",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8521",27,"2.3","0.66","0","0","0","0","0","0","0","0","0.35","1.12","1.6","638","2.26","0.66","0.03","0.15","2.13","WA"
"8522",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8523",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8524",30,"1.4","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","1.41","1.41","0","WA"
"8525",27,"5","0.58","0","0","0","0","0","0","0","0","0.32","1.15","1.81","638","2.39","0.58","2.61","2.96","2.04","WA"
"8526",27,"4.5","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","4.45","4.45","0","WA"
"8527",30,"4.7","1.07","0","0","0","0","0","0","0","0","0.35","1.68","2.27","630","3.34","1.07","1.35","1.59","3.1","WA"
"8528",30,"4.5","0.78","0","0","0","0","0","0","0","0","0.4","1.37","2.1","630","2.88","0.78","1.62","1.95","2.55","WA"
"8529",27,"5","0.91","0","0","0","0","0","0","0","0","0","1.34","2.07","638","2.98","0.91","2.02","2.75","2.25","WA"
"8530",27,"5","0","0","0","0","0","0","0","0","0","0.16","0.35","0.75","638","0.75","0","4.25","4.49","0.51","WA"
"8531",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8532",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8533",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8534",27,"2.4","0.6","0","0","0","0","0","0","0","0","0","0.82","1.31","638","1.91","0.6","0.47","0.96","1.43","WA"
"8535",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8536",30,"5","1","0","0","0","0","0","0","0","0","0.51","1.56","2.39","630","3.39","1","1.61","1.93","3.07","WA"
"8537",30,"5","0.36","0","0","0","0","0","0","0","0","0.32","0.89","1.54","630","1.9","0.36","3.1","3.43","1.57","WA"
"8538",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8539",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8540",30,"4.6","0.46","0","0","0","0","0","0","0","0","0.13","0.89","1.29","630","1.76","0.46","2.8","3.08","1.48","WA"
"8541",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8542",30,"3.1","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","3.07","3.07","0","WA"
"8543",30,"5","1.04","0","0","0","0","0","0","0","0","0.51","1.64","2.47","630","3.51","1.04","1.49","1.81","3.19","WA"
"8544",30,"5","0.27","0","0","0","0","0","0","0","0","0","0.42","1.39","630","1.67","0.27","3.33","4.3","0.7","WA"
"8545",30,"2.9","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","2.94","2.94","0","WA"
"8546",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8547",30,"5","0.29","0","0","0","0","0","0","0","0","1.48","2.01","3.08","630","3.38","0.29","1.62","1.21","3.79","WA"
"8548",32,"5","1.17","0","0","0","0","0","0","0","0","0.1","1.92","3.1","583","4.27","1.17","0.73","1.81","3.19","WA"
"8549",30,"5","0.81","0","0","0","0","0","0","0","0","0.21","1.33","1.85","630","2.66","0.81","2.34","2.65","2.35","WA"
"8550",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8551",30,"5","1.44","0","0","0","0","0","0","0","0","0","1.89","2.96","630","4.4","1.44","0.6","1.67","3.33","WA"
"8552",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8553",32,"4.9","0","0","0","0","0","0","0","0","0","0","0.04","0.23","583","0.23","0","4.7","4.89","0.04","WA"
"8554",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8555",30,"1.5","0.11","0","0","0","0","0","0","0","0","0.1","0","0.59","630","0.71","0.11","0.81","1.3","0.22","WA"
"8556",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8557",27,"5","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","5","5","0","WA"
"8558",27,"3.8","0","0","0","0","0","0","0","0","0","0","0.05","0.94","638","0.94","0","2.87","3.76","0.05","WA"
"8559",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8560",30,"5","0","0","0","0","0","0","0","0","0","0","0","0.04","630","0.04","0","4.96","5","0","WA"
"8561",30,"2.9","0","0","0","0","0","0","0","0","0","0","0.01","0.01","630","0.01","0","2.89","2.9","0.01","WA"
"8562",32,"4.9","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","4.92","4.92","0","WA"
"8563",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8564",27,"5","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","5","5","0","WA"
"8565",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8566",30,"5","0","0","0","0","0","0","0","0","0","0","0","0.03","630","0.03","0","4.97","5","0","WA"
"8567",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8568",30,"3.1","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","3.05","3.05","0","WA"
"8569",27,"5","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","5","5","0","WA"
"8570",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8571",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8572",27,"5","1.16","0","0","0","0","0","0","0","0","0.65","2.11","3.19","638","4.34","1.16","0.66","1.08","3.92","WA"
"8573",30,"3.2","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","3.17","3.17","0","WA"
"8574",30,"5","0","0","0","0","0","0","0","0","0","0","0.08","0.23","630","0.23","0","4.76","4.92","0.08","WA"
"8575",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8576",30,"2.9","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","2.93","2.93","0","WA"
"8577",30,"3","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","2.98","2.98","0","WA"
"8578",30,"5","1.16","0","0","0","0","0","0","0","0","0.63","2.12","3.31","630","4.48","1.16","0.52","1.08","3.92","WA"
"8579",30,"5","0.84","0","0","0","0","0","0","0","0","0","1.17","2.39","630","3.23","0.84","1.77","2.99","2.01","WA"
"8580",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8581",30,"5","0","0","0","0","0","0","0","0","0","0","0","0.01","630","0.01","0","4.99","5","0","WA"
"8582",30,"2.2","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","2.22","2.22","0","WA"
"8583",30,"5","0","0","0","0","0","0","0","0","0","0","0","0.04","630","0.04","0","4.96","5","0","WA"
"8584",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8585",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8586",30,"5","1.18","0","0","0","0","0","0","0","0","1.09","2.27","3.78","630","4.96","1.18","0.04","0.46","4.54","WA"
"8587",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8588",30,"5","0","0","0","0","0","0","0","0","0","0","0.08","0.19","630","0.19","0","4.81","4.92","0.08","WA"
"8589",30,"5","0.95","0","0","0","0","0","0","0","0","0.49","1.53","2.36","630","3.31","0.95","1.69","2.04","2.96","WA"
"8590",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8591",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8592",30,"3.8","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","3.78","3.78","0","WA"
"8593",30,"5","0.07","0","0","0","0","0","0","0","0","0.22","0.42","1.14","630","1.2","0.07","3.8","4.29","0.71","WA"
"8594",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8595",32,"5","0","0","0","0","0","0","0","0","0","0","0","0","583","0","0","5","5","0","WA"
"8596",30,"5","0","0","0","0","0","0","0","0","0","0.07","0.24","0.52","630","0.52","0","4.48","4.69","0.31","WA"
"8597",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8598",27,"5","0","0","0","0","0","0","0","0","0","0","0","0","638","0","0","5","5","0","WA"
"8599",32,"5","0.83","0","0","0","0","0","0","0","0","0","1.27","1.94","583","2.77","0.83","2.23","2.9","2.1","WA"
"8600",30,"3.3","0","0","0","0","0","0","0","0","0","0.06","0.02","0.08","630","0.08","0","3.18","3.18","0.08","WA"
"8601",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8602",27,"5","0.11","0","0","0","0","0","0","0","0","0.01","0.26","1.19","638","1.31","0.11","3.69","4.61","0.39","WA"
"8603",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8604",30,"5","0","0","0","0","0","0","0","0","0","0","0","0.39","630","0.39","0","4.61","5","0","WA"
"8605",30,"3.8","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","3.81","3.81","0","WA"
"8606",30,"1.6","0.1","0","0","0","0","0","0","0","0","0.47","0","1.12","630","1.21","0.1","0.41","1.05","0.57","WA"
"8607",30,"5","1.18","0","0","0","0","0","0","0","0","0.61","2.07","3.09","630","4.28","1.18","0.72","1.14","3.86","WA"
"8608",30,"5","0.75","0","0","0","0","0","0","0","0","0.06","1.29","1.7","630","2.45","0.75","2.55","2.89","2.11","WA"
"8609",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8610",27,"5","0","0","0","0","0","0","0","0","0","0","0","0.18","638","0.18","0","4.82","5","0","WA"
"8611",30,"5","0","0","0","0","0","0","0","0","0","0","0","0","630","0","0","5","5","0","WA"
"8612",30,"5","0.52","0","0","0","0","0","0","0","0","0","0.7","1.49","630","2.02","0.52","2.98","3.78","1.22","WA"
"8613",30,"5","0.19","0","0","0","0","0","0","0","0","0","0.35","1.37","630","1.56","0.19","3.44","4.46","0.54","WA"
"8614",30,"5","0.8","0","0","0","0","0","0","0","0","0.15","1.38","1.88","630","2.68","0.8","2.32","2.67","2.33","WA"
"8615",27,"5","0.79","0","0","0","0","0","0","0","0","0.04","1.23","1.98","638","2.77","0.79","2.23","2.94","2.06","WA"
"8616",30,"5","0.29","0","0","0","0","0","0","0","0","0.28","0.75","1.35","630","1.63","0.29","3.37","3.69","1.31","WA"
"8617",30,"5","0","0","0","0","0","0","0","0","0","0","0.01","0.13","630","0.13","0","4.87","4.99","0.01","WA"
