"standid","parcelid","acres","core","fl","fm","fs","nl","nm","ns","sm","ss","wa_inner","wa_outer","fsc","parcelacres","fsccore","baucore","nonrip_fsc","nonrip_bau","baurip_nc","state"
"2272",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2273",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2274",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2275",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2276",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2277",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2278",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2279",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2280",53,"0.2","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.16","0.16","0","OR"
"2281",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2282",53,"5","0.46","0.46","0","0","0","0","0","0","0","0","0","0.46","3669","0.93","0.46","4.07","4.07","0.93","OR"
"2283",53,"3.5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","3.49","3.49","0","OR"
"2284",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2285",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2286",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2287",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2288",53,"5","0.38","0","0.38","0","0","0","0","0","0","0","0","0.38","3669","0.76","0.38","4.23","4.23","0.76","OR"
"2289",53,"5","0.47","0.11","0","0","0","0","0","0","0","0","0","0.11","3669","0.58","0.47","4.42","4.42","0.58","OR"
"2290",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2291",53,"5","0.42","0.42","0","0","0","0","0","0","0","0","0","0.42","3669","0.84","0.42","4.15","4.15","0.84","OR"
"2292",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2293",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2294",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2295",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2296",53,"2.2","0.08","0.08","0","0","0","0","0","0","0","0","0","0.08","3669","0.17","0.08","2.01","2.01","0.17","OR"
"2297",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2298",53,"3.3","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","3.28","3.28","0","OR"
"2299",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2300",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2301",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2302",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2303",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2304",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2305",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2306",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2307",53,"0","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.02","0.02","0","OR"
"2308",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2309",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2310",53,"5","0.51","0","0.51","0","0","0","0","0","0","0","0","0.51","3669","1.02","0.51","3.98","3.98","1.02","OR"
"2311",53,"5","0.48","0","0.48","0","0","0","0","0","0","0","0","0.48","3669","0.96","0.48","4.04","4.04","0.96","OR"
"2312",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2313",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2314",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2315",53,"1.6","0.25","0","0.25","0","0","0","0","0","0","0","0","0.25","3669","0.5","0.25","1.13","1.13","0.5","OR"
"2316",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2317",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2318",53,"0.3","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.29","0.29","0","OR"
"2319",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2320",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2321",53,"0.7","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.71","0.71","0","OR"
"2322",53,"0.4","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.45","0.45","0","OR"
"2323",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2324",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2325",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2326",53,"5","0.47","0","0","0.47","0","0","0","0","0","0","0","0.47","3669","0.94","0.47","4.06","4.06","0.94","OR"
"2327",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2328",53,"0.3","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.29","0.29","0","OR"
"2329",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2330",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2331",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2332",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2333",53,"5","0.5","0","0.38","0","0","0","0","0","0","0","0","0.38","3669","0.87","0.5","4.12","4.12","0.87","OR"
"2334",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2335",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2336",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2337",53,"5","0.43","0","0.43","0","0","0","0","0","0","0","0","0.43","3669","0.86","0.43","4.14","4.14","0.86","OR"
"2338",53,"0.2","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.24","0.24","0","OR"
"2339",53,"3","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","3.02","3.02","0","OR"
"2340",53,"5","0.47","0","0.33","0","0","0","0","0","0","0","0","0.33","3669","0.8","0.47","4.2","4.2","0.8","OR"
"2341",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2342",53,"0","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.01","0.01","0","OR"
"2343",53,"4.9","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","4.93","4.93","0","OR"
"2344",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2345",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2346",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2347",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2348",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2349",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2350",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2351",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2352",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2353",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2354",53,"2.1","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","2.11","2.11","0","OR"
"2355",53,"4.6","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","4.64","4.64","0","OR"
"2356",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2357",53,"3.4","0.47","0","0.1","0.37","0","0","0","0","0","0","0","0.47","3669","0.93","0.47","2.47","2.47","0.93","OR"
"2358",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2359",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2360",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2361",53,"1.1","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","1.1","1.1","0","OR"
"2362",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2363",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2364",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2365",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2366",53,"2","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","2.04","2.04","0","OR"
"2367",53,"3.8","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","3.8","3.8","0","OR"
"2368",53,"3.1","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","3.13","3.13","0","OR"
"2369",53,"5","0.01","0","0","0","0","0","0","0","0","0","0","0","3669","0.01","0.01","4.98","4.98","0.01","OR"
"2370",53,"4.5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","4.45","4.45","0","OR"
"2371",53,"0.9","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","0.92","0.92","0","OR"
"2372",53,"5","0","0","0","0","0","0","0","0","0","0","0","0","3669","0","0","5","5","0","OR"
"2373",53,"5","0.02","0","0.02","0","0","0","0","0","0","0","0","0.02","3669","0.04","0.02","4.96","4.96","0.04","OR"
"2374",55,"2.7","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","2.68","2.68","0","WA"
"2375",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2376",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2377",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2378",55,"5","0.19","0","0","0","0","0","0","0","0","0.45","0.9","2.66","1566","2.85","0.19","2.15","3.46","1.54","WA"
"2379",55,"3.7","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","3.71","3.71","0","WA"
"2380",55,"2.9","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","2.91","2.91","0","WA"
"2381",55,"5","1.27","0","0","0","0","0","0","0","0","0.12","2.03","3.14","1566","4.41","1.27","0.59","1.58","3.42","WA"
"2382",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2383",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2384",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2385",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2386",55,"5","0.96","0","0","0","0","0","0","0","0","0.08","1.43","2.35","1566","3.31","0.96","1.69","2.53","2.47","WA"
"2387",55,"5","1.3","0","0","0","0","0","0","0","0","0.04","2.07","3.14","1566","4.44","1.3","0.55","1.59","3.41","WA"
"2388",55,"1.7","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","1.75","1.75","0","WA"
"2389",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2390",55,"5","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","5","5","0","WA"
"2391",55,"1.6","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","1.62","1.62","0","WA"
"2392",55,"0.1","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","0.07","0.07","0","WA"
"2393",55,"2.1","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","2.14","2.14","0","WA"
"2394",55,"5","0","0","0","0","0","0","0","0","0","0","0","0.02","1566","0.02","0","4.98","5","0","WA"
"2395",55,"0","0","0","0","0","0","0","0","0","0","0","0","0","1566","0","0","0.04","0.04","0","WA"
"2433",56,"5","0.43","0","0.22","0","0","0","0","0","0","0","0","0.22","4823","0.64","0.43","4.35","4.35","0.64","OR"
"2434",56,"4.7","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","4.74","4.74","0","OR"
"2435",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2436",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2437",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2438",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2439",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2440",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2441",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2442",56,"4.8","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","4.8","4.8","0","OR"
"2443",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2444",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2445",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2446",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2447",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2448",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2449",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2450",56,"4.3","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","4.28","4.28","0","OR"
"2451",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2452",56,"0.2","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0.24","0.24","0","OR"
"2453",56,"3.3","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.29","3.29","0","OR"
"2454",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2455",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2456",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2457",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2458",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2459",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2460",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2461",56,"0.6","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0.58","0.58","0","OR"
"2462",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2463",56,"5","0.16","0","0","0","0","0.16","0","0","0","0","0","0.16","4823","0.33","0.16","4.67","4.67","0.33","OR"
"2464",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2465",56,"1.1","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.06","1.06","0","OR"
"2466",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2467",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2468",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2469",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2470",56,"5","0.48","0","0.09","0","0","0","0","0","0","0","0","0.09","4823","0.57","0.48","4.43","4.43","0.57","OR"
"2471",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2472",56,"1.8","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.83","1.83","0","OR"
"2473",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2474",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2475",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2476",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2477",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2478",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2479",56,"3","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.04","3.04","0","OR"
"2480",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2481",56,"2.6","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","2.64","2.64","0","OR"
"2482",56,"1","0.05","0.05","0","0","0","0","0","0","0","0","0","0.05","4823","0.1","0.05","0.95","0.95","0.1","OR"
"2483",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2484",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2485",56,"2.5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","2.52","2.52","0","OR"
"2486",56,"0","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0","0","0","OR"
"2487",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2488",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2489",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2490",56,"5","0.38","0","0","0.11","0","0","0","0","0","0","0","0.11","4823","0.49","0.38","4.5","4.5","0.49","OR"
"2491",56,"1.1","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.08","1.08","0","OR"
"2492",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2493",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2494",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2495",56,"5","0.38","0","0","0.38","0","0","0","0","0","0","0","0.38","4823","0.75","0.38","4.24","4.24","0.75","OR"
"2496",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2497",56,"1.4","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.39","1.39","0","OR"
"2498",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2499",56,"3.7","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.7","3.7","0","OR"
"2500",56,"5","0.67","0","0.25","0","0","0","0","0.42","0","0","0","0.67","4823","1.33","0.67","3.66","3.66","1.33","OR"
"2501",56,"1.9","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.94","1.94","0","OR"
"2502",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2503",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2504",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2505",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2506",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2507",56,"5","0.48","0","0.13","0.1","0","0","0","0","0","0","0","0.23","4823","0.71","0.48","4.29","4.29","0.71","OR"
"2508",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2509",56,"3.8","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.76","3.76","0","OR"
"2510",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2511",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2512",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2513",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2514",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2515",56,"4.7","0.15","0","0","0","0","0","0","0.13","0","0","0","0.13","4823","0.28","0.15","4.45","4.45","0.28","OR"
"2516",56,"3.5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.49","3.49","0","OR"
"2517",56,"3.6","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.59","3.59","0","OR"
"2518",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2519",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2520",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2521",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2522",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2523",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2524",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2525",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2526",56,"0.1","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0.14","0.14","0","OR"
"2527",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2528",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2529",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2530",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2531",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2532",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2533",56,"1.2","0.14","0","0.1","0","0","0.04","0","0","0","0","0","0.14","4823","0.27","0.14","0.92","0.92","0.27","OR"
"2534",56,"0.5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0.47","0.47","0","OR"
"2535",56,"1.5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.47","1.47","0","OR"
"2536",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2537",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2538",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2539",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2540",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2541",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2542",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2543",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2544",56,"0","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0","0","0","OR"
"2545",56,"0.4","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","0.44","0.44","0","OR"
"2546",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2547",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2548",56,"3.6","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.58","3.58","0","OR"
"2549",56,"5","0.38","0","0","0.05","0","0","0","0","0","0","0","0.05","4823","0.43","0.38","4.57","4.57","0.43","OR"
"2550",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2551",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2552",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2553",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2554",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2555",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2556",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2557",56,"3.4","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.4","3.4","0","OR"
"2558",56,"3.2","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","3.22","3.22","0","OR"
"2559",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2560",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2561",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2562",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2563",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2564",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2565",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2566",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2567",56,"5","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","5","5","0","OR"
"2568",56,"1.1","0","0","0","0","0","0","0","0","0","0","0","0","4823","0","0","1.06","1.06","0","OR"
"2569",56,"5","0.04","0","0","0.04","0","0","0","0","0","0","0","0.04","4823","0.09","0.04","4.91","4.91","0.09","OR"
